cliente_id,recencia_dias,frequencia,monetario,score_r,score_f,score_m
8368,1060,5,10135.35,1,4,2
6725,1060,6,47538.77,1,5,5
2895,1059,1,2806.89,1,1,1
4919,1059,1,3094.38,1,1,1
10800,1059,2,10862.45,1,1,2
10804,1059,3,9294.16,1,2,1
5427,1059,3,9979.73,1,2,2
4084,1059,3,10894.34,1,2,2
11050,1059,3,13181.56,1,2,2
5928,1059,3,13869.07,1,2,2
8167,1059,4,14271.37,1,3,2
6428,1059,4,19582.87,1,3,3
4601,1059,4,30304.9,1,4,4
10691,1059,4,30917.66,1,4,4
7330,1059,5,38271.23,1,4,5
7255,1059,6,40380.31,1,5,5
10159,1058,2,1813.22,1,1,1
227,1058,2,14843.56,1,2,2
11634,1058,3,6800.01,1,2,1
4679,1058,3,8745.32,1,2,1
3550,1058,3,11881.72,1,2,2
6077,1058,3,16662.3,1,2,3
3944,1058,3,19325.98,1,2,3
2224,1058,4,16930.31,1,3,3
7286,1058,4,24976.24,1,3,4
4678,1058,4,36016.18,1,4,5
1854,1057,1,8328.36,1,1,1
6473,1057,2,9341.78,1,1,1
6005,1057,2,9768.09,1,1,1
3037,1057,2,9827.77,1,1,1
6931,1057,3,10340.5,1,2,2
6445,1057,3,10600.21,1,2,2
6165,1057,3,13607.46,1,2,2
7864,1057,3,17004.38,1,2,3
9099,1057,3,23059.53,1,3,4
9471,1057,4,10657.89,1,3,2
6091,1057,5,21220.9,1,4,3
7843,1056,1,306.05,1,1,1
2490,1056,1,1453.47,1,1,1
10890,1056,1,14565.26,1,1,2
7349,1056,2,7855.84,1,1,1
11830,1056,2,10981.43,1,1,2
9866,1056,2,12313.32,1,1,2
6848,1056,2,24386.67,1,2,4
9048,1056,3,9102.3,1,2,1
3875,1056,3,15222.95,1,2,2
4941,1056,3,23611.82,1,3,4
1185,1056,4,24612.9,1,3,4
2117,1056,5,11265.19,1,4,2
5422,1056,5,29658.19,1,4,4
8795,1055,1,10801.03,1,1,2
1004,1055,2,9553.68,1,1,1
11616,1055,3,8445.58,1,2,1
125,1055,3,10534.27,1,2,2
4103,1055,3,20781.06,1,3,3
6645,1055,4,12307.67,1,3,2
8392,1055,4,25157.89,1,3,4
9793,1055,4,26511.36,1,4,4
11161,1055,5,39493.98,1,4,5
192,1054,1,306.66,1,1,1
2338,1054,3,10880.01,1,2,2
5654,1054,3,24039.46,1,3,4
8908,1054,3,27091.03,1,3,4
435,1054,3,27442.38,1,3,4
2145,1054,4,21571.95,1,3,3
6709,1053,2,6590.24,1,1,1
5311,1053,2,8343.48,1,1,1
6606,1053,2,10329.11,1,1,2
8802,1053,2,10574.1,1,1,2
1010,1053,2,10934.06,1,1,2
7577,1053,2,13234.02,1,2,2
7377,1053,3,11225.51,1,2,2
10022,1053,3,15233.32,1,2,2
10018,1053,3,24810.97,1,3,4
11157,1053,4,16961.96,1,3,3
10256,1053,4,20955.93,1,3,3
4326,1053,4,24944.29,1,3,4
8610,1053,4,30388.54,1,4,4
4167,1053,5,33194.08,1,4,5
1259,1052,1,8938.56,1,1,1
3331,1052,2,6764.11,1,1,1
813,1052,2,12915.35,1,2,2
1223,1052,2,13143.76,1,2,2
5026,1052,3,16890.2,1,2,3
11790,1052,4,13192.78,1,3,2
7930,1052,4,26058.81,1,3,4
1739,1052,4,28820.64,1,4,4
9525,1052,5,14278.15,1,4,2
6030,1051,1,6146.32,1,1,1
4126,1051,1,6451.42,1,1,1
8078,1051,2,10841.6,1,1,2
2758,1051,2,11823.92,1,1,2
10127,1051,3,8800.67,1,2,1
11080,1051,3,19279.35,1,2,3
5232,1051,3,19660.89,1,3,3
855,1051,4,16389.39,1,3,3
1625,1051,4,23894.13,1,3,4
5567,1051,4,30734.22,1,4,4
3016,1051,5,24387.89,1,4,4
6063,1051,5,35573.45,1,4,5
705,1051,8,47402.32,1,5,5
6281,1050,2,2874.06,1,1,1
9439,1050,2,8665.66,1,1,1
1529,1050,2,9050.13,1,1,1
8145,1050,2,12868.94,1,1,2
8373,1050,3,16004.21,1,2,2
4630,1050,3,17254.05,1,2,3
7132,1050,3,18318.14,1,2,3
4765,1050,3,20956.88,1,3,3
10371,1050,4,11887.47,1,3,2
6799,1050,5,24935.47,1,4,4
6121,1049,2,2917.63,1,1,1
894,1049,2,5912.43,1,1,1
5351,1049,2,6685.3,1,1,1
5728,1049,2,8745.35,1,1,1
960,1049,2,8936.58,1,1,1
5603,1049,2,10257.35,1,1,2
8322,1049,2,12149.94,1,1,2
2745,1049,2,16945.26,1,2,3
8677,1049,2,19861.96,1,2,3
2891,1049,3,14250.46,1,2,2
3135,1049,4,27404.7,1,4,4
9871,1049,4,31607.55,1,4,4
8653,1049,5,14940.83,1,4,2
5743,1049,5,28728.4,1,4,4
9799,1049,5,35245.35,1,4,5
7737,1048,1,4385.42,1,1,1
2116,1048,2,1463.69,1,1,1
8323,1048,2,6426.42,1,1,1
2999,1048,2,7496.65,1,1,1
7310,1048,2,8828.52,1,1,1
11877,1048,2,14590.2,1,2,2
10302,1048,2,17779.78,1,2,3
8708,1048,3,9179.97,1,2,1
6642,1048,3,17782.94,1,2,3
10583,1048,4,21090.53,1,3,3
7865,1048,5,21351.54,1,4,3
7092,1047,1,9105.74,1,1,1
1692,1047,2,3028.1,1,1,1
5778,1047,2,8381.46,1,1,1
5608,1047,3,12936.98,1,2,2
1215,1047,4,7451.21,1,3,1
2359,1047,4,7800.91,1,3,1
5067,1047,4,19921.27,1,3,3
10509,1047,4,24068.07,1,3,4
10106,1047,5,19991.74,1,4,3
6375,1047,5,23434.55,1,4,4
9170,1047,5,26165.85,1,4,4
11750,1047,5,26616.55,1,4,4
8481,1047,5,33364.8,1,4,5
9016,1046,2,829.26,1,1,1
7407,1046,2,4234.91,1,1,1
5999,1046,2,11266.74,1,1,2
11452,1046,2,19211.29,1,2,3
11108,1046,3,16404.02,1,2,3
4687,1046,4,8528.45,1,3,1
10042,1046,4,31541.27,1,4,4
3355,1046,5,33174.33,1,4,5
1790,1046,6,31390.53,1,5,4
692,1045,2,8451.31,1,1,1
1183,1045,2,8578.52,1,1,1
4007,1045,2,10958.26,1,1,2
2591,1045,2,21151.45,1,2,3
9156,1045,3,7922.84,1,2,1
891,1045,3,8023.91,1,2,1
4665,1045,3,10259.02,1,2,2
11470,1045,3,11521.57,1,2,2
4864,1045,7,40171.56,1,5,5
1834,1044,2,803.46,1,1,1
6566,1044,2,7170.6,1,1,1
2398,1044,2,12861.25,1,1,2
2023,1044,2,21141.51,1,2,3
3360,1044,3,1589.44,1,2,1
6658,1044,3,10020.34,1,2,2
8987,1044,3,10499.87,1,2,2
2454,1044,3,10707.94,1,2,2
8937,1044,3,24193.24,1,3,4
5513,1044,4,11997.73,1,3,2
1675,1044,4,12448.66,1,3,2
10932,1044,4,14550.65,1,3,2
6387,1044,4,20758.63,1,3,3
9772,1044,5,26232.4,1,4,4
11944,1044,5,27334.6,1,4,4
10155,1043,2,9858.18,1,1,1
4912,1043,2,10741.16,1,1,2
354,1043,2,16028.27,1,2,2
3878,1043,3,9536.32,1,2,1
9164,1043,3,9576.64,1,2,1
8306,1043,3,12264.14,1,2,2
2972,1043,3,24720.39,1,3,4
10365,1043,4,19292.44,1,3,3
1075,1043,4,20677.09,1,3,3
281,1043,4,30940.5,1,4,4
647,1043,4,35126.07,1,4,5
105,1043,5,37331.22,1,4,5
7578,1042,2,12997.25,1,2,2
6321,1042,2,13826.91,1,2,2
4274,1042,3,8209.59,1,2,1
3197,1042,3,10229.03,1,2,2
9891,1042,4,32872.54,1,4,5
1653,1042,5,18422.92,1,4,3
1379,1042,5,26226.01,1,4,4
8000,1042,5,35487.34,1,4,5
3281,1042,5,38636.41,1,4,5
4474,1041,1,2692.73,1,1,1
5257,1041,2,13182.33,1,2,2
10017,1041,3,10987.76,1,2,2
7151,1041,3,25660.15,1,3,4
4782,1041,3,27132.73,1,3,4
6719,1041,4,17353.51,1,3,3
2299,1041,5,18268.27,1,4,3
9459,1041,5,27841.14,1,4,4
856,1041,5,29277.6,1,4,4
10839,1040,1,3285.12,1,1,1
7788,1040,2,1799.48,1,1,1
11400,1040,2,11072.53,1,1,2
3417,1040,3,15209.15,1,2,2
498,1040,3,21187.91,1,3,3
11276,1040,4,9965.55,1,3,2
2337,1040,4,33018.61,1,4,5
3443,1040,4,34373.32,1,4,5
8419,1040,5,14739.53,1,4,2
8693,1040,5,19441.15,1,4,3
5635,1040,5,31411.49,1,4,4
11374,1039,2,11533.17,1,1,2
1008,1039,3,4362.0,1,2,1
1966,1039,3,21476.04,1,3,3
6910,1039,3,26073.11,1,3,4
3898,1039,3,26225.31,1,3,4
10983,1039,3,31971.23,1,3,5
5254,1039,4,13059.19,1,3,2
3228,1039,4,31519.11,1,4,4
12,1039,5,25801.65,1,4,4
8863,1039,5,27793.58,1,4,4
3277,1039,6,48461.32,1,5,5
6911,1038,1,2755.99,1,1,1
9553,1038,1,4346.86,1,1,1
7714,1038,2,5062.12,1,1,1
6456,1038,2,11883.13,1,1,2
6692,1038,2,12595.81,1,1,2
11427,1038,2,16191.18,1,2,3
3643,1038,3,12297.23,1,2,2
10444,1038,3,12661.91,1,2,2
2710,1038,3,14973.49,1,2,2
3215,1038,3,16365.84,1,2,3
9939,1038,3,25857.88,1,3,4
11901,1038,4,19135.82,1,3,3
3927,1038,4,23369.42,1,3,4
3100,1037,1,3336.36,1,1,1
3499,1037,1,4476.27,1,1,1
11496,1037,1,8872.46,1,1,1
7217,1037,2,5848.94,1,1,1
7989,1037,2,7458.7,1,1,1
157,1037,2,9248.15,1,1,1
922,1037,2,13924.7,1,2,2
2968,1037,2,14402.98,1,2,2
10567,1037,3,17147.94,1,2,3
10711,1037,3,22533.96,1,3,3
1941,1037,4,14428.53,1,3,2
11710,1037,4,17842.62,1,3,3
10594,1037,4,20875.32,1,3,3
10876,1037,4,21822.14,1,3,3
1128,1037,4,23565.69,1,3,4
4192,1037,5,34120.89,1,4,5
9852,1037,6,29662.01,1,5,4
7206,1036,3,13546.64,1,2,2
3426,1036,3,19475.31,1,2,3
3280,1036,3,27370.78,1,3,4
7156,1036,3,35671.93,1,3,5
2048,1036,5,28440.15,1,4,4
2486,1036,5,53005.04,1,5,5
11743,1035,1,1878.7,1,1,1
4727,1035,2,6426.9,1,1,1
11179,1035,2,7523.01,1,1,1
10454,1035,2,7555.61,1,1,1
5312,1035,2,12406.45,1,1,2
10247,1035,2,15504.88,1,2,2
9860,1035,3,5723.48,1,2,1
10944,1035,3,15714.99,1,2,2
11290,1035,4,13845.86,1,3,2
11014,1035,4,15258.01,1,3,2
7245,1035,4,26302.22,1,4,4
6545,1035,4,32892.24,1,4,5
1114,1034,1,4379.81,1,1,1
9801,1034,2,4002.7,1,1,1
1398,1034,2,4205.48,1,1,1
7546,1034,2,10429.22,1,1,2
7130,1034,2,10966.77,1,1,2
850,1034,2,10976.56,1,1,2
9093,1034,2,15285.31,1,2,2
7622,1034,3,8830.19,1,2,1
913,1034,3,22261.27,1,3,3
5658,1034,3,31983.89,1,3,5
11588,1034,4,22155.27,1,3,3
6878,1034,5,18716.76,1,4,3
308,1034,6,35829.95,1,5,5
10517,1034,8,33779.01,1,5,5
11510,1033,2,866.95,1,1,1
4422,1033,2,1453.87,1,1,1
5418,1033,2,3702.18,1,1,1
6759,1033,2,3962.67,1,1,1
2755,1033,2,17631.32,1,2,3
7264,1033,3,4310.52,1,2,1
11185,1033,3,9065.44,1,2,1
7034,1033,3,19252.48,1,2,3
2933,1033,3,20641.61,1,3,3
2092,1033,3,31990.17,1,3,5
7690,1033,4,16558.94,1,3,3
503,1033,4,17218.22,1,3,3
11410,1033,5,12714.82,1,4,2
11004,1033,5,28735.81,1,4,4
11151,1033,6,36920.83,1,5,5
5160,1032,1,2023.46,1,1,1
5088,1032,1,4625.46,1,1,1
9844,1032,1,5369.19,1,1,1
3251,1032,1,14628.28,1,1,2
821,1032,2,2817.12,1,1,1
1262,1032,2,3953.89,1,1,1
8233,1032,2,8052.57,1,1,1
5727,1032,2,18951.81,1,2,3
446,1032,3,12579.85,1,2,2
3857,1032,3,14666.03,1,2,2
4570,1032,3,19256.59,1,2,3
524,1032,3,25642.81,1,3,4
549,1032,3,27493.87,1,3,4
11948,1032,4,27078.71,1,4,4
9689,1032,5,25600.44,1,4,4
3392,1032,5,48184.49,1,5,5
10083,1031,1,2692.8,1,1,1
11171,1031,1,5635.96,1,1,1
6678,1031,2,2909.44,1,1,1
4953,1031,2,10121.75,1,1,2
6532,1031,2,12630.21,1,1,2
2656,1031,3,12078.91,1,2,2
3847,1031,3,15839.96,1,2,2
4292,1031,4,15355.71,1,3,2
6032,1031,4,17325.89,1,3,3
5005,1031,5,13735.29,1,4,2
2521,1031,5,18862.77,1,4,3
11183,1031,6,25365.9,1,5,4
4774,1031,7,48433.22,1,5,5
4091,1030,2,3520.28,1,1,1
3743,1030,2,8379.79,1,1,1
4940,1030,2,11337.11,1,1,2
6060,1030,2,11515.57,1,1,2
5318,1030,2,20268.85,1,2,3
10856,1030,2,30488.97,1,2,4
2882,1030,3,5942.99,1,2,1
3342,1030,3,8171.18,1,2,1
6979,1030,3,8798.53,1,2,1
1031,1030,3,13867.49,1,2,2
493,1030,3,15231.29,1,2,2
8786,1030,3,19631.41,1,2,3
5082,1030,3,29285.58,1,3,4
2830,1030,4,31052.57,1,4,4
1311,1030,5,24837.04,1,4,4
10234,1030,5,32495.18,1,4,5
5600,1030,6,25105.42,1,5,4
8838,1030,7,24178.91,1,5,4
229,1029,2,10962.02,1,1,2
6013,1029,3,10775.56,1,2,2
3372,1029,3,11290.18,1,2,2
5143,1029,3,11435.77,1,2,2
9985,1029,3,14813.29,1,2,2
10692,1029,4,20708.03,1,3,3
3054,1029,5,25153.82,1,4,4
2345,1029,5,25603.77,1,4,4
2963,1029,5,30066.01,1,4,4
9885,1029,5,31365.03,1,4,4
11006,1028,1,9743.93,1,1,1
3467,1028,2,2790.66,1,1,1
2053,1028,2,6284.66,1,1,1
8463,1028,2,6290.7,1,1,1
485,1028,2,7951.3,1,1,1
1332,1028,2,8213.03,1,1,1
6406,1028,2,11964.55,1,1,2
1369,1028,3,5403.15,1,2,1
4680,1028,3,14012.22,1,2,2
423,1028,3,14909.62,1,2,2
11583,1028,3,27050.16,1,3,4
7560,1028,4,17775.11,1,3,3
3793,1028,7,43614.26,1,5,5
10502,1027,2,10293.37,1,1,2
8959,1027,2,11736.29,1,1,2
11671,1027,2,19756.48,1,2,3
4839,1027,3,5319.12,1,2,1
11599,1027,3,19778.81,1,3,3
560,1027,3,25566.13,1,3,4
2939,1027,4,9479.77,1,3,1
11722,1027,4,15024.57,1,3,2
7283,1027,5,37228.49,1,4,5
2239,1027,6,23319.24,1,5,4
11250,1027,8,28889.91,1,5,4
3126,1026,1,1139.57,1,1,1
385,1026,1,6800.41,1,1,1
1310,1026,2,8672.54,1,1,1
7508,1026,3,11955.32,1,2,2
7802,1026,3,19959.58,1,3,3
11110,1026,3,28178.04,1,3,4
2095,1026,4,25343.95,1,3,4
7941,1025,1,3973.58,1,1,1
8767,1025,1,6175.4,1,1,1
4006,1025,2,7046.01,1,1,1
1109,1025,2,8069.54,1,1,1
6438,1025,2,9104.22,1,1,1
1700,1025,2,13636.14,1,2,2
11574,1025,2,14917.56,1,2,2
11303,1025,3,9537.25,1,2,1
11351,1025,3,13130.27,1,2,2
1861,1025,3,18592.21,1,2,3
4742,1025,3,30381.12,1,3,4
5742,1025,4,32329.68,1,4,5
7630,1025,4,40785.51,1,4,5
3694,1025,5,47095.18,1,5,5
11860,1025,6,21275.2,1,5,3
3346,1024,1,564.05,1,1,1
10878,1024,1,3529.56,1,1,1
4995,1024,1,11389.6,1,1,2
8012,1024,1,11963.28,1,1,2
3311,1024,2,4509.9,1,1,1
9808,1024,2,5624.48,1,1,1
8931,1024,2,12006.57,1,1,2
11508,1024,2,12065.75,1,1,2
2402,1024,2,25971.52,1,2,4
6657,1024,3,7310.27,1,2,1
7022,1024,3,11781.19,1,2,2
3775,1024,3,12569.85,1,2,2
7655,1024,3,16490.51,1,2,3
11548,1024,4,18675.68,1,3,3
4858,1024,4,20042.29,1,3,3
222,1024,5,25179.54,1,4,4
2544,1024,6,17946.18,1,5,3
7116,1023,1,4682.11,1,1,1
9913,1023,2,6000.14,1,1,1
6993,1023,2,7661.66,1,1,1
8606,1023,2,8254.44,1,1,1
11904,1023,2,8879.19,1,1,1
6355,1023,2,10862.69,1,1,2
10992,1023,2,11359.35,1,1,2
2290,1023,2,11708.03,1,1,2
7332,1023,3,8095.69,1,2,1
9651,1023,3,9722.7,1,2,1
7263,1023,3,18479.03,1,2,3
4955,1023,3,28659.2,1,3,4
11287,1023,4,24376.55,1,3,4
7242,1023,5,22543.35,1,4,3
4783,1023,6,47203.16,1,5,5
3977,1022,1,4054.78,1,1,1
3448,1022,1,9803.04,1,1,1
10706,1022,1,15225.33,2,1,2
11217,1022,2,1916.82,2,1,1
4826,1022,2,4832.7,2,1,1
7334,1022,2,10291.45,2,1,2
8421,1022,2,11262.76,2,1,2
9634,1022,2,11910.46,2,1,2
5712,1022,2,12432.52,2,1,2
5363,1022,2,15644.51,2,2,2
2817,1022,3,6575.4,2,2,1
7758,1022,3,9571.47,2,2,1
10120,1022,3,15262.3,2,2,2
6716,1022,3,20762.78,2,3,3
3155,1022,3,26445.03,2,3,4
6717,1022,3,31183.83,2,3,4
11542,1022,4,20146.98,2,3,3
9990,1022,4,21148.09,2,3,3
11049,1022,4,27100.58,2,4,4
1063,1022,4,34162.81,2,4,5
7099,1022,5,28630.99,2,4,4
2067,1022,5,37242.81,2,4,5
6332,1022,5,53758.18,2,5,5
4,1022,7,43930.93,2,5,5
4719,1021,1,581.84,2,1,1
9069,1021,2,1158.23,2,1,1
6324,1021,2,14990.34,2,2,2
4911,1021,2,15568.66,2,2,2
2909,1021,2,21628.41,2,2,3
9561,1021,3,12824.66,2,2,2
4143,1021,3,14994.34,2,2,2
10608,1021,3,20829.41,2,3,3
8728,1021,3,30642.13,2,3,4
2686,1021,4,17248.5,2,3,3
2876,1021,4,22349.28,2,3,3
5420,1021,4,46910.12,2,4,5
11578,1021,5,25585.57,2,4,4
578,1021,5,43535.38,2,5,5
7935,1021,5,46718.75,2,5,5
6665,1021,6,43339.26,2,5,5
5201,1021,8,24616.26,2,5,4
8833,1021,9,35420.69,2,5,5
4447,1020,1,5952.58,2,1,1
6236,1020,2,6359.32,2,1,1
2727,1020,2,18961.26,2,2,3
5055,1020,3,10653.9,2,2,2
984,1020,3,11065.09,2,2,2
7820,1020,3,20098.2,2,3,3
11854,1020,3,32503.17,2,3,5
6766,1020,4,21683.77,2,3,3
1553,1020,5,21050.95,2,4,3
11339,1020,5,26135.69,2,4,4
9627,1020,5,37612.07,2,4,5
7536,1019,1,5135.1,2,1,1
1236,1019,2,7346.07,2,1,1
8568,1019,2,19365.02,2,2,3
8349,1019,3,19461.25,2,2,3
1092,1019,3,19906.5,2,3,3
11847,1019,4,11152.61,2,3,2
8060,1019,4,21604.73,2,3,3
9149,1019,4,23909.74,2,3,4
7031,1019,5,25294.65,2,4,4
2441,1019,5,32823.73,2,4,5
10177,1018,3,3762.28,2,2,1
4253,1018,3,7076.05,2,2,1
8663,1018,3,12422.5,2,2,2
6737,1018,3,14557.86,2,2,2
333,1018,3,18659.66,2,2,3
6781,1018,4,26025.49,2,3,4
1059,1018,4,34635.6,2,4,5
2176,1018,5,16949.06,2,4,3
527,1018,5,29456.83,2,4,4
8294,1017,2,3198.0,2,1,1
8414,1017,2,5941.56,2,1,1
7573,1017,2,7270.66,2,1,1
1020,1017,2,12563.78,2,1,2
9102,1017,2,12785.03,2,1,2
9947,1017,2,18362.47,2,2,3
5844,1017,3,11700.77,2,2,2
2888,1017,3,11920.91,2,2,2
1942,1017,3,15125.18,2,2,2
7526,1017,3,15690.66,2,2,2
5046,1017,3,22925.91,2,3,4
840,1017,4,29250.67,2,4,4
6581,1017,5,24175.51,2,4,4
11619,1017,5,25517.18,2,4,4
10975,1017,5,31781.09,2,4,5
1220,1017,6,28858.93,2,5,4
11404,1016,1,6971.09,2,1,1
940,1016,2,3989.81,2,1,1
8124,1016,2,10844.49,2,1,2
8942,1016,2,13698.45,2,2,2
7493,1016,3,10666.41,2,2,2
7122,1016,3,21236.53,2,3,3
1144,1016,4,15355.45,2,3,2
2219,1016,4,21294.06,2,3,3
7783,1016,5,39034.6,2,4,5
544,1016,9,47669.55,2,5,5
8729,1015,1,2423.11,2,1,1
3590,1015,1,5838.41,2,1,1
8391,1015,2,5869.77,2,1,1
11811,1015,2,11525.62,2,1,2
9977,1015,2,17933.15,2,2,3
1483,1015,3,9424.82,2,2,1
10240,1015,3,15083.16,2,2,2
842,1015,3,16855.95,2,2,3
11921,1015,3,22064.98,2,3,3
4033,1015,3,27568.98,2,3,4
1280,1015,4,14403.0,2,3,2
341,1015,4,19299.04,2,3,3
1233,1015,4,22418.62,2,3,3
11836,1014,1,4551.58,2,1,1
7525,1014,2,4555.07,2,1,1
6794,1014,2,4910.19,2,1,1
2278,1014,2,6347.02,2,1,1
10564,1014,2,14131.54,2,2,2
5417,1014,2,17897.25,2,2,3
4663,1014,3,12784.59,2,2,2
11669,1014,4,7440.63,2,3,1
4080,1014,4,12620.32,2,3,2
3675,1014,4,14059.44,2,3,2
1885,1014,4,15314.06,2,3,2
7171,1014,4,18588.77,2,3,3
4102,1014,4,19493.86,2,3,3
8552,1014,4,22433.46,2,3,3
1636,1013,2,5448.12,2,1,1
6572,1013,2,8625.05,2,1,1
3363,1013,2,8735.97,2,1,1
5195,1013,2,9350.02,2,1,1
7644,1013,2,14381.4,2,2,2
10433,1013,3,13210.37,2,2,2
3510,1013,3,19555.98,2,2,3
484,1013,3,21454.09,2,3,3
7363,1013,4,19498.46,2,3,3
7180,1013,5,38268.01,2,4,5
11636,1013,6,28119.99,2,5,4
9,1012,2,5509.89,2,1,1
3564,1012,3,14205.92,2,2,2
10459,1012,3,16176.7,2,2,3
7789,1012,3,17652.33,2,2,3
4744,1012,3,24706.94,2,3,4
4261,1012,3,26305.26,2,3,4
2612,1012,4,6253.56,2,3,1
9665,1012,4,12809.78,2,3,2
8174,1012,4,17033.77,2,3,3
4132,1012,4,20527.35,2,3,3
8448,1012,4,27256.5,2,4,4
10458,1012,5,19285.13,2,4,3
6393,1012,5,22221.8,2,4,3
11941,1012,6,32771.92,2,5,5
1927,1012,6,41451.89,2,5,5
1268,1012,7,9592.99,2,5,1
9480,1012,8,61863.16,2,5,5
253,1011,1,760.14,2,1,1
11816,1011,2,4372.33,2,1,1
3748,1011,3,2850.87,2,2,1
1869,1011,3,10639.56,2,2,2
11467,1011,3,20127.34,2,3,3
9469,1011,4,14354.11,2,3,2
1929,1011,4,19115.39,2,3,3
9421,1011,5,27353.71,2,4,4
10005,1011,5,31178.85,2,4,4
977,1011,6,32682.82,2,5,5
11961,1011,7,73282.13,2,5,5
3996,1010,1,8656.88,2,1,1
6226,1010,2,4559.25,2,1,1
9221,1010,2,6281.45,2,1,1
6022,1010,2,7818.74,2,1,1
9083,1010,2,18741.8,2,2,3
4323,1010,3,11495.7,2,2,2
5795,1010,3,12362.94,2,2,2
6703,1010,3,12632.33,2,2,2
1200,1010,3,19725.36,2,3,3
8823,1010,4,15260.16,2,3,2
332,1010,4,15606.68,2,3,2
2268,1010,4,18276.14,2,3,3
6409,1010,4,18689.62,2,3,3
8543,1010,5,21202.88,2,4,3
6957,1010,5,23949.37,2,4,4
2284,1010,5,35550.56,2,4,5
7876,1010,5,40767.91,2,4,5
2433,1009,1,3040.56,2,1,1
11734,1009,1,6099.76,2,1,1
10801,1009,2,6120.74,2,1,1
6474,1009,2,11342.74,2,1,2
1803,1009,3,17487.9,2,2,3
504,1009,3,19568.28,2,2,3
11135,1009,3,22155.86,2,3,3
5060,1009,3,38631.72,2,3,5
6953,1009,4,11249.1,2,3,2
5128,1009,4,17050.66,2,3,3
2041,1009,4,24780.34,2,3,4
7873,1009,5,25670.74,2,4,4
11651,1009,11,70877.08,2,5,5
5399,1008,1,682.1,2,1,1
8905,1008,2,3702.57,2,1,1
6714,1008,2,6300.85,2,1,1
8784,1008,2,9548.46,2,1,1
1907,1008,2,16069.5,2,2,2
5831,1008,3,11470.93,2,2,2
8014,1008,3,19367.09,2,2,3
4012,1008,3,38452.6,2,3,5
9361,1008,5,17894.71,2,4,3
11492,1008,5,20469.36,2,4,3
852,1008,5,33255.88,2,4,5
11018,1008,6,24725.03,2,5,4
714,1007,2,6326.34,2,1,1
6493,1007,3,8394.84,2,2,1
2630,1007,3,15234.74,2,2,2
11804,1007,3,19875.42,2,3,3
11969,1007,3,21500.43,2,3,3
6002,1007,4,18607.66,2,3,3
5152,1007,4,23454.84,2,3,4
4081,1007,5,22593.04,2,4,3
4825,1007,5,23937.53,2,4,4
1488,1007,6,34401.16,2,5,5
1783,1007,7,57857.46,2,5,5
4371,1006,1,13004.78,2,1,2
1777,1006,2,6156.16,2,1,1
1300,1006,2,14135.51,2,2,2
9058,1006,3,7901.17,2,2,1
2669,1006,3,12520.8,2,2,2
11668,1006,3,19077.59,2,2,3
1605,1006,3,19908.63,2,3,3
8344,1006,4,18529.11,2,3,3
1432,1006,4,18971.15,2,3,3
8876,1006,4,19106.72,2,3,3
1227,1006,4,20438.63,2,3,3
8764,1006,4,27043.84,2,4,4
4969,1006,4,33709.26,2,4,5
3020,1006,4,39733.32,2,4,5
10736,1006,5,21893.97,2,4,3
3909,1006,5,28216.48,2,4,4
10724,1006,5,30083.98,2,4,4
1536,1006,5,33228.93,2,4,5
4200,1006,6,23776.81,2,5,4
7551,1006,6,30343.55,2,5,4
10793,1005,1,1983.04,2,1,1
8203,1005,1,12778.13,2,1,2
623,1005,2,1589.41,2,1,1
11780,1005,2,7675.36,2,1,1
947,1005,2,10598.22,2,1,2
8593,1005,2,14928.19,2,2,2
3233,1005,2,16121.48,2,2,2
3153,1005,2,19293.18,2,2,3
1534,1005,3,12262.6,2,2,2
8893,1005,3,12688.23,2,2,2
1384,1005,3,25390.73,2,3,4
10084,1005,4,8989.0,2,3,1
6599,1005,4,11596.12,2,3,2
625,1005,4,20877.94,2,3,3
11480,1005,4,23618.35,2,3,4
6805,1005,4,38778.46,2,4,5
7587,1005,7,34513.42,2,5,5
11745,1004,1,3263.4,2,1,1
1105,1004,1,5294.29,2,1,1
5952,1004,1,8235.32,2,1,1
5371,1004,2,10388.98,2,1,2
2857,1004,2,11875.28,2,1,2
2242,1004,2,13344.97,2,2,2
2024,1004,2,21884.13,2,2,3
7200,1004,3,1931.97,2,2,1
10486,1004,3,15025.05,2,2,2
7716,1004,3,22969.54,2,3,4
3778,1004,4,23666.08,2,3,4
6903,1004,4,26753.67,2,4,4
10586,1004,4,28353.07,2,4,4
5435,1004,6,39461.87,2,5,5
2227,1004,7,30992.5,2,5,4
4257,1004,7,46003.9,2,5,5
6695,1003,1,3913.24,2,1,1
3018,1003,1,5636.64,2,1,1
4751,1003,1,7208.19,2,1,1
1054,1003,1,7348.62,2,1,1
8110,1003,1,9709.86,2,1,1
4004,1003,1,11472.6,2,1,2
9581,1003,2,7046.42,2,1,1
3594,1003,2,8821.68,2,1,1
7726,1003,2,12258.72,2,1,2
4419,1003,2,13733.51,2,2,2
3474,1003,3,16482.23,2,2,3
6126,1003,3,16651.77,2,2,3
6844,1003,3,21980.44,2,3,3
9189,1003,3,23622.27,2,3,4
7118,1003,3,28981.07,2,3,4
3088,1003,4,5059.54,2,3,1
4851,1003,4,18297.86,2,3,3
1582,1003,4,21753.97,2,3,3
8581,1003,4,30681.78,2,4,4
4643,1003,4,40614.08,2,4,5
257,1003,5,25708.69,2,4,4
