item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto
IT007291,PD003972,P0123,2,27.91,0.0
IT007292,PD003972,P0098,3,253.38,44.71
IT007293,PD003972,P0079,3,576.23,0.0
IT007294,PD003972,P0091,5,269.81,29.98
IT007295,PD003973,P0028,4,514.25,0.0
IT007296,PD003974,P0007,2,710.09,0.0
IT007297,PD003975,P0106,5,563.58,99.45
IT007298,PD003975,P0023,1,231.08,0.0
IT007299,PD003976,P0012,2,258.94,0.0
IT007300,PD003977,P0038,1,544.71,60.52
IT007301,PD003978,P0032,5,707.0,0.0
IT007302,PD003979,P0048,5,658.76,0.0
IT007303,PD003980,P0035,3,65.66,11.59
IT007304,PD003981,P0122,4,778.91,0.0
IT007305,PD003982,P0008,1,166.82,0.0
IT007306,PD003983,P0102,4,142.46,7.5
IT007307,PD003984,P0089,1,591.93,0.0
IT007308,PD003985,P0108,2,548.7,60.97
IT007309,PD003986,P0125,5,737.66,81.96
IT007310,PD003987,P0007,3,603.58,106.51
IT007311,PD003988,P0060,3,760.29,0.0
IT007312,PD003989,P0016,1,522.3,0.0
IT007313,PD003990,P0103,1,521.37,0.0
IT007314,PD003990,P0057,4,712.17,79.13
IT007315,PD003990,P0066,1,363.54,0.0
IT007316,PD003990,P0118,2,160.23,17.8
IT007317,PD003991,P0112,2,88.56,4.66
IT007318,PD003992,P0125,5,778.64,40.98
IT007319,PD003993,P0078,1,796.12,41.9
IT007320,PD003994,P0060,5,722.28,38.01
IT007321,PD003994,P0142,3,328.61,0.0
IT007322,PD003995,P0069,2,448.19,0.0
IT007323,PD003996,P0075,5,55.08,2.9
IT007324,PD003996,P0101,3,523.54,27.56
IT007325,PD003997,P0092,4,787.12,0.0
IT007326,PD003997,P0094,2,627.64,69.74
IT007327,PD003998,P0012,5,258.94,0.0
IT007328,PD003998,P0007,3,710.09,0.0
IT007329,PD003999,P0093,3,230.38,0.0
IT007330,PD003999,P0015,3,433.22,76.45
IT007331,PD003999,P0067,4,115.09,0.0
IT007332,PD004000,P0006,5,32.19,0.0
IT007333,PD004001,P0116,3,576.87,101.8
IT007334,PD004002,P0117,4,496.71,0.0
IT007335,PD004003,P0077,3,135.99,0.0
IT007336,PD004003,P0029,2,84.45,4.44
IT007337,PD004003,P0114,3,786.09,41.37
IT007338,PD004004,P0066,1,363.54,0.0
IT007339,PD004005,P0115,2,759.86,0.0
IT007340,PD004006,P0055,3,175.14,30.91
IT007341,PD004007,P0019,2,255.88,13.47
IT007342,PD004008,P0100,3,755.72,0.0
IT007343,PD004009,P0044,5,624.22,0.0
IT007344,PD004009,P0088,5,553.72,0.0
IT007345,PD004010,P0140,2,571.08,30.06
IT007346,PD004010,P0071,5,818.64,0.0
IT007347,PD004011,P0038,3,574.97,30.26
IT007348,PD004012,P0097,2,766.85,0.0
IT007349,PD004013,P0057,5,791.3,0.0
IT007350,PD004014,P0065,3,20.81,0.0
IT007351,PD004014,P0111,4,507.7,56.41
IT007352,PD004015,P0099,1,559.05,62.12
IT007353,PD004016,P0049,2,451.48,0.0
IT007354,PD004017,P0081,1,322.1,0.0
IT007355,PD004017,P0018,5,821.3,0.0
IT007356,PD004017,P0068,4,762.21,40.12
IT007357,PD004017,P0084,3,282.85,0.0
IT007358,PD004018,P0087,3,442.6,0.0
IT007359,PD004019,P0032,2,600.95,106.05
IT007360,PD004020,P0023,5,231.08,0.0
IT007361,PD004020,P0103,2,521.37,0.0
IT007362,PD004021,P0145,5,254.26,0.0
IT007363,PD004022,P0100,3,717.93,37.79
IT007364,PD004022,P0149,1,592.15,65.79
IT007365,PD004023,P0077,4,135.99,0.0
IT007366,PD004023,P0143,2,497.86,0.0
IT007367,PD004024,P0114,5,744.71,82.75
IT007368,PD004025,P0129,5,796.69,0.0
IT007369,PD004025,P0032,3,600.95,106.05
IT007370,PD004025,P0121,1,800.28,0.0
IT007371,PD004026,P0065,3,20.81,0.0
IT007372,PD004026,P0117,4,496.71,0.0
IT007373,PD004026,P0115,3,759.86,0.0
IT007374,PD004026,P0035,5,69.53,7.72
IT007375,PD004027,P0143,1,472.97,24.89
IT007376,PD004027,P0057,3,751.73,39.56
IT007377,PD004027,P0064,5,698.04,0.0
IT007378,PD004028,P0113,3,236.44,0.0
IT007379,PD004029,P0139,3,681.58,0.0
IT007380,PD004029,P0054,5,339.79,17.88
IT007381,PD004030,P0094,5,697.38,0.0
IT007382,PD004030,P0004,3,60.32,3.18
IT007383,PD004030,P0066,5,363.54,0.0
IT007384,PD004030,P0074,4,523.99,0.0
IT007385,PD004031,P0054,3,357.67,0.0
IT007386,PD004032,P0142,4,328.61,0.0
IT007387,PD004032,P0149,1,657.94,0.0
IT007388,PD004032,P0085,1,49.05,0.0
IT007389,PD004033,P0079,3,576.23,0.0
IT007390,PD004034,P0141,2,682.34,75.82
IT007391,PD004035,P0023,4,207.97,23.11
IT007392,PD004035,P0037,5,18.63,0.98
IT007393,PD004036,P0024,3,275.28,0.0
IT007394,PD004036,P0060,2,760.29,0.0
IT007395,PD004036,P0002,5,563.59,62.62
IT007396,PD004036,P0041,2,771.41,40.6
IT007397,PD004037,P0087,5,376.21,66.39
IT007398,PD004038,P0089,3,591.93,0.0
IT007399,PD004039,P0120,3,553.97,0.0
IT007400,PD004040,P0079,2,576.23,0.0
IT007401,PD004040,P0094,2,697.38,0.0
IT007402,PD004040,P0034,4,132.67,0.0
IT007403,PD004040,P0029,2,88.89,0.0
IT007404,PD004041,P0128,1,156.53,0.0
IT007405,PD004042,P0105,5,19.23,0.0
IT007406,PD004043,P0089,2,532.74,59.19
IT007407,PD004044,P0006,2,32.19,0.0
IT007408,PD004044,P0010,1,375.67,0.0
IT007409,PD004044,P0112,1,79.24,13.98
IT007410,PD004045,P0148,2,115.04,6.06
IT007411,PD004046,P0032,2,707.0,0.0
IT007412,PD004046,P0071,3,777.71,40.93
IT007413,PD004047,P0110,3,557.44,0.0
IT007414,PD004048,P0102,4,149.96,0.0
IT007415,PD004049,P0134,2,597.01,0.0
IT007416,PD004049,P0001,1,327.74,0.0
IT007417,PD004050,P0039,5,659.01,0.0
IT007418,PD004051,P0067,1,115.09,0.0
IT007419,PD004051,P0116,3,644.74,33.93
IT007420,PD004052,P0015,1,509.67,0.0
IT007421,PD004052,P0112,5,93.22,0.0
IT007422,PD004053,P0054,4,339.79,17.88
IT007423,PD004053,P0008,5,150.14,16.68
IT007424,PD004053,P0056,5,218.4,38.54
IT007425,PD004054,P0037,2,19.61,0.0
IT007426,PD004055,P0080,3,213.43,0.0
IT007427,PD004055,P0042,2,276.74,14.57
IT007428,PD004056,P0101,5,495.99,55.11
IT007429,PD004057,P0038,5,514.45,90.78
IT007430,PD004058,P0044,5,624.22,0.0
IT007431,PD004058,P0037,3,19.61,0.0
IT007432,PD004059,P0139,2,681.58,0.0
IT007433,PD004059,P0034,3,132.67,0.0
IT007434,PD004060,P0015,5,509.67,0.0
IT007435,PD004060,P0143,5,497.86,0.0
IT007436,PD004061,P0085,4,49.05,0.0
IT007437,PD004062,P0114,2,744.71,82.75
IT007438,PD004062,P0130,2,441.9,49.1
IT007439,PD004063,P0057,3,791.3,0.0
IT007440,PD004063,P0083,2,90.39,0.0
IT007441,PD004064,P0085,3,44.14,4.9
IT007442,PD004065,P0077,2,135.99,0.0
IT007443,PD004065,P0023,5,231.08,0.0
IT007444,PD004065,P0057,1,712.17,79.13
IT007445,PD004066,P0029,5,88.89,0.0
IT007446,PD004067,P0080,4,213.43,0.0
IT007447,PD004068,P0026,1,783.37,41.23
IT007448,PD004068,P0091,3,299.79,0.0
IT007449,PD004069,P0049,3,451.48,0.0
IT007450,PD004070,P0002,5,626.21,0.0
IT007451,PD004071,P0047,2,650.26,0.0
IT007452,PD004071,P0071,3,818.64,0.0
IT007453,PD004072,P0136,2,587.2,103.62
IT007454,PD004072,P0006,3,32.19,0.0
IT007455,PD004073,P0017,3,65.85,3.47
IT007456,PD004073,P0078,2,838.02,0.0
IT007457,PD004073,P0058,4,516.7,27.19
IT007458,PD004073,P0103,2,521.37,0.0
IT007459,PD004073,P0005,4,516.93,0.0
IT007460,PD004074,P0120,4,470.87,83.1
IT007461,PD004075,P0040,5,314.32,0.0
IT007462,PD004075,P0068,2,802.33,0.0
IT007463,PD004076,P0080,2,213.43,0.0
IT007464,PD004076,P0138,4,441.97,0.0
IT007465,PD004077,P0088,1,498.35,55.37
IT007466,PD004078,P0023,5,231.08,0.0
IT007467,PD004078,P0060,5,646.25,114.04
IT007468,PD004079,P0127,1,725.7,0.0
IT007469,PD004080,P0086,2,580.77,0.0
IT007470,PD004080,P0033,3,249.58,0.0
IT007471,PD004081,P0091,2,299.79,0.0
IT007472,PD004081,P0043,1,233.47,41.2
IT007473,PD004082,P0134,3,597.01,0.0
IT007474,PD004082,P0055,3,206.05,0.0
IT007475,PD004083,P0089,4,591.93,0.0
IT007476,PD004084,P0105,4,18.27,0.96
IT007477,PD004084,P0039,1,659.01,0.0
IT007478,PD004084,P0132,4,131.97,0.0
IT007479,PD004084,P0040,1,314.32,0.0
IT007480,PD004084,P0075,5,57.98,0.0
IT007481,PD004085,P0112,1,83.9,9.32
IT007482,PD004085,P0128,3,156.53,0.0
IT007483,PD004086,P0072,1,408.69,21.51
IT007484,PD004087,P0019,3,269.35,0.0
IT007485,PD004087,P0064,1,698.04,0.0
IT007486,PD004088,P0139,4,681.58,0.0
IT007487,PD004088,P0104,5,84.77,14.96
IT007488,PD004089,P0140,2,601.14,0.0
IT007489,PD004090,P0124,3,316.65,55.88
IT007490,PD004090,P0024,4,275.28,0.0
IT007491,PD004091,P0050,5,30.79,5.43
IT007492,PD004091,P0010,1,375.67,0.0
IT007493,PD004091,P0123,2,27.91,0.0
IT007494,PD004092,P0020,1,586.33,0.0
IT007495,PD004093,P0099,2,621.17,0.0
IT007496,PD004094,P0058,1,516.7,27.19
IT007497,PD004094,P0062,2,561.06,0.0
IT007498,PD004094,P0031,4,339.55,0.0
IT007499,PD004095,P0020,3,586.33,0.0
IT007500,PD004095,P0066,1,309.01,54.53
IT007501,PD004096,P0150,5,481.6,53.51
IT007502,PD004097,P0089,1,591.93,0.0
IT007503,PD004097,P0094,5,697.38,0.0
IT007504,PD004098,P0012,2,245.99,12.95
IT007505,PD004099,P0105,5,19.23,0.0
IT007506,PD004100,P0039,4,659.01,0.0
IT007507,PD004100,P0038,4,605.23,0.0
IT007508,PD004101,P0017,1,69.32,0.0
IT007509,PD004102,P0086,1,580.77,0.0
IT007510,PD004103,P0116,1,678.67,0.0
IT007511,PD004104,P0020,1,586.33,0.0
IT007512,PD004104,P0116,4,610.8,67.87
IT007513,PD004104,P0084,3,240.42,42.43
IT007514,PD004105,P0039,1,593.11,65.9
IT007515,PD004105,P0089,3,591.93,0.0
IT007516,PD004106,P0030,3,52.76,0.0
IT007517,PD004107,P0043,5,274.67,0.0
IT007518,PD004108,P0102,3,149.96,0.0
IT007519,PD004108,P0082,2,544.0,0.0
IT007520,PD004108,P0057,4,791.3,0.0
IT007521,PD004109,P0057,2,791.3,0.0
IT007522,PD004110,P0037,2,19.61,0.0
IT007523,PD004111,P0132,2,131.97,0.0
IT007524,PD004112,P0143,2,497.86,0.0
IT007525,PD004112,P0040,3,298.6,15.72
IT007526,PD004112,P0148,3,121.1,0.0
IT007527,PD004113,P0025,1,447.92,23.58
IT007528,PD004114,P0126,2,260.86,0.0
IT007529,PD004114,P0076,1,773.4,0.0
IT007530,PD004115,P0110,2,557.44,0.0
IT007531,PD004115,P0079,4,576.23,0.0
IT007532,PD004116,P0005,3,491.08,25.85
IT007533,PD004117,P0025,5,471.5,0.0
IT007534,PD004118,P0021,3,116.9,0.0
IT007535,PD004119,P0112,1,79.24,13.98
IT007536,PD004119,P0085,4,49.05,0.0
IT007537,PD004119,P0071,5,777.71,40.93
IT007538,PD004120,P0072,3,408.69,21.51
IT007539,PD004121,P0141,1,758.15,0.0
IT007540,PD004121,P0073,1,227.56,25.28
IT007541,PD004121,P0020,1,586.33,0.0
IT007542,PD004121,P0087,3,376.21,66.39
IT007543,PD004122,P0114,1,786.09,41.37
IT007544,PD004122,P0075,4,57.98,0.0
IT007545,PD004123,P0116,5,678.67,0.0
IT007546,PD004123,P0019,4,242.42,26.94
IT007547,PD004123,P0105,5,18.27,0.96
IT007548,PD004124,P0082,1,544.0,0.0
IT007549,PD004124,P0105,1,19.23,0.0
IT007550,PD004125,P0022,1,39.34,4.37
IT007551,PD004126,P0145,4,216.12,38.14
IT007552,PD004126,P0107,4,559.39,0.0
IT007553,PD004126,P0012,3,258.94,0.0
IT007554,PD004127,P0101,5,523.54,27.56
IT007555,PD004128,P0071,5,818.64,0.0
IT007556,PD004129,P0070,5,302.7,15.93
IT007557,PD004129,P0117,2,496.71,0.0
IT007558,PD004130,P0120,5,553.97,0.0
IT007559,PD004131,P0074,5,523.99,0.0
IT007560,PD004131,P0136,2,621.74,69.08
IT007561,PD004131,P0106,4,134.15,0.0
IT007562,PD004131,P0073,5,227.56,25.28
IT007563,PD004132,P0048,2,658.76,0.0
IT007564,PD004133,P0148,3,102.93,18.16
IT007565,PD004134,P0096,1,78.83,13.91
IT007566,PD004135,P0103,2,521.37,0.0
IT007567,PD004136,P0090,2,757.31,39.86
IT007568,PD004137,P0089,4,591.93,0.0
IT007569,PD004137,P0022,4,43.71,0.0
IT007570,PD004137,P0106,3,608.56,0.0
IT007571,PD004137,P0054,3,357.67,0.0
IT007572,PD004138,P0067,2,115.09,0.0
IT007573,PD004138,P0047,1,650.26,0.0
IT007574,PD004138,P0098,5,268.28,29.81
IT007575,PD004139,P0007,3,674.59,35.5
IT007576,PD004140,P0030,5,50.12,2.64
IT007577,PD004140,P0106,5,318.92,56.28
IT007578,PD004141,P0029,4,88.89,0.0
IT007579,PD004142,P0011,2,525.9,0.0
IT007580,PD004142,P0093,3,195.82,34.56
IT007581,PD004143,P0082,3,462.4,81.6
IT007582,PD004143,P0121,4,800.28,0.0
IT007583,PD004144,P0121,2,760.27,40.01
IT007584,PD004145,P0048,4,658.76,0.0
IT007585,PD004146,P0094,4,662.51,34.87
IT007586,PD004147,P0010,3,375.67,0.0
IT007587,PD004148,P0080,2,202.76,10.67
IT007588,PD004149,P0117,3,496.71,0.0
IT007589,PD004150,P0045,2,755.82,0.0
IT007590,PD004151,P0049,5,451.48,0.0
IT007591,PD004151,P0042,2,276.74,14.57
IT007592,PD004151,P0150,5,535.11,0.0
IT007593,PD004152,P0009,1,269.04,0.0
IT007594,PD004153,P0137,3,739.01,0.0
IT007595,PD004154,P0116,5,644.74,33.93
IT007596,PD004155,P0076,5,773.4,0.0
IT007597,PD004156,P0001,1,327.74,0.0
IT007598,PD004157,P0108,3,609.67,0.0
IT007599,PD004157,P0130,4,491.0,0.0
IT007600,PD004158,P0088,5,498.35,55.37
IT007601,PD004159,P0097,2,766.85,0.0
IT007602,PD004159,P0059,3,651.77,34.3
IT007603,PD004160,P0134,3,597.01,0.0
IT007604,PD004161,P0128,5,156.53,0.0
IT007605,PD004162,P0024,5,233.99,41.29
IT007606,PD004163,P0114,3,827.46,0.0
IT007607,PD004163,P0086,5,522.69,58.08
IT007608,PD004163,P0033,4,249.58,0.0
IT007609,PD004163,P0137,5,739.01,0.0
IT007610,PD004164,P0018,2,739.17,82.13
IT007611,PD004165,P0040,2,314.32,0.0
IT007612,PD004166,P0110,2,557.44,0.0
IT007613,PD004167,P0005,2,516.93,0.0
IT007614,PD004168,P0099,2,621.17,0.0
IT007615,PD004169,P0117,4,471.87,24.84
IT007616,PD004170,P0001,4,327.74,0.0
IT007617,PD004171,P0037,3,17.65,1.96
IT007618,PD004172,P0132,5,131.97,0.0
IT007619,PD004173,P0043,4,274.67,0.0
IT007620,PD004174,P0023,1,231.08,0.0
IT007621,PD004175,P0044,2,624.22,0.0
IT007622,PD004176,P0090,2,797.17,0.0
IT007623,PD004177,P0107,4,559.39,0.0
IT007624,PD004178,P0119,3,249.44,0.0
IT007625,PD004178,P0077,2,135.99,0.0
IT007626,PD004178,P0057,5,791.3,0.0
IT007627,PD004179,P0025,3,447.92,23.58
IT007628,PD004179,P0050,3,36.22,0.0
IT007629,PD004179,P0138,4,375.67,66.3
IT007630,PD004180,P0068,4,802.33,0.0
IT007631,PD004181,P0070,3,318.63,0.0
IT007632,PD004182,P0017,3,69.32,0.0
IT007633,PD004182,P0121,5,800.28,0.0
IT007634,PD004182,P0051,4,41.24,0.0
IT007635,PD004182,P0143,2,472.97,24.89
IT007636,PD004183,P0116,5,678.67,0.0
IT007637,PD004184,P0049,3,451.48,0.0
IT007638,PD004184,P0149,2,657.94,0.0
IT007639,PD004184,P0015,1,509.67,0.0
IT007640,PD004185,P0001,1,327.74,0.0
IT007641,PD004186,P0025,1,447.92,23.58
IT007642,PD004186,P0140,4,601.14,0.0
IT007643,PD004187,P0143,1,472.97,24.89
IT007644,PD004188,P0007,3,710.09,0.0
IT007645,PD004189,P0047,5,585.23,65.03
IT007646,PD004189,P0109,5,243.7,43.01
IT007647,PD004190,P0008,3,166.82,0.0
IT007648,PD004190,P0033,5,249.58,0.0
IT007649,PD004191,P0117,2,496.71,0.0
IT007650,PD004192,P0087,3,885.2,0.0
IT007651,PD004192,P0019,2,269.35,0.0
IT007652,PD004192,P0083,3,85.87,4.52
IT007653,PD004193,P0033,1,249.58,0.0
IT007654,PD004193,P0020,2,586.33,0.0
IT007655,PD004194,P0055,5,185.45,20.61
IT007656,PD004194,P0045,4,680.24,75.58
IT007657,PD004194,P0072,5,365.67,64.53
IT007658,PD004194,P0008,1,166.82,0.0
IT007659,PD004195,P0097,4,651.82,115.03
IT007660,PD004196,P0067,4,115.09,0.0
IT007661,PD004196,P0093,4,207.34,23.04
IT007662,PD004197,P0078,3,838.02,0.0
IT007663,PD004198,P0052,2,263.62,13.87
IT007664,PD004198,P0025,1,447.92,23.58
IT007665,PD004198,P0064,5,698.04,0.0
IT007666,PD004198,P0076,4,734.73,38.67
IT007667,PD004199,P0149,1,657.94,0.0
IT007668,PD004200,P0133,3,747.61,0.0
IT007669,PD004201,P0051,4,37.12,4.12
IT007670,PD004201,P0047,2,650.26,0.0
IT007671,PD004202,P0023,3,231.08,0.0
IT007672,PD004202,P0059,3,686.07,0.0
IT007673,PD004203,P0108,1,579.19,30.48
IT007674,PD004204,P0059,1,686.07,0.0
IT007675,PD004204,P0057,1,791.3,0.0
IT007676,PD004204,P0144,4,383.58,20.19
IT007677,PD004204,P0101,4,551.1,0.0
IT007678,PD004205,P0150,5,508.35,26.76
IT007679,PD004205,P0014,1,181.73,0.0
IT007680,PD004206,P0103,4,521.37,0.0
IT007681,PD004207,P0112,1,88.56,4.66
IT007682,PD004207,P0074,2,523.99,0.0
IT007683,PD004208,P0086,1,551.73,29.04
IT007684,PD004208,P0054,2,357.67,0.0
IT007685,PD004209,P0143,1,497.86,0.0
IT007686,PD004210,P0003,1,130.75,14.53
IT007687,PD004210,P0096,1,88.1,4.64
IT007688,PD004210,P0028,5,488.54,25.71
IT007689,PD004211,P0022,3,43.71,0.0
IT007690,PD004211,P0127,2,725.7,0.0
IT007691,PD004212,P0114,4,827.46,0.0
IT007692,PD004213,P0099,2,621.17,0.0
IT007693,PD004214,P0144,3,403.77,0.0
IT007694,PD004214,P0081,5,322.1,0.0
IT007695,PD004214,P0032,3,707.0,0.0
IT007696,PD004215,P0049,5,451.48,0.0
IT007697,PD004215,P0014,1,181.73,0.0
IT007698,PD004216,P0007,3,710.09,0.0
IT007699,PD004217,P0142,4,328.61,0.0
IT007700,PD004217,P0052,4,263.62,13.87
IT007701,PD004218,P0028,5,488.54,25.71
IT007702,PD004219,P0090,5,677.59,119.58
IT007703,PD004220,P0097,3,766.85,0.0
IT007704,PD004220,P0111,2,564.11,0.0
IT007705,PD004220,P0028,5,514.25,0.0
IT007706,PD004221,P0062,4,280.53,0.0
IT007707,PD004222,P0014,2,181.73,0.0
IT007708,PD004222,P0078,4,838.02,0.0
IT007709,PD004222,P0080,4,213.43,0.0
IT007710,PD004223,P0118,4,178.03,0.0
IT007711,PD004224,P0083,5,90.39,0.0
IT007712,PD004225,P0138,3,441.97,0.0
IT007713,PD004226,P0002,5,626.21,0.0
IT007714,PD004227,P0133,2,747.61,0.0
IT007715,PD004228,P0130,3,466.45,24.55
IT007716,PD004228,P0090,4,797.17,0.0
IT007717,PD004229,P0051,2,41.24,0.0
IT007718,PD004230,P0007,3,710.09,0.0
IT007719,PD004231,P0099,1,527.99,93.18
IT007720,PD004232,P0008,5,158.48,8.34
IT007721,PD004233,P0055,3,206.05,0.0
IT007722,PD004233,P0006,3,32.19,0.0
IT007723,PD004234,P0120,1,553.97,0.0
IT007724,PD004235,P0040,1,314.32,0.0
IT007725,PD004235,P0012,4,258.94,0.0
IT007726,PD004236,P0033,4,237.1,12.48
IT007727,PD004237,P0076,1,773.4,0.0
IT007728,PD004237,P0041,4,502.21,26.43
IT007729,PD004237,P0108,1,579.19,30.48
IT007730,PD004237,P0145,1,254.26,0.0
IT007731,PD004238,P0032,2,636.3,70.7
IT007732,PD004239,P0071,2,818.64,0.0
IT007733,PD004239,P0016,4,522.3,0.0
IT007734,PD004240,P0147,3,701.87,0.0
IT007735,PD004241,P0007,4,710.09,0.0
IT007736,PD004241,P0100,3,755.72,0.0
IT007737,PD004242,P0028,2,514.25,0.0
IT007738,PD004243,P0086,2,580.77,0.0
IT007739,PD004243,P0052,3,277.49,0.0
IT007740,PD004244,P0121,2,2400.84,0.0
IT007741,PD004245,P0076,3,773.4,0.0
IT007742,PD004246,P0149,5,625.04,32.9
IT007743,PD004246,P0003,3,145.28,0.0
IT007744,PD004247,P0083,3,90.39,0.0
IT007745,PD004248,P0146,4,40.47,0.0
IT007746,PD004249,P0131,1,528.53,0.0
IT007747,PD004250,P0129,1,796.69,0.0
IT007748,PD004250,P0041,5,768.71,0.0
IT007749,PD004251,P0030,5,52.76,0.0
IT007750,PD004251,P0095,4,388.67,68.59
IT007751,PD004251,P0058,2,516.7,27.19
IT007752,PD004251,P0087,4,442.6,0.0
IT007753,PD004252,P0114,2,827.46,0.0
IT007754,PD004253,P0039,2,626.06,32.95
IT007755,PD004254,P0085,1,49.05,0.0
IT007756,PD004254,P0150,3,535.11,0.0
IT007757,PD004255,P0029,3,75.56,13.33
IT007758,PD004255,P0085,3,49.05,0.0
IT007759,PD004256,P0122,4,778.91,0.0
IT007760,PD004257,P0105,2,19.23,0.0
IT007761,PD004258,P0112,2,79.24,13.98
IT007762,PD004259,P0092,2,787.12,0.0
IT007763,PD004260,P0104,1,99.73,0.0
IT007764,PD004260,P0125,1,819.62,0.0
IT007765,PD004260,P0059,2,686.07,0.0
IT007766,PD004260,P0048,1,658.76,0.0
IT007767,PD004260,P0038,4,605.23,0.0
IT007768,PD004261,P0026,4,700.91,123.69
IT007769,PD004261,P0148,4,121.1,0.0
IT007770,PD004261,P0055,1,82.42,0.0
IT007771,PD004262,P0042,5,291.3,0.0
IT007772,PD004262,P0091,1,299.79,0.0
IT007773,PD004263,P0041,4,140.27,7.38
IT007774,PD004264,P0003,5,145.28,0.0
IT007775,PD004264,P0105,3,18.27,0.96
IT007776,PD004265,P0144,5,383.58,20.19
IT007777,PD004265,P0071,5,818.64,0.0
IT007778,PD004266,P0066,3,363.54,0.0
IT007779,PD004266,P0128,5,140.88,15.65
IT007780,PD004266,P0113,4,224.62,11.82
IT007781,PD004266,P0103,5,521.37,0.0
IT007782,PD004267,P0145,4,254.26,0.0
IT007783,PD004267,P0092,2,669.05,118.07
IT007784,PD004268,P0001,3,327.74,0.0
IT007785,PD004268,P0111,4,535.9,28.21
IT007786,PD004269,P0133,4,710.23,37.38
IT007787,PD004270,P0149,2,657.94,0.0
IT007788,PD004271,P0088,3,498.35,55.37
IT007789,PD004271,P0087,3,376.21,66.39
IT007790,PD004272,P0044,3,593.01,31.21
IT007791,PD004273,P0108,5,609.67,0.0
IT007792,PD004273,P0066,4,309.01,54.53
IT007793,PD004273,P0148,5,121.1,0.0
IT007794,PD004273,P0040,1,282.89,31.43
IT007795,PD004274,P0084,2,240.42,42.43
IT007796,PD004275,P0074,5,523.99,0.0
IT007797,PD004275,P0068,3,722.1,80.23
IT007798,PD004276,P0041,2,460.05,0.0
IT007799,PD004276,P0060,2,760.29,0.0
IT007800,PD004277,P0082,3,516.8,27.2
IT007801,PD004278,P0136,2,690.82,0.0
IT007802,PD004279,P0039,4,659.01,0.0
IT007803,PD004280,P0085,5,49.05,0.0
IT007804,PD004281,P0023,3,231.08,0.0
IT007805,PD004281,P0055,3,195.75,10.3
IT007806,PD004282,P0030,3,52.76,0.0
IT007807,PD004282,P0015,4,509.67,0.0
IT007808,PD004282,P0148,2,121.1,0.0
IT007809,PD004283,P0090,4,797.17,0.0
IT007810,PD004283,P0123,5,27.91,0.0
IT007811,PD004284,P0106,1,441.78,0.0
IT007812,PD004284,P0040,5,282.89,31.43
IT007813,PD004285,P0149,1,559.25,98.69
IT007814,PD004285,P0028,3,462.82,51.42
IT007815,PD004285,P0002,4,626.21,0.0
IT007816,PD004286,P0030,2,52.76,0.0
IT007817,PD004287,P0060,1,684.26,76.03
IT007818,PD004288,P0030,2,52.76,0.0
IT007819,PD004288,P0023,4,231.08,0.0
IT007820,PD004289,P0136,5,690.82,0.0
IT007821,PD004290,P0087,3,442.6,0.0
IT007822,PD004290,P0027,5,759.51,39.97
IT007823,PD004291,P0097,3,728.51,38.34
IT007824,PD004291,P0030,4,52.76,0.0
IT007825,PD004291,P0105,1,19.23,0.0
IT007826,PD004292,P0088,1,553.72,0.0
IT007827,PD004292,P0041,4,19.09,1.0
IT007828,PD004293,P0020,5,586.33,0.0
IT007829,PD004294,P0051,3,41.24,0.0
IT007830,PD004295,P0082,1,544.0,0.0
IT007831,PD004296,P0008,5,166.82,0.0
IT007832,PD004296,P0068,3,802.33,0.0
IT007833,PD004297,P0148,1,121.1,0.0
IT007834,PD004298,P0117,1,496.71,0.0
IT007835,PD004299,P0013,5,395.82,0.0
IT007836,PD004299,P0071,3,818.64,0.0
IT007837,PD004299,P0064,3,698.04,0.0
IT007838,PD004300,P0121,2,800.28,0.0
IT007839,PD004301,P0064,1,698.04,0.0
IT007840,PD004302,P0143,2,423.18,74.68
IT007841,PD004303,P0115,5,759.86,0.0
IT007842,PD004303,P0121,4,800.28,0.0
IT007843,PD004304,P0136,3,690.82,0.0
IT007844,PD004304,P0122,4,778.91,0.0
IT007845,PD004305,P0110,4,501.7,55.74
IT007846,PD004306,P0131,2,528.53,0.0
IT007847,PD004307,P0086,2,522.69,58.08
IT007848,PD004307,P0119,1,249.44,0.0
IT007849,PD004308,P0044,4,624.22,0.0
IT007850,PD004309,P0136,3,656.28,34.54
IT007851,PD004309,P0034,1,132.67,0.0
IT007852,PD004310,P0035,3,77.25,0.0
IT007853,PD004311,P0070,4,302.7,15.93
IT007854,PD004312,P0013,2,376.03,19.79
IT007855,PD004312,P0103,4,443.16,78.21
IT007856,PD004313,P0075,3,57.98,0.0
IT007857,PD004314,P0106,2,755.21,0.0
IT007858,PD004315,P0041,2,378.32,0.0
IT007859,PD004316,P0039,1,560.16,98.85
IT007860,PD004316,P0055,4,185.45,20.61
IT007861,PD004316,P0085,2,49.05,0.0
IT007862,PD004317,P0008,4,141.8,25.02
IT007863,PD004318,P0041,2,330.52,0.0
IT007864,PD004318,P0139,2,647.5,34.08
IT007865,PD004318,P0031,5,322.57,16.98
IT007866,PD004319,P0095,4,457.26,0.0
IT007867,PD004320,P0011,4,525.9,0.0
IT007868,PD004321,P0104,1,99.73,0.0
IT007869,PD004322,P0147,4,701.87,0.0
IT007870,PD004323,P0047,4,650.26,0.0
IT007871,PD004323,P0088,5,470.66,83.06
IT007872,PD004324,P0091,1,284.8,14.99
