produto_id,loja_id,data_snapshot,quantidade_disponivel
P0084,L100,2024-05-01,175
P0085,L100,2024-05-01,110
P0086,L100,2024-05-01,44
P0087,L100,2024-05-01,80
P0088,L100,2024-05-01,189
P0089,L100,2024-05-01,158
P0090,L100,2024-05-01,117
P0091,L100,2024-05-01,21
P0092,L100,2024-05-01,126
P0093,L100,2024-05-01,134
P0094,L100,2024-05-01,167
P0095,L100,2024-05-01,158
P0096,L100,2024-05-01,177
P0097,L100,2024-05-01,45
P0098,L100,2024-05-01,132
P0099,L100,2024-05-01,43
P0100,L100,2024-05-01,14
P0101,L100,2024-05-01,71
P0102,L100,2024-05-01,1
P0103,L100,2024-05-01,85
P0104,L100,2024-05-01,144
P0105,L100,2024-05-01,29
P0106,L100,2024-05-01,41
P0107,L100,2024-05-01,150
P0108,L100,2024-05-01,59
P0109,L100,2024-05-01,180
P0110,L100,2024-05-01,132
P0111,L100,2024-05-01,61
P0112,L100,2024-05-01,196
P0113,L100,2024-05-01,179
P0114,L100,2024-05-01,45
P0115,L100,2024-05-01,179
P0116,L100,2024-05-01,41
P0117,L100,2024-05-01,173
P0118,L100,2024-05-01,175
P0119,L100,2024-05-01,169
P0120,L100,2024-05-01,47
P0121,L100,2024-05-01,85
P0122,L100,2024-05-01,142
P0123,L100,2024-05-01,196
P0124,L100,2024-05-01,13
P0125,L100,2024-05-01,47
P0126,L100,2024-05-01,169
P0127,L100,2024-05-01,20
P0128,L100,2024-05-01,20
P0129,L100,2024-05-01,32
P0130,L100,2024-05-01,22
P0131,L100,2024-05-01,51
P0132,L100,2024-05-01,38
P0133,L100,2024-05-01,96
P0134,L100,2024-05-01,163
P0135,L100,2024-05-01,171
P0136,L100,2024-05-01,120
P0137,L100,2024-05-01,81
P0138,L100,2024-05-01,179
P0139,L100,2024-05-01,32
P0140,L100,2024-05-01,185
P0141,L100,2024-05-01,172
P0142,L100,2024-05-01,161
P0143,L100,2024-05-01,74
P0144,L100,2024-05-01,10
P0145,L100,2024-05-01,83
P0146,L100,2024-05-01,151
P0147,L100,2024-05-01,145
P0148,L100,2024-05-01,82
P0149,L100,2024-05-01,35
P0150,L100,2024-05-01,158
P0001,L001,2024-06-01,40
P0002,L001,2024-06-01,7
P0003,L001,2024-06-01,144
P0004,L001,2024-06-01,159
P0005,L001,2024-06-01,171
P0006,L001,2024-06-01,199
P0007,L001,2024-06-01,119
P0008,L001,2024-06-01,53
P0009,L001,2024-06-01,-2
P0010,L001,2024-06-01,172
P0011,L001,2024-06-01,121
P0012,L001,2024-06-01,67
P0013,L001,2024-06-01,179
P0014,L001,2024-06-01,196
P0015,L001,2024-06-01,152
P0016,L001,2024-06-01,152
P0017,L001,2024-06-01,116
P0018,L001,2024-06-01,123
P0019,L001,2024-06-01,71
P0020,L001,2024-06-01,62
P0021,L001,2024-06-01,176
P0022,L001,2024-06-01,17
P0023,L001,2024-06-01,35
P0024,L001,2024-06-01,148
P0025,L001,2024-06-01,100
P0026,L001,2024-06-01,157
P0027,L001,2024-06-01,172
P0028,L001,2024-06-01,154
P0029,L001,2024-06-01,155
P0030,L001,2024-06-01,21
P0031,L001,2024-06-01,76
P0032,L001,2024-06-01,95
P0033,L001,2024-06-01,167
P0034,L001,2024-06-01,178
P0035,L001,2024-06-01,108
P0036,L001,2024-06-01,151
P0037,L001,2024-06-01,46
P0038,L001,2024-06-01,178
P0039,L001,2024-06-01,10
P0040,L001,2024-06-01,155
P0041,L001,2024-06-01,67
P0042,L001,2024-06-01,38
P0043,L001,2024-06-01,174
P0044,L001,2024-06-01,74
P0045,L001,2024-06-01,141
P0046,L001,2024-06-01,171
P0047,L001,2024-06-01,176
P0048,L001,2024-06-01,101
P0049,L001,2024-06-01,163
P0050,L001,2024-06-01,71
P0051,L001,2024-06-01,74
P0052,L001,2024-06-01,146
P0053,L001,2024-06-01,121
P0054,L001,2024-06-01,82
P0055,L001,2024-06-01,179
P0056,L001,2024-06-01,104
P0057,L001,2024-06-01,138
P0058,L001,2024-06-01,129
P0059,L001,2024-06-01,158
P0060,L001,2024-06-01,158
P0061,L001,2024-06-01,84
P0062,L001,2024-06-01,169
P0063,L001,2024-06-01,83
P0064,L001,2024-06-01,47
P0065,L001,2024-06-01,50
P0066,L001,2024-06-01,147
P0067,L001,2024-06-01,33
P0068,L001,2024-06-01,33
P0069,L001,2024-06-01,147
P0070,L001,2024-06-01,15
P0071,L001,2024-06-01,96
P0072,L001,2024-06-01,198
P0073,L001,2024-06-01,121
P0074,L001,2024-06-01,85
P0075,L001,2024-06-01,82
P0076,L001,2024-06-01,180
P0077,L001,2024-06-01,74
P0078,L001,2024-06-01,158
P0079,L001,2024-06-01,11
P0080,L001,2024-06-01,188
P0081,L001,2024-06-01,156
P0082,L001,2024-06-01,159
P0083,L001,2024-06-01,72
P0084,L001,2024-06-01,110
P0085,L001,2024-06-01,29
P0086,L001,2024-06-01,98
P0087,L001,2024-06-01,113
P0088,L001,2024-06-01,95
P0089,L001,2024-06-01,108
P0090,L001,2024-06-01,138
P0091,L001,2024-06-01,19
P0092,L001,2024-06-01,155
P0093,L001,2024-06-01,117
P0094,L001,2024-06-01,156
P0095,L001,2024-06-01,31
P0096,L001,2024-06-01,165
P0097,L001,2024-06-01,73
P0098,L001,2024-06-01,111
P0099,L001,2024-06-01,51
P0100,L001,2024-06-01,12
P0101,L001,2024-06-01,55
P0102,L001,2024-06-01,48
P0103,L001,2024-06-01,16
P0104,L001,2024-06-01,129
P0105,L001,2024-06-01,135
P0106,L001,2024-06-01,13
P0107,L001,2024-06-01,185
P0108,L001,2024-06-01,154
P0109,L001,2024-06-01,193
P0110,L001,2024-06-01,95
P0111,L001,2024-06-01,61
P0112,L001,2024-06-01,12
P0113,L001,2024-06-01,183
P0114,L001,2024-06-01,128
P0115,L001,2024-06-01,169
P0116,L001,2024-06-01,30
P0117,L001,2024-06-01,70
P0118,L001,2024-06-01,139
P0119,L001,2024-06-01,86
P0120,L001,2024-06-01,99
P0121,L001,2024-06-01,180
P0122,L001,2024-06-01,161
P0123,L001,2024-06-01,119
P0124,L001,2024-06-01,111
P0125,L001,2024-06-01,164
P0126,L001,2024-06-01,145
P0127,L001,2024-06-01,155
P0128,L001,2024-06-01,170
P0129,L001,2024-06-01,44
P0130,L001,2024-06-01,57
P0131,L001,2024-06-01,175
P0132,L001,2024-06-01,64
P0133,L001,2024-06-01,163
P0134,L001,2024-06-01,34
P0135,L001,2024-06-01,92
P0136,L001,2024-06-01,45
P0137,L001,2024-06-01,9
P0138,L001,2024-06-01,87
P0139,L001,2024-06-01,176
P0140,L001,2024-06-01,63
P0141,L001,2024-06-01,192
P0142,L001,2024-06-01,90
P0143,L001,2024-06-01,91
P0144,L001,2024-06-01,33
P0145,L001,2024-06-01,133
P0146,L001,2024-06-01,37
P0147,L001,2024-06-01,-12
P0148,L001,2024-06-01,185
P0149,L001,2024-06-01,161
P0150,L001,2024-06-01,45
P0001,L002,2024-06-01,113
P0002,L002,2024-06-01,45
P0003,L002,2024-06-01,154
P0004,L002,2024-06-01,174
P0005,L002,2024-06-01,6
P0006,L002,2024-06-01,134
P0007,L002,2024-06-01,165
P0008,L002,2024-06-01,43
P0009,L002,2024-06-01,109
P0010,L002,2024-06-01,102
P0011,L002,2024-06-01,161
P0012,L002,2024-06-01,13
P0013,L002,2024-06-01,91
P0014,L002,2024-06-01,101
P0015,L002,2024-06-01,136
P0016,L002,2024-06-01,135
P0017,L002,2024-06-01,152
P0018,L002,2024-06-01,24
P0019,L002,2024-06-01,170
P0020,L002,2024-06-01,136
P0021,L002,2024-06-01,88
P0022,L002,2024-06-01,172
P0023,L002,2024-06-01,103
P0024,L002,2024-06-01,92
P0025,L002,2024-06-01,194
P0026,L002,2024-06-01,167
P0027,L002,2024-06-01,139
P0028,L002,2024-06-01,78
P0029,L002,2024-06-01,132
P0030,L002,2024-06-01,65
P0031,L002,2024-06-01,84
P0032,L002,2024-06-01,109
P0033,L002,2024-06-01,87
P0034,L002,2024-06-01,82
P0035,L002,2024-06-01,184
P0036,L002,2024-06-01,17
P0037,L002,2024-06-01,179
P0038,L002,2024-06-01,0
P0039,L002,2024-06-01,36
P0040,L002,2024-06-01,99
P0041,L002,2024-06-01,10
P0042,L002,2024-06-01,100
P0043,L002,2024-06-01,48
P0044,L002,2024-06-01,104
P0045,L002,2024-06-01,9
P0046,L002,2024-06-01,194
P0047,L002,2024-06-01,129
P0048,L002,2024-06-01,187
P0049,L002,2024-06-01,157
P0050,L002,2024-06-01,41
P0051,L002,2024-06-01,105
P0052,L002,2024-06-01,99
P0053,L002,2024-06-01,7
P0054,L002,2024-06-01,96
P0055,L002,2024-06-01,152
P0056,L002,2024-06-01,54
P0057,L002,2024-06-01,113
P0058,L002,2024-06-01,4
P0059,L002,2024-06-01,74
P0060,L002,2024-06-01,120
P0061,L002,2024-06-01,8
P0062,L002,2024-06-01,111
P0063,L002,2024-06-01,66
P0064,L002,2024-06-01,84
P0065,L002,2024-06-01,31
P0066,L002,2024-06-01,116
P0067,L002,2024-06-01,77
P0068,L002,2024-06-01,125
P0069,L002,2024-06-01,34
P0070,L002,2024-06-01,183
P0071,L002,2024-06-01,92
P0072,L002,2024-06-01,32
P0073,L002,2024-06-01,114
P0074,L002,2024-06-01,18
P0075,L002,2024-06-01,77
P0076,L002,2024-06-01,92
P0077,L002,2024-06-01,171
P0078,L002,2024-06-01,62
P0079,L002,2024-06-01,92
P0080,L002,2024-06-01,34
P0081,L002,2024-06-01,43
P0082,L002,2024-06-01,19
P0083,L002,2024-06-01,184
P0084,L002,2024-06-01,32
P0085,L002,2024-06-01,108
P0086,L002,2024-06-01,56
P0087,L002,2024-06-01,88
P0088,L002,2024-06-01,22
P0089,L002,2024-06-01,181
P0090,L002,2024-06-01,21
P0091,L002,2024-06-01,117
P0092,L002,2024-06-01,35
P0093,L002,2024-06-01,155
P0094,L002,2024-06-01,181
P0095,L002,2024-06-01,104
P0096,L002,2024-06-01,24
P0097,L002,2024-06-01,51
P0098,L002,2024-06-01,183
P0099,L002,2024-06-01,39
P0100,L002,2024-06-01,97
P0101,L002,2024-06-01,161
P0102,L002,2024-06-01,45
P0103,L002,2024-06-01,51
P0104,L002,2024-06-01,125
P0105,L002,2024-06-01,56
P0106,L002,2024-06-01,164
P0107,L002,2024-06-01,20
P0108,L002,2024-06-01,143
P0109,L002,2024-06-01,15
P0110,L002,2024-06-01,122
P0111,L002,2024-06-01,70
P0112,L002,2024-06-01,43
P0113,L002,2024-06-01,35
P0114,L002,2024-06-01,15
P0115,L002,2024-06-01,13
P0116,L002,2024-06-01,93
P0117,L002,2024-06-01,130
P0118,L002,2024-06-01,125
P0119,L002,2024-06-01,135
P0120,L002,2024-06-01,59
P0121,L002,2024-06-01,20
P0122,L002,2024-06-01,152
P0123,L002,2024-06-01,138
P0124,L002,2024-06-01,175
P0125,L002,2024-06-01,112
P0126,L002,2024-06-01,166
P0127,L002,2024-06-01,22
P0128,L002,2024-06-01,94
P0129,L002,2024-06-01,178
P0130,L002,2024-06-01,197
P0131,L002,2024-06-01,10
P0132,L002,2024-06-01,98
P0133,L002,2024-06-01,25
P0134,L002,2024-06-01,69
P0135,L002,2024-06-01,183
P0136,L002,2024-06-01,52
P0137,L002,2024-06-01,101
P0138,L002,2024-06-01,76
P0139,L002,2024-06-01,63
P0140,L002,2024-06-01,129
P0141,L002,2024-06-01,133
P0142,L002,2024-06-01,124
P0143,L002,2024-06-01,98
P0144,L002,2024-06-01,160
P0145,L002,2024-06-01,144
P0146,L002,2024-06-01,198
P0147,L002,2024-06-01,102
P0148,L002,2024-06-01,40
P0149,L002,2024-06-01,179
P0150,L002,2024-06-01,39
P0001,L003,2024-06-01,99
P0002,L003,2024-06-01,160
P0003,L003,2024-06-01,151
P0004,L003,2024-06-01,89
P0005,L003,2024-06-01,98
P0006,L003,2024-06-01,89
P0007,L003,2024-06-01,161
P0008,L003,2024-06-01,110
P0009,L003,2024-06-01,28
P0010,L003,2024-06-01,145
P0011,L003,2024-06-01,141
P0012,L003,2024-06-01,186
P0013,L003,2024-06-01,175
P0014,L003,2024-06-01,49
P0015,L003,2024-06-01,54
P0016,L003,2024-06-01,148
P0017,L003,2024-06-01,81
P0018,L003,2024-06-01,148
P0019,L003,2024-06-01,49
P0020,L003,2024-06-01,142
P0021,L003,2024-06-01,1
P0022,L003,2024-06-01,186
P0023,L003,2024-06-01,51
P0024,L003,2024-06-01,182
P0025,L003,2024-06-01,182
P0026,L003,2024-06-01,72
P0027,L003,2024-06-01,8
P0028,L003,2024-06-01,0
P0029,L003,2024-06-01,57
P0030,L003,2024-06-01,47
P0031,L003,2024-06-01,140
P0032,L003,2024-06-01,198
P0033,L003,2024-06-01,0
P0034,L003,2024-06-01,59
P0035,L003,2024-06-01,38
P0036,L003,2024-06-01,182
P0037,L003,2024-06-01,66
P0038,L003,2024-06-01,49
P0039,L003,2024-06-01,122
P0040,L003,2024-06-01,20
P0041,L003,2024-06-01,100
P0042,L003,2024-06-01,19
P0043,L003,2024-06-01,174
P0044,L003,2024-06-01,178
P0045,L003,2024-06-01,111
P0046,L003,2024-06-01,103
P0047,L003,2024-06-01,178
P0048,L003,2024-06-01,72
P0049,L003,2024-06-01,159
P0050,L003,2024-06-01,15
P0051,L003,2024-06-01,66
P0052,L003,2024-06-01,68
P0053,L003,2024-06-01,159
P0054,L003,2024-06-01,80
P0055,L003,2024-06-01,100
P0056,L003,2024-06-01,111
P0057,L003,2024-06-01,104
P0058,L003,2024-06-01,168
P0059,L003,2024-06-01,35
P0060,L003,2024-06-01,156
P0061,L003,2024-06-01,169
P0062,L003,2024-06-01,149
P0063,L003,2024-06-01,175
P0064,L003,2024-06-01,110
P0065,L003,2024-06-01,70
P0066,L003,2024-06-01,128
P0067,L003,2024-06-01,41
P0068,L003,2024-06-01,100
P0069,L003,2024-06-01,67
P0070,L003,2024-06-01,117
P0071,L003,2024-06-01,185
P0072,L003,2024-06-01,123
P0073,L003,2024-06-01,58
P0074,L003,2024-06-01,162
P0075,L003,2024-06-01,45
P0076,L003,2024-06-01,192
P0077,L003,2024-06-01,12
P0078,L003,2024-06-01,160
P0079,L003,2024-06-01,44
P0080,L003,2024-06-01,93
P0081,L003,2024-06-01,114
P0082,L003,2024-06-01,192
P0083,L003,2024-06-01,109
P0084,L003,2024-06-01,109
P0085,L003,2024-06-01,20
P0086,L003,2024-06-01,22
P0087,L003,2024-06-01,5
P0088,L003,2024-06-01,151
P0089,L003,2024-06-01,133
P0090,L003,2024-06-01,96
P0091,L003,2024-06-01,8
P0092,L003,2024-06-01,18
P0093,L003,2024-06-01,182
P0094,L003,2024-06-01,141
P0095,L003,2024-06-01,170
P0096,L003,2024-06-01,172
P0097,L003,2024-06-01,84
P0098,L003,2024-06-01,157
P0099,L003,2024-06-01,133
P0100,L003,2024-06-01,62
P0101,L003,2024-06-01,182
P0102,L003,2024-06-01,137
P0103,L003,2024-06-01,115
P0104,L003,2024-06-01,146
P0105,L003,2024-06-01,120
P0106,L003,2024-06-01,150
P0107,L003,2024-06-01,28
P0108,L003,2024-06-01,198
P0109,L003,2024-06-01,10
P0110,L003,2024-06-01,173
P0111,L003,2024-06-01,196
P0112,L003,2024-06-01,97
P0113,L003,2024-06-01,110
P0114,L003,2024-06-01,107
P0115,L003,2024-06-01,79
P0116,L003,2024-06-01,127
P0117,L003,2024-06-01,196
P0118,L003,2024-06-01,118
P0119,L003,2024-06-01,92
P0120,L003,2024-06-01,42
P0121,L003,2024-06-01,17
P0122,L003,2024-06-01,116
P0123,L003,2024-06-01,93
P0124,L003,2024-06-01,191
P0125,L003,2024-06-01,197
P0126,L003,2024-06-01,64
P0127,L003,2024-06-01,95
P0128,L003,2024-06-01,126
P0129,L003,2024-06-01,48
P0130,L003,2024-06-01,151
P0131,L003,2024-06-01,42
P0132,L003,2024-06-01,1
P0133,L003,2024-06-01,162
P0134,L003,2024-06-01,150
P0135,L003,2024-06-01,5
P0136,L003,2024-06-01,173
P0137,L003,2024-06-01,113
P0138,L003,2024-06-01,107
P0139,L003,2024-06-01,153
P0140,L003,2024-06-01,65
P0141,L003,2024-06-01,147
P0142,L003,2024-06-01,143
P0143,L003,2024-06-01,146
P0144,L003,2024-06-01,116
P0145,L003,2024-06-01,111
P0146,L003,2024-06-01,75
P0147,L003,2024-06-01,114
P0148,L003,2024-06-01,35
P0149,L003,2024-06-01,192
P0150,L003,2024-06-01,37
P0001,L004,2024-06-01,75
P0002,L004,2024-06-01,86
P0003,L004,2024-06-01,167
P0004,L004,2024-06-01,18
P0005,L004,2024-06-01,116
P0006,L004,2024-06-01,128
P0007,L004,2024-06-01,99
P0008,L004,2024-06-01,62
P0009,L004,2024-06-01,78
P0010,L004,2024-06-01,34
P0011,L004,2024-06-01,114
P0012,L004,2024-06-01,87
P0013,L004,2024-06-01,73
P0014,L004,2024-06-01,170
P0015,L004,2024-06-01,93
P0016,L004,2024-06-01,111
P0017,L004,2024-06-01,112
P0018,L004,2024-06-01,78
P0019,L004,2024-06-01,29
P0020,L004,2024-06-01,167
P0021,L004,2024-06-01,24
P0022,L004,2024-06-01,14
P0023,L004,2024-06-01,131
P0024,L004,2024-06-01,7
P0025,L004,2024-06-01,28
P0026,L004,2024-06-01,136
P0027,L004,2024-06-01,155
P0028,L004,2024-06-01,179
P0029,L004,2024-06-01,-9
P0030,L004,2024-06-01,182
P0031,L004,2024-06-01,190
P0032,L004,2024-06-01,126
P0033,L004,2024-06-01,58
P0034,L004,2024-06-01,58
P0035,L004,2024-06-01,85
P0036,L004,2024-06-01,35
P0037,L004,2024-06-01,36
P0038,L004,2024-06-01,155
P0039,L004,2024-06-01,58
P0040,L004,2024-06-01,52
P0041,L004,2024-06-01,4
P0042,L004,2024-06-01,19
P0043,L004,2024-06-01,37
P0044,L004,2024-06-01,107
P0045,L004,2024-06-01,26
P0046,L004,2024-06-01,60
P0047,L004,2024-06-01,30
P0048,L004,2024-06-01,92
P0049,L004,2024-06-01,63
P0050,L004,2024-06-01,52
P0051,L004,2024-06-01,71
P0052,L004,2024-06-01,188
P0053,L004,2024-06-01,89
P0054,L004,2024-06-01,51
P0055,L004,2024-06-01,37
P0056,L004,2024-06-01,2
P0057,L004,2024-06-01,136
P0058,L004,2024-06-01,159
P0059,L004,2024-06-01,179
P0060,L004,2024-06-01,190
P0061,L004,2024-06-01,136
P0062,L004,2024-06-01,172
P0063,L004,2024-06-01,-1
P0064,L004,2024-06-01,139
P0065,L004,2024-06-01,60
P0066,L004,2024-06-01,14
P0067,L004,2024-06-01,30
P0068,L004,2024-06-01,134
P0069,L004,2024-06-01,75
P0070,L004,2024-06-01,26
P0071,L004,2024-06-01,59
P0072,L004,2024-06-01,80
P0073,L004,2024-06-01,1
P0074,L004,2024-06-01,2
P0075,L004,2024-06-01,111
P0076,L004,2024-06-01,95
P0077,L004,2024-06-01,28
P0078,L004,2024-06-01,150
P0079,L004,2024-06-01,29
P0080,L004,2024-06-01,99
P0081,L004,2024-06-01,24
P0082,L004,2024-06-01,88
P0083,L004,2024-06-01,95
P0084,L004,2024-06-01,125
P0085,L004,2024-06-01,66
P0086,L004,2024-06-01,118
P0087,L004,2024-06-01,37
P0088,L004,2024-06-01,151
P0089,L004,2024-06-01,185
P0090,L004,2024-06-01,79
P0091,L004,2024-06-01,12
P0092,L004,2024-06-01,178
P0093,L004,2024-06-01,29
P0094,L004,2024-06-01,44
P0095,L004,2024-06-01,64
P0096,L004,2024-06-01,116
P0097,L004,2024-06-01,84
P0098,L004,2024-06-01,47
P0099,L004,2024-06-01,109
P0100,L004,2024-06-01,50
P0101,L004,2024-06-01,171
P0102,L004,2024-06-01,15
P0103,L004,2024-06-01,144
P0104,L004,2024-06-01,126
P0105,L004,2024-06-01,155
P0106,L004,2024-06-01,193
P0107,L004,2024-06-01,96
P0108,L004,2024-06-01,143
P0109,L004,2024-06-01,124
P0110,L004,2024-06-01,14
P0111,L004,2024-06-01,90
P0112,L004,2024-06-01,75
P0113,L004,2024-06-01,109
P0114,L004,2024-06-01,150
P0115,L004,2024-06-01,38
P0116,L004,2024-06-01,191
P0117,L004,2024-06-01,147
P0118,L004,2024-06-01,148
P0119,L004,2024-06-01,177
P0120,L004,2024-06-01,70
P0121,L004,2024-06-01,196
P0122,L004,2024-06-01,37
P0123,L004,2024-06-01,50
P0124,L004,2024-06-01,25
P0125,L004,2024-06-01,85
P0126,L004,2024-06-01,55
P0127,L004,2024-06-01,154
P0128,L004,2024-06-01,30
P0129,L004,2024-06-01,96
P0130,L004,2024-06-01,132
P0131,L004,2024-06-01,47
P0132,L004,2024-06-01,160
P0133,L004,2024-06-01,73
P0134,L004,2024-06-01,130
P0135,L004,2024-06-01,122
P0136,L004,2024-06-01,184
P0137,L004,2024-06-01,168
P0138,L004,2024-06-01,47
P0139,L004,2024-06-01,195
P0140,L004,2024-06-01,197
P0141,L004,2024-06-01,106
P0142,L004,2024-06-01,50
P0143,L004,2024-06-01,193
P0144,L004,2024-06-01,66
P0145,L004,2024-06-01,157
P0146,L004,2024-06-01,102
P0147,L004,2024-06-01,94
P0148,L004,2024-06-01,-3
P0149,L004,2024-06-01,136
P0150,L004,2024-06-01,142
P0001,L005,2024-06-01,64
P0002,L005,2024-06-01,62
P0003,L005,2024-06-01,139
P0004,L005,2024-06-01,120
P0005,L005,2024-06-01,154
P0006,L005,2024-06-01,7
P0007,L005,2024-06-01,11
P0008,L005,2024-06-01,91
P0009,L005,2024-06-01,-5
P0010,L005,2024-06-01,181
P0011,L005,2024-06-01,108
P0012,L005,2024-06-01,58
P0013,L005,2024-06-01,51
P0014,L005,2024-06-01,91
P0015,L005,2024-06-01,69
P0016,L005,2024-06-01,178
P0017,L005,2024-06-01,27
P0018,L005,2024-06-01,185
P0019,L005,2024-06-01,81
P0020,L005,2024-06-01,77
P0021,L005,2024-06-01,89
P0022,L005,2024-06-01,132
P0023,L005,2024-06-01,-10
P0024,L005,2024-06-01,158
P0025,L005,2024-06-01,198
P0026,L005,2024-06-01,151
P0027,L005,2024-06-01,74
P0028,L005,2024-06-01,51
P0029,L005,2024-06-01,108
P0030,L005,2024-06-01,48
P0031,L005,2024-06-01,98
P0032,L005,2024-06-01,49
P0033,L005,2024-06-01,46
P0034,L005,2024-06-01,156
P0035,L005,2024-06-01,188
P0036,L005,2024-06-01,113
P0037,L005,2024-06-01,137
P0038,L005,2024-06-01,17
P0039,L005,2024-06-01,118
P0040,L005,2024-06-01,175
P0041,L005,2024-06-01,108
P0042,L005,2024-06-01,157
P0043,L005,2024-06-01,18
P0044,L005,2024-06-01,152
P0045,L005,2024-06-01,84
P0046,L005,2024-06-01,156
P0047,L005,2024-06-01,96
P0048,L005,2024-06-01,187
P0049,L005,2024-06-01,172
P0050,L005,2024-06-01,68
P0051,L005,2024-06-01,14
P0052,L005,2024-06-01,157
P0053,L005,2024-06-01,24
P0054,L005,2024-06-01,160
P0055,L005,2024-06-01,53
P0056,L005,2024-06-01,97
P0057,L005,2024-06-01,136
P0058,L005,2024-06-01,54
P0059,L005,2024-06-01,54
P0060,L005,2024-06-01,90
P0061,L005,2024-06-01,166
P0062,L005,2024-06-01,68
P0063,L005,2024-06-01,9
P0064,L005,2024-06-01,176
P0065,L005,2024-06-01,148
P0066,L005,2024-06-01,24
P0067,L005,2024-06-01,87
P0068,L005,2024-06-01,97
P0069,L005,2024-06-01,41
P0070,L005,2024-06-01,11
P0071,L005,2024-06-01,95
P0072,L005,2024-06-01,25
P0073,L005,2024-06-01,30
P0074,L005,2024-06-01,98
P0075,L005,2024-06-01,71
P0076,L005,2024-06-01,169
P0077,L005,2024-06-01,132
P0078,L005,2024-06-01,120
P0079,L005,2024-06-01,158
P0080,L005,2024-06-01,161
P0081,L005,2024-06-01,103
P0082,L005,2024-06-01,73
P0083,L005,2024-06-01,62
P0084,L005,2024-06-01,26
P0085,L005,2024-06-01,158
P0086,L005,2024-06-01,88
P0087,L005,2024-06-01,196
P0088,L005,2024-06-01,109
P0089,L005,2024-06-01,175
P0090,L005,2024-06-01,81
P0091,L005,2024-06-01,158
P0092,L005,2024-06-01,158
P0093,L005,2024-06-01,18
P0094,L005,2024-06-01,190
P0095,L005,2024-06-01,37
P0096,L005,2024-06-01,187
P0097,L005,2024-06-01,193
P0098,L005,2024-06-01,106
P0099,L005,2024-06-01,199
P0100,L005,2024-06-01,72
P0101,L005,2024-06-01,115
P0102,L005,2024-06-01,160
P0103,L005,2024-06-01,164
P0104,L005,2024-06-01,7
P0105,L005,2024-06-01,82
P0106,L005,2024-06-01,71
P0107,L005,2024-06-01,121
P0108,L005,2024-06-01,27
P0109,L005,2024-06-01,87
P0110,L005,2024-06-01,26
P0111,L005,2024-06-01,198
P0112,L005,2024-06-01,34
P0113,L005,2024-06-01,54
P0114,L005,2024-06-01,47
P0115,L005,2024-06-01,155
P0116,L005,2024-06-01,91
P0117,L005,2024-06-01,180
P0118,L005,2024-06-01,157
P0119,L005,2024-06-01,62
P0120,L005,2024-06-01,180
P0121,L005,2024-06-01,43
P0122,L005,2024-06-01,166
P0123,L005,2024-06-01,100
P0124,L005,2024-06-01,0
P0125,L005,2024-06-01,32
P0126,L005,2024-06-01,20
P0127,L005,2024-06-01,78
P0128,L005,2024-06-01,113
P0129,L005,2024-06-01,55
P0130,L005,2024-06-01,-3
P0131,L005,2024-06-01,94
P0132,L005,2024-06-01,0
P0133,L005,2024-06-01,129
P0134,L005,2024-06-01,32
P0135,L005,2024-06-01,16
P0136,L005,2024-06-01,122
P0137,L005,2024-06-01,118
P0138,L005,2024-06-01,100
P0139,L005,2024-06-01,8
P0140,L005,2024-06-01,76
P0141,L005,2024-06-01,151
P0142,L005,2024-06-01,70
P0143,L005,2024-06-01,158
P0144,L005,2024-06-01,60
P0145,L005,2024-06-01,56
P0146,L005,2024-06-01,30
P0147,L005,2024-06-01,31
P0148,L005,2024-06-01,178
P0149,L005,2024-06-01,150
P0150,L005,2024-06-01,116
P0001,L006,2024-06-01,171
P0002,L006,2024-06-01,75
P0003,L006,2024-06-01,27
P0004,L006,2024-06-01,89
P0005,L006,2024-06-01,16
P0006,L006,2024-06-01,66
P0007,L006,2024-06-01,70
P0008,L006,2024-06-01,26
P0009,L006,2024-06-01,53
P0010,L006,2024-06-01,183
P0011,L006,2024-06-01,166
P0012,L006,2024-06-01,116
P0013,L006,2024-06-01,149
P0014,L006,2024-06-01,86
P0015,L006,2024-06-01,106
P0016,L006,2024-06-01,128
P0017,L006,2024-06-01,122
P0018,L006,2024-06-01,155
P0019,L006,2024-06-01,119
P0020,L006,2024-06-01,50
P0021,L006,2024-06-01,103
P0022,L006,2024-06-01,37
P0023,L006,2024-06-01,170
P0024,L006,2024-06-01,22
P0025,L006,2024-06-01,21
P0026,L006,2024-06-01,36
P0027,L006,2024-06-01,40
P0028,L006,2024-06-01,13
P0029,L006,2024-06-01,114
P0030,L006,2024-06-01,184
P0031,L006,2024-06-01,96
P0032,L006,2024-06-01,188
P0033,L006,2024-06-01,152
P0034,L006,2024-06-01,39
P0035,L006,2024-06-01,46
P0036,L006,2024-06-01,25
P0037,L006,2024-06-01,185
P0038,L006,2024-06-01,46
P0039,L006,2024-06-01,159
P0040,L006,2024-06-01,177
P0041,L006,2024-06-01,86
P0042,L006,2024-06-01,23
P0043,L006,2024-06-01,27
P0044,L006,2024-06-01,13
P0045,L006,2024-06-01,38
P0046,L006,2024-06-01,104
P0047,L006,2024-06-01,173
P0048,L006,2024-06-01,179
P0049,L006,2024-06-01,43
P0050,L006,2024-06-01,130
P0051,L006,2024-06-01,114
P0052,L006,2024-06-01,54
P0053,L006,2024-06-01,37
P0054,L006,2024-06-01,64
P0055,L006,2024-06-01,0
