data,categoria,dispositivo,visualizacoes,add_carrinho,checkout_iniciado,compra_concluida
2024-07-20,Ferramentas,mobile,132,35,20,12
2024-07-20,Ferramentas,desktop,182,45,25,13
2024-07-20,Iluminação,mobile,207,50,26,18
2024-07-20,Iluminação,desktop,159,34,16,11
2024-07-20,Utilidades Domésticas,mobile,195,46,22,16
2024-07-20,Utilidades Domésticas,desktop,286,65,36,27
2024-07-20,Jardim e Área Externa,mobile,298,79,42,29
2024-07-20,Jardim e Área Externa,desktop,163,43,22,14
2024-07-20,Organização,mobile,100,20,9,6
2024-07-20,Organização,desktop,225,44,22,17
2024-07-20,Elétrica,mobile,190,38,18,7
2024-07-20,Elétrica,desktop,102,20,9,3
2024-07-20,Hidráulica,mobile,117,26,11,5
2024-07-20,Hidráulica,desktop,226,60,35,16
2024-07-20,Pintura e Acabamento,mobile,81,15,8,6
2024-07-20,Pintura e Acabamento,desktop,218,48,28,19
2024-07-20,Segurança,mobile,104,28,13,3
2024-07-20,Segurança,desktop,100,27,15,4
2024-07-21,Ferramentas,mobile,199,48,24,12
2024-07-21,Ferramentas,desktop,240,45,23,16
2024-07-21,Iluminação,mobile,124,28,16,10
2024-07-21,Iluminação,desktop,87,20,10,5
2024-07-21,Utilidades Domésticas,mobile,290,61,34,22
2024-07-21,Utilidades Domésticas,desktop,196,46,25,18
2024-07-21,Jardim e Área Externa,mobile,226,54,24,13
2024-07-21,Jardim e Área Externa,desktop,223,49,23,15
2024-07-21,Organização,mobile,106,27,13,9
2024-07-21,Organização,desktop,277,69,41,26
2024-07-21,Elétrica,mobile,169,35,18,7
2024-07-21,Elétrica,desktop,136,25,13,4
2024-07-21,Hidráulica,mobile,154,39,19,8
2024-07-21,Hidráulica,desktop,92,22,12,5
2024-07-21,Pintura e Acabamento,mobile,177,45,23,14
2024-07-21,Pintura e Acabamento,desktop,250,65,38,28
2024-07-21,Segurança,mobile,115,29,14,4
2024-07-21,Segurança,desktop,266,49,25,7
2024-07-22,Ferramentas,mobile,288,57,32,18
2024-07-22,Ferramentas,desktop,117,32,15,9
2024-07-22,Iluminação,mobile,181,49,22,14
2024-07-22,Iluminação,desktop,177,44,22,17
2024-07-22,Utilidades Domésticas,mobile,153,33,19,12
2024-07-22,Utilidades Domésticas,desktop,151,41,20,16
2024-07-22,Jardim e Área Externa,mobile,278,76,41,23
2024-07-22,Jardim e Área Externa,desktop,275,76,44,31
2024-07-22,Organização,mobile,220,40,20,13
2024-07-22,Organização,desktop,251,48,26,16
2024-07-22,Elétrica,mobile,264,72,37,16
2024-07-22,Elétrica,desktop,256,58,34,11
2024-07-22,Hidráulica,mobile,164,37,17,8
2024-07-22,Hidráulica,desktop,132,33,15,5
2024-07-22,Pintura e Acabamento,mobile,216,45,26,15
2024-07-22,Pintura e Acabamento,desktop,277,64,31,18
2024-07-22,Segurança,mobile,174,38,20,6
2024-07-22,Segurança,desktop,229,44,25,7
2024-07-23,Ferramentas,mobile,205,57,30,20
2024-07-23,Ferramentas,desktop,82,16,8,4
2024-07-23,Iluminação,mobile,141,33,18,12
2024-07-23,Iluminação,desktop,186,48,28,21
2024-07-23,Utilidades Domésticas,mobile,103,18,10,8
2024-07-23,Utilidades Domésticas,desktop,130,35,18,15
2024-07-23,Jardim e Área Externa,mobile,219,54,25,14
2024-07-23,Jardim e Área Externa,desktop,181,42,19,13
2024-07-23,Organização,mobile,124,28,15,9
2024-07-23,Organização,desktop,145,32,17,12
2024-07-23,Elétrica,mobile,298,72,38,13
2024-07-23,Elétrica,desktop,286,67,35,14
2024-07-23,Hidráulica,mobile,298,57,32,14
2024-07-23,Hidráulica,desktop,189,45,26,12
2024-07-23,Pintura e Acabamento,mobile,158,40,20,15
2024-07-23,Pintura e Acabamento,desktop,102,23,13,8
2024-07-23,Segurança,mobile,135,25,14,4
2024-07-23,Segurança,desktop,176,32,18,4
2024-07-24,Ferramentas,mobile,210,56,26,16
2024-07-24,Ferramentas,desktop,148,30,17,11
2024-07-24,Iluminação,mobile,145,35,19,12
2024-07-24,Iluminação,desktop,170,35,19,14
2024-07-24,Utilidades Domésticas,mobile,226,42,19,14
2024-07-24,Utilidades Domésticas,desktop,296,65,33,25
2024-07-24,Jardim e Área Externa,mobile,169,39,18,12
2024-07-24,Jardim e Área Externa,desktop,148,39,20,13
2024-07-24,Organização,mobile,173,36,20,16
2024-07-24,Organização,desktop,138,30,13,9
2024-07-24,Elétrica,mobile,227,60,27,10
2024-07-24,Elétrica,desktop,210,39,19,7
2024-07-24,Hidráulica,mobile,193,37,22,10
2024-07-24,Hidráulica,desktop,99,25,11,5
2024-07-24,Pintura e Acabamento,mobile,219,47,22,13
2024-07-24,Pintura e Acabamento,desktop,257,49,27,20
2024-07-24,Segurança,mobile,235,42,19,6
2024-07-24,Segurança,desktop,86,19,10,3
2024-07-25,Ferramentas,mobile,271,69,32,21
2024-07-25,Ferramentas,desktop,126,35,17,11
2024-07-25,Iluminação,mobile,248,56,27,18
2024-07-25,Iluminação,desktop,246,62,35,24
2024-07-25,Utilidades Domésticas,mobile,207,47,24,18
2024-07-25,Utilidades Domésticas,desktop,100,24,12,9
2024-07-25,Jardim e Área Externa,mobile,218,56,28,19
2024-07-25,Jardim e Área Externa,desktop,262,53,28,15
2024-07-25,Organização,mobile,223,46,21,12
2024-07-25,Organização,desktop,282,65,36,28
2024-07-25,Elétrica,mobile,87,23,13,4
2024-07-25,Elétrica,desktop,140,29,15,5
2024-07-25,Hidráulica,mobile,82,21,11,4
2024-07-25,Hidráulica,desktop,117,23,12,5
2024-07-25,Pintura e Acabamento,mobile,93,25,14,10
2024-07-25,Pintura e Acabamento,desktop,214,45,22,13
2024-07-25,Segurança,mobile,264,64,34,12
2024-07-25,Segurança,desktop,99,18,9,2
2024-07-26,Ferramentas,mobile,213,42,23,14
2024-07-26,Ferramentas,desktop,243,53,25,17
2024-07-26,Iluminação,mobile,146,30,15,8
2024-07-26,Iluminação,desktop,140,34,17,12
2024-07-26,Utilidades Domésticas,mobile,169,41,22,14
2024-07-26,Utilidades Domésticas,desktop,88,16,8,5
2024-07-26,Jardim e Área Externa,mobile,185,44,23,16
2024-07-26,Jardim e Área Externa,desktop,268,56,30,21
2024-07-26,Organização,mobile,195,52,30,19
2024-07-26,Organização,desktop,244,53,31,21
2024-07-26,Elétrica,mobile,244,50,29,9
2024-07-26,Elétrica,desktop,105,18,10,4
2024-07-26,Hidráulica,mobile,231,48,22,10
2024-07-26,Hidráulica,desktop,240,48,22,9
2024-07-26,Pintura e Acabamento,mobile,294,54,26,19
2024-07-26,Pintura e Acabamento,desktop,214,53,31,20
2024-07-26,Segurança,mobile,85,23,12,3
2024-07-26,Segurança,desktop,168,35,19,5
2024-07-27,Ferramentas,mobile,259,61,32,22
2024-07-27,Ferramentas,desktop,218,61,29,15
2024-07-27,Iluminação,mobile,137,25,11,8
2024-07-27,Iluminação,desktop,253,52,30,17
2024-07-27,Utilidades Domésticas,mobile,144,34,20,14
2024-07-27,Utilidades Domésticas,desktop,297,58,29,25
2024-07-27,Jardim e Área Externa,mobile,190,52,24,15
2024-07-27,Jardim e Área Externa,desktop,176,32,15,10
2024-07-27,Organização,mobile,206,53,30,21
2024-07-27,Organização,desktop,99,26,13,8
2024-07-27,Elétrica,mobile,109,27,14,5
2024-07-27,Elétrica,desktop,211,43,22,8
2024-07-27,Hidráulica,mobile,236,50,23,10
2024-07-27,Hidráulica,desktop,103,26,14,5
2024-07-27,Pintura e Acabamento,mobile,235,50,27,15
2024-07-27,Pintura e Acabamento,desktop,154,41,23,13
2024-07-27,Segurança,mobile,226,47,23,6
2024-07-27,Segurança,desktop,84,17,8,2
2024-07-28,Ferramentas,mobile,198,39,18,10
2024-07-28,Ferramentas,desktop,146,33,17,9
2024-07-28,Iluminação,mobile,148,32,14,8
2024-07-28,Iluminação,desktop,292,70,34,20
2024-07-28,Utilidades Domésticas,mobile,103,28,13,8
2024-07-28,Utilidades Domésticas,desktop,117,27,15,10
2024-07-28,Jardim e Área Externa,mobile,225,40,22,16
2024-07-28,Jardim e Área Externa,desktop,231,53,27,18
2024-07-28,Organização,mobile,208,55,24,15
2024-07-28,Organização,desktop,157,33,16,10
2024-07-28,Elétrica,mobile,133,30,14,5
2024-07-28,Elétrica,desktop,135,25,12,4
2024-07-28,Hidráulica,mobile,90,21,10,4
2024-07-28,Hidráulica,desktop,156,39,22,9
2024-07-28,Pintura e Acabamento,mobile,266,54,31,22
2024-07-28,Pintura e Acabamento,desktop,216,53,30,22
2024-07-28,Segurança,mobile,266,58,27,7
2024-07-28,Segurança,desktop,204,39,17,5
2024-07-29,Ferramentas,mobile,192,46,27,15
2024-07-29,Ferramentas,desktop,156,40,22,13
2024-07-29,Iluminação,mobile,122,30,16,10
2024-07-29,Iluminação,desktop,253,47,24,17
2024-07-29,Utilidades Domésticas,mobile,275,68,40,32
2024-07-29,Utilidades Domésticas,desktop,291,63,31,20
2024-07-29,Jardim e Área Externa,mobile,226,45,21,14
2024-07-29,Jardim e Área Externa,desktop,162,31,15,11
2024-07-29,Organização,mobile,135,31,15,10
2024-07-29,Organização,desktop,124,28,16,10
2024-07-29,Elétrica,mobile,213,49,27,9
2024-07-29,Elétrica,desktop,154,35,18,8
2024-07-29,Hidráulica,mobile,218,48,27,13
2024-07-29,Hidráulica,desktop,140,35,16,6
2024-07-29,Pintura e Acabamento,mobile,184,37,22,13
2024-07-29,Pintura e Acabamento,desktop,287,68,40,22
2024-07-29,Segurança,mobile,121,29,16,5
2024-07-29,Segurança,desktop,291,74,39,13
2024-07-30,Ferramentas,mobile,200,41,23,14
2024-07-30,Ferramentas,desktop,87,20,11,7
2024-07-30,Iluminação,mobile,80,17,9,6
2024-07-30,Iluminação,desktop,81,21,11,7
2024-07-30,Utilidades Domésticas,mobile,92,19,10,6
2024-07-30,Utilidades Domésticas,desktop,187,45,20,15
2024-07-30,Jardim e Área Externa,mobile,224,57,33,19
2024-07-30,Jardim e Área Externa,desktop,179,39,20,14
2024-07-30,Organização,mobile,167,39,21,12
2024-07-30,Organização,desktop,155,36,21,13
2024-07-30,Elétrica,mobile,239,53,28,9
2024-07-30,Elétrica,desktop,185,39,22,8
2024-07-30,Hidráulica,mobile,282,67,34,13
2024-07-30,Hidráulica,desktop,92,19,9,3
2024-07-30,Pintura e Acabamento,mobile,152,41,23,15
2024-07-30,Pintura e Acabamento,desktop,148,36,20,12
2024-07-30,Segurança,mobile,261,68,31,8
2024-07-30,Segurança,desktop,135,30,15,4
2024-07-31,Ferramentas,mobile,229,63,31,17
2024-07-31,Ferramentas,desktop,193,41,21,13
2024-07-31,Iluminação,mobile,262,53,30,22
2024-07-31,Iluminação,desktop,164,29,16,12
2024-07-31,Utilidades Domésticas,mobile,105,19,9,6
2024-07-31,Utilidades Domésticas,desktop,126,31,18,15
2024-07-31,Jardim e Área Externa,mobile,168,35,19,12
2024-07-31,Jardim e Área Externa,desktop,256,68,35,20
2024-07-31,Organização,mobile,137,30,16,10
2024-07-31,Organização,desktop,184,37,20,14
2024-07-31,Elétrica,mobile,150,38,17,7
2024-07-31,Elétrica,desktop,157,41,23,10
2024-07-31,Hidráulica,mobile,154,40,19,7
2024-07-31,Hidráulica,desktop,263,60,34,12
2024-07-31,Pintura e Acabamento,mobile,271,58,33,25
2024-07-31,Pintura e Acabamento,desktop,91,24,11,8
2024-07-31,Segurança,mobile,184,47,23,6
2024-07-31,Segurança,desktop,276,51,28,9
2024-08-01,Ferramentas,mobile,183,41,19,10
2024-08-01,Ferramentas,desktop,121,28,13,9
2024-08-01,Iluminação,mobile,139,31,14,9
2024-08-01,Iluminação,desktop,195,51,25,16
2024-08-01,Utilidades Domésticas,mobile,260,55,26,22
2024-08-01,Utilidades Domésticas,desktop,112,21,12,7
2024-08-01,Jardim e Área Externa,mobile,128,29,13,8
2024-08-01,Jardim e Área Externa,desktop,100,24,10,5
2024-08-01,Organização,mobile,287,75,39,27
2024-08-01,Organização,desktop,127,33,15,10
2024-08-01,Elétrica,mobile,234,65,32,11
2024-08-01,Elétrica,desktop,205,43,23,9
2024-08-01,Hidráulica,mobile,80,15,7,3
2024-08-01,Hidráulica,desktop,106,27,15,6
2024-08-01,Pintura e Acabamento,mobile,251,65,37,23
2024-08-01,Pintura e Acabamento,desktop,142,25,11,6
2024-08-01,Segurança,mobile,151,39,18,5
2024-08-01,Segurança,desktop,289,76,35,12
2024-08-02,Ferramentas,mobile,213,50,24,16
2024-08-02,Ferramentas,desktop,241,61,28,17
2024-08-02,Iluminação,mobile,280,53,28,21
2024-08-02,Iluminação,desktop,98,22,12,8
2024-08-02,Utilidades Domésticas,mobile,243,51,26,21
2024-08-02,Utilidades Domésticas,desktop,222,51,24,18
2024-08-02,Jardim e Área Externa,mobile,142,32,15,10
2024-08-02,Jardim e Área Externa,desktop,264,72,35,23
2024-08-02,Organização,mobile,267,67,38,26
2024-08-02,Organização,desktop,252,70,39,30
2024-08-02,Elétrica,mobile,264,62,29,10
2024-08-02,Elétrica,desktop,207,43,22,9
2024-08-02,Hidráulica,mobile,195,41,18,7
2024-08-02,Hidráulica,desktop,251,67,35,15
2024-08-02,Pintura e Acabamento,mobile,184,36,19,12
2024-08-02,Pintura e Acabamento,desktop,212,46,25,18
2024-08-02,Segurança,mobile,144,30,15,5
2024-08-02,Segurança,desktop,107,20,11,4
2024-08-03,Ferramentas,mobile,127,29,16,11
2024-08-03,Ferramentas,desktop,133,25,13,8
2024-08-03,Iluminação,mobile,218,52,25,15
2024-08-03,Iluminação,desktop,177,36,17,12
2024-08-03,Utilidades Domésticas,mobile,93,24,12,8
2024-08-03,Utilidades Domésticas,desktop,150,30,16,11
2024-08-03,Jardim e Área Externa,mobile,230,44,20,11
2024-08-03,Jardim e Área Externa,desktop,170,34,16,11
2024-08-03,Organização,mobile,259,60,30,22
2024-08-03,Organização,desktop,247,57,31,23
2024-08-03,Elétrica,mobile,225,58,31,11
2024-08-03,Elétrica,desktop,94,23,11,3
2024-08-03,Hidráulica,mobile,212,58,28,11
2024-08-03,Hidráulica,desktop,185,37,19,7
2024-08-03,Pintura e Acabamento,mobile,80,16,9,5
2024-08-03,Pintura e Acabamento,desktop,188,39,19,13
2024-08-03,Segurança,mobile,163,35,17,6
2024-08-03,Segurança,desktop,238,46,20,6
2024-08-04,Ferramentas,mobile,130,31,14,8
2024-08-04,Ferramentas,desktop,228,61,36,21
2024-08-04,Iluminação,mobile,284,72,39,26
2024-08-04,Iluminação,desktop,197,40,22,16
2024-08-04,Utilidades Domésticas,mobile,148,33,18,12
2024-08-04,Utilidades Domésticas,desktop,89,16,7,5
2024-08-04,Jardim e Área Externa,mobile,197,39,20,11
2024-08-04,Jardim e Área Externa,desktop,131,29,17,9
2024-08-04,Organização,mobile,213,47,25,16
2024-08-04,Organização,desktop,167,36,19,15
2024-08-04,Elétrica,mobile,258,51,29,12
2024-08-04,Elétrica,desktop,155,32,18,7
2024-08-04,Hidráulica,mobile,244,50,27,10
2024-08-04,Hidráulica,desktop,200,39,22,9
2024-08-04,Pintura e Acabamento,mobile,175,48,26,18
2024-08-04,Pintura e Acabamento,desktop,200,51,29,21
2024-08-04,Segurança,mobile,291,55,31,9
2024-08-04,Segurança,desktop,94,23,13,4
2024-08-05,Ferramentas,mobile,237,57,26,16
2024-08-05,Ferramentas,desktop,222,55,26,18
2024-08-05,Iluminação,mobile,96,19,8,5
2024-08-05,Iluminação,desktop,192,35,18,10
2024-08-05,Utilidades Domésticas,mobile,195,51,27,21
2024-08-05,Utilidades Domésticas,desktop,271,61,30,22
2024-08-05,Jardim e Área Externa,mobile,285,67,30,19
2024-08-05,Jardim e Área Externa,desktop,143,32,17,11
2024-08-05,Organização,mobile,83,17,9,7
2024-08-05,Organização,desktop,155,41,24,18
2024-08-05,Elétrica,mobile,161,28,12,5
2024-08-05,Elétrica,desktop,114,23,13,5
2024-08-05,Hidráulica,mobile,213,56,28,11
2024-08-05,Hidráulica,desktop,119,25,13,5
2024-08-05,Pintura e Acabamento,mobile,82,22,12,9
2024-08-05,Pintura e Acabamento,desktop,99,25,14,8
2024-08-05,Segurança,mobile,240,58,26,9
2024-08-05,Segurança,desktop,273,70,41,13
2024-08-06,Ferramentas,mobile,140,34,20,12
2024-08-06,Ferramentas,desktop,270,57,28,16
2024-08-06,Iluminação,mobile,182,39,23,17
2024-08-06,Iluminação,desktop,249,46,24,16
2024-08-06,Utilidades Domésticas,mobile,91,21,9,5
2024-08-06,Utilidades Domésticas,desktop,116,26,11,8
2024-08-06,Jardim e Área Externa,mobile,267,54,29,19
2024-08-06,Jardim e Área Externa,desktop,145,28,13,8
2024-08-06,Organização,mobile,114,27,16,12
2024-08-06,Organização,desktop,176,44,24,18
2024-08-06,Elétrica,mobile,263,68,38,15
2024-08-06,Elétrica,desktop,251,48,26,9
2024-08-06,Hidráulica,mobile,124,26,15,6
2024-08-06,Hidráulica,desktop,242,56,29,12
2024-08-06,Pintura e Acabamento,mobile,283,52,25,14
2024-08-06,Pintura e Acabamento,desktop,217,58,32,20
2024-08-06,Segurança,mobile,91,18,9,2
2024-08-06,Segurança,desktop,121,22,12,3
2024-08-07,Ferramentas,mobile,277,68,40,24
2024-08-07,Ferramentas,desktop,298,57,32,20
2024-08-07,Iluminação,mobile,198,51,26,20
2024-08-07,Iluminação,desktop,201,46,27,17
2024-08-07,Utilidades Domésticas,mobile,205,52,26,17
2024-08-07,Utilidades Domésticas,desktop,94,26,15,10
2024-08-07,Jardim e Área Externa,mobile,89,18,9,5
2024-08-07,Jardim e Área Externa,desktop,172,33,19,11
2024-08-07,Organização,mobile,154,35,18,14
2024-08-07,Organização,desktop,236,63,31,24
2024-08-07,Elétrica,mobile,225,62,28,12
2024-08-07,Elétrica,desktop,169,38,19,7
2024-08-07,Hidráulica,mobile,119,29,15,5
2024-08-07,Hidráulica,desktop,173,45,23,10
2024-08-07,Pintura e Acabamento,mobile,88,23,10,7
2024-08-07,Pintura e Acabamento,desktop,136,28,12,7
2024-08-07,Segurança,mobile,121,26,11,3
2024-08-07,Segurança,desktop,172,34,17,4
2024-08-08,Ferramentas,mobile,243,53,24,15
2024-08-08,Ferramentas,desktop,240,56,33,20
2024-08-08,Iluminação,mobile,143,28,14,8
2024-08-08,Iluminação,desktop,161,33,15,8
2024-08-08,Utilidades Domésticas,mobile,126,23,13,9
2024-08-08,Utilidades Domésticas,desktop,249,62,31,21
2024-08-08,Jardim e Área Externa,mobile,224,60,35,21
2024-08-08,Jardim e Área Externa,desktop,147,40,22,15
2024-08-08,Organização,mobile,187,44,25,15
2024-08-08,Organização,desktop,249,60,30,19
2024-08-08,Elétrica,mobile,224,45,24,10
2024-08-08,Elétrica,desktop,237,56,26,10
2024-08-08,Hidráulica,mobile,162,31,18,8
2024-08-08,Hidráulica,desktop,153,31,18,7
2024-08-08,Pintura e Acabamento,mobile,156,36,19,14
2024-08-08,Pintura e Acabamento,desktop,216,43,19,11
2024-08-08,Segurança,mobile,202,48,26,9
2024-08-08,Segurança,desktop,139,28,14,4
2024-08-09,Ferramentas,mobile,259,53,24,16
2024-08-09,Ferramentas,desktop,191,51,27,17
2024-08-09,Iluminação,mobile,230,49,22,14
2024-08-09,Iluminação,desktop,129,28,15,9
2024-08-09,Utilidades Domésticas,mobile,278,64,29,18
2024-08-09,Utilidades Domésticas,desktop,148,39,19,15
2024-08-09,Jardim e Área Externa,mobile,172,33,17,12
2024-08-09,Jardim e Área Externa,desktop,244,44,25,16
2024-08-09,Organização,mobile,184,38,21,14
2024-08-09,Organização,desktop,117,26,13,10
2024-08-09,Elétrica,mobile,168,39,21,6
2024-08-09,Elétrica,desktop,282,71,41,15
2024-08-09,Hidráulica,mobile,118,27,14,6
2024-08-09,Hidráulica,desktop,253,63,30,11
2024-08-09,Pintura e Acabamento,mobile,294,76,39,29
2024-08-09,Pintura e Acabamento,desktop,178,40,19,12
2024-08-09,Segurança,mobile,186,48,25,9
2024-08-09,Segurança,desktop,125,25,14,3
2024-08-10,Ferramentas,mobile,112,26,12,6
2024-08-10,Ferramentas,desktop,110,23,12,7
2024-08-10,Iluminação,mobile,257,59,32,24
2024-08-10,Iluminação,desktop,229,61,27,19
2024-08-10,Utilidades Domésticas,mobile,115,24,13,8
2024-08-10,Utilidades Domésticas,desktop,224,44,23,19
2024-08-10,Jardim e Área Externa,mobile,281,53,27,19
2024-08-10,Jardim e Área Externa,desktop,287,54,28,19
2024-08-10,Organização,mobile,129,36,17,13
2024-08-10,Organização,desktop,172,37,21,16
2024-08-10,Elétrica,mobile,170,33,18,7
2024-08-10,Elétrica,desktop,243,58,31,12
2024-08-10,Hidráulica,mobile,164,45,26,11
2024-08-10,Hidráulica,desktop,249,67,39,18
2024-08-10,Pintura e Acabamento,mobile,211,42,20,11
2024-08-10,Pintura e Acabamento,desktop,124,23,12,8
2024-08-10,Segurança,mobile,270,69,39,14
2024-08-10,Segurança,desktop,144,34,16,5
2024-08-11,Ferramentas,mobile,267,58,32,17
2024-08-11,Ferramentas,desktop,176,42,21,11
2024-08-11,Iluminação,mobile,293,57,29,20
2024-08-11,Iluminação,desktop,192,43,19,14
2024-08-11,Utilidades Domésticas,mobile,187,34,19,14
2024-08-11,Utilidades Domésticas,desktop,173,41,23,16
2024-08-11,Jardim e Área Externa,mobile,147,29,14,10
2024-08-11,Jardim e Área Externa,desktop,285,69,38,25
2024-08-11,Organização,mobile,230,53,26,19
2024-08-11,Organização,desktop,219,51,26,18
2024-08-11,Elétrica,mobile,90,24,12,4
2024-08-11,Elétrica,desktop,169,38,21,9
2024-08-11,Hidráulica,mobile,238,48,22,9
2024-08-11,Hidráulica,desktop,83,16,8,3
2024-08-11,Pintura e Acabamento,mobile,198,53,27,18
2024-08-11,Pintura e Acabamento,desktop,164,33,15,10
2024-08-11,Segurança,mobile,246,47,25,7
2024-08-11,Segurança,desktop,271,51,25,8
2024-08-12,Ferramentas,mobile,265,55,31,21
2024-08-12,Ferramentas,desktop,243,51,30,20
2024-08-12,Iluminação,mobile,210,43,20,15
2024-08-12,Iluminação,desktop,145,31,14,9
2024-08-12,Utilidades Domésticas,mobile,242,59,31,26
2024-08-12,Utilidades Domésticas,desktop,198,50,28,23
2024-08-12,Jardim e Área Externa,mobile,234,63,37,26
2024-08-12,Jardim e Área Externa,desktop,198,38,17,11
2024-08-12,Organização,mobile,207,48,22,15
2024-08-12,Organização,desktop,232,44,26,16
2024-08-12,Elétrica,mobile,140,32,16,7
2024-08-12,Elétrica,desktop,242,46,20,8
2024-08-12,Hidráulica,mobile,169,36,20,9
2024-08-12,Hidráulica,desktop,265,50,25,10
2024-08-12,Pintura e Acabamento,mobile,160,37,17,10
2024-08-12,Pintura e Acabamento,desktop,122,26,15,9
2024-08-12,Segurança,mobile,255,50,28,8
2024-08-12,Segurança,desktop,113,21,11,3
2024-08-13,Ferramentas,mobile,243,46,24,15
2024-08-13,Ferramentas,desktop,122,22,10,6
2024-08-13,Iluminação,mobile,205,40,23,15
2024-08-13,Iluminação,desktop,234,54,29,18
2024-08-13,Utilidades Domésticas,mobile,160,30,17,12
2024-08-13,Utilidades Domésticas,desktop,157,31,16,11
2024-08-13,Jardim e Área Externa,mobile,95,17,7,4
2024-08-13,Jardim e Área Externa,desktop,143,28,13,8
2024-08-13,Organização,mobile,157,40,19,14
2024-08-13,Organização,desktop,286,69,33,26
2024-08-13,Elétrica,mobile,143,27,12,4
2024-08-13,Elétrica,desktop,193,36,17,5
2024-08-13,Hidráulica,mobile,230,45,21,7
2024-08-13,Hidráulica,desktop,275,66,31,14
2024-08-13,Pintura e Acabamento,mobile,90,17,9,5
2024-08-13,Pintura e Acabamento,desktop,258,48,24,16
2024-08-13,Segurança,mobile,125,26,11,3
2024-08-13,Segurança,desktop,170,37,21,6
2024-08-14,Ferramentas,mobile,198,37,17,8
2024-08-14,Ferramentas,desktop,275,75,40,25
2024-08-14,Iluminação,mobile,290,62,36,24
2024-08-14,Iluminação,desktop,103,24,11,7
2024-08-14,Utilidades Domésticas,mobile,231,56,28,20
2024-08-14,Utilidades Domésticas,desktop,266,68,35,22
2024-08-14,Jardim e Área Externa,mobile,296,76,35,24
2024-08-14,Jardim e Área Externa,desktop,241,58,32,22
2024-08-14,Organização,mobile,137,36,16,11
2024-08-14,Organização,desktop,128,28,13,10
2024-08-14,Elétrica,mobile,224,56,25,9
2024-08-14,Elétrica,desktop,106,24,13,4
2024-08-14,Hidráulica,mobile,112,22,12,4
2024-08-14,Hidráulica,desktop,182,33,15,7
2024-08-14,Pintura e Acabamento,mobile,126,31,14,9
2024-08-14,Pintura e Acabamento,desktop,107,21,12,8
2024-08-14,Segurança,mobile,86,19,11,3
2024-08-14,Segurança,desktop,152,28,14,4
2024-08-15,Ferramentas,mobile,189,35,20,12
2024-08-15,Ferramentas,desktop,167,31,18,11
2024-08-15,Iluminação,mobile,85,16,7,4
2024-08-15,Iluminação,desktop,138,29,14,9
2024-08-15,Utilidades Domésticas,mobile,93,24,12,7
2024-08-15,Utilidades Domésticas,desktop,149,38,18,12
2024-08-15,Jardim e Área Externa,mobile,121,32,18,13
2024-08-15,Jardim e Área Externa,desktop,289,66,33,24
2024-08-15,Organização,mobile,298,59,32,19
2024-08-15,Organização,desktop,152,28,16,10
2024-08-15,Elétrica,mobile,237,63,34,12
2024-08-15,Elétrica,desktop,109,26,15,6
2024-08-15,Hidráulica,mobile,278,65,35,17
2024-08-15,Hidráulica,desktop,273,73,33,13
2024-08-15,Pintura e Acabamento,mobile,127,29,17,12
2024-08-15,Pintura e Acabamento,desktop,114,26,13,7
2024-08-15,Segurança,mobile,117,26,12,3
2024-08-15,Segurança,desktop,222,42,23,8
2024-08-16,Ferramentas,mobile,104,22,11,5
2024-08-16,Ferramentas,desktop,119,26,12,8
2024-08-16,Iluminação,mobile,105,28,15,10
2024-08-16,Iluminação,desktop,192,51,29,17
2024-08-16,Utilidades Domésticas,mobile,108,27,15,12
2024-08-16,Utilidades Domésticas,desktop,273,61,29,21
2024-08-16,Jardim e Área Externa,mobile,87,16,8,5
2024-08-16,Jardim e Área Externa,desktop,104,22,10,6
2024-08-16,Organização,mobile,80,22,10,7
2024-08-16,Organização,desktop,191,38,22,17
2024-08-16,Elétrica,mobile,88,16,8,3
2024-08-16,Elétrica,desktop,159,31,16,5
2024-08-16,Hidráulica,mobile,103,23,11,4
2024-08-16,Hidráulica,desktop,235,63,34,15
2024-08-16,Pintura e Acabamento,mobile,196,36,18,13
2024-08-16,Pintura e Acabamento,desktop,268,69,33,22
2024-08-16,Segurança,mobile,245,44,25,7
2024-08-16,Segurança,desktop,138,31,15,5
2024-08-17,Ferramentas,mobile,89,24,13,9
2024-08-17,Ferramentas,desktop,210,48,24,15
2024-08-17,Iluminação,mobile,286,66,35,23
2024-08-17,Iluminação,desktop,196,40,21,14
2024-08-17,Utilidades Domésticas,mobile,224,45,22,19
2024-08-17,Utilidades Domésticas,desktop,285,60,30,26
2024-08-17,Jardim e Área Externa,mobile,152,39,20,11
2024-08-17,Jardim e Área Externa,desktop,262,52,26,19
2024-08-17,Organização,mobile,110,20,11,7
2024-08-17,Organização,desktop,288,53,31,21
2024-08-17,Elétrica,mobile,93,25,12,4
2024-08-17,Elétrica,desktop,83,22,10,3
2024-08-17,Hidráulica,mobile,265,49,22,9
2024-08-17,Hidráulica,desktop,196,39,18,6
2024-08-17,Pintura e Acabamento,mobile,161,44,21,13
2024-08-17,Pintura e Acabamento,desktop,147,33,15,9
2024-08-17,Segurança,mobile,145,32,15,5
2024-08-17,Segurança,desktop,90,21,9,2
2024-08-18,Ferramentas,mobile,296,72,42,26
2024-08-18,Ferramentas,desktop,280,75,33,19
2024-08-18,Iluminação,mobile,146,30,14,8
