item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto,valor_total_item
7138,3973,78,4,432.45,0.0,1729.8
7139,3973,22,2,197.08,0.0,394.16
7140,3974,103,3,1331.77,0.0,3995.31
7141,3974,3,2,1856.86,0.0,3713.72
7142,3975,20,2,423.38,0.0,846.76
7143,3975,36,3,1984.36,0.0,5953.08
7144,3976,138,4,306.8,0.0,1227.2
7145,3977,13,4,1159.37,0.0,4637.48
7146,3977,108,2,1592.91,0.1,3185.7200000000003
7147,3977,149,1,1431.38,0.0,1431.38
7148,3978,7,3,1060.41,0.0,3181.2300000000005
7149,3979,130,2,572.85,0.0,1145.7
7150,3980,139,1,651.71,0.12,651.59
7151,3980,143,1,2303.51,0.12,2303.3900000000003
7152,3980,66,2,1449.0,0.0,2898.0
7153,3981,11,3,250.01,0.0,750.03
7154,3982,29,3,1258.09,0.0,3774.2699999999995
7155,3983,28,2,2193.39,0.0,4386.78
7156,3984,29,1,1258.09,0.0,1258.09
7157,3984,13,1,1159.37,0.0,1159.37
7158,3984,29,2,1258.09,0.0,2516.18
7159,3985,95,2,1001.55,0.03,2003.07
7160,3985,116,4,1464.62,0.11,5858.37
7161,3986,116,1,1464.62,0.0,1464.62
7162,3986,129,4,887.15,0.0,3548.6
7163,3987,96,3,1153.92,0.0,3461.76
7164,3988,9,1,1751.39,0.0,1751.39
7165,3988,72,2,636.67,0.0,1273.34
7166,3989,21,2,682.1,0.0,1364.2
7167,3989,33,1,917.75,0.0,917.75
7168,3989,118,1,2249.33,0.14,2249.19
7169,3990,139,1,651.71,0.0,651.71
7170,3990,108,4,1592.91,0.1,6371.54
7171,3991,126,1,681.68,0.0,681.68
7172,3991,40,3,1882.18,0.12,5646.42
7173,3992,4,1,1066.37,0.02,1066.35
7174,3992,62,4,1585.14,0.0,6340.56
7175,3993,84,3,755.84,0.1,2267.42
7176,3994,110,3,248.9,0.0,746.7
7177,3994,60,3,858.45,0.0,2575.3500000000004
7178,3994,118,2,2249.33,0.0,4498.66
7179,3995,128,2,571.64,0.14,1143.1399999999999
7180,3996,44,1,1279.05,0.14,1278.9099999999999
7181,3996,84,3,755.84,0.0,2267.52
7182,3997,67,4,2022.59,0.02,8090.339999999999
7183,3997,52,2,2043.74,0.0,4087.48
7184,3998,31,1,1867.57,0.0,1867.57
7185,3998,1,4,296.1,0.0,1184.4
7186,3999,30,3,1157.95,0.0,3473.8500000000004
7187,4000,125,4,2009.54,0.0,8038.16
7188,4000,40,4,1882.18,0.0,7528.72
7189,4001,69,3,1178.22,0.0,3534.66
7190,4001,144,2,2123.08,0.0,4246.16
7191,4001,60,1,858.45,0.0,858.45
7192,4002,130,2,572.85,0.0,1145.7
7193,4002,19,4,709.37,0.0,2837.48
7194,4003,132,4,890.84,0.0,3563.36
7195,4003,82,3,1069.06,0.12,3207.06
7196,4003,6,4,513.12,0.0,2052.48
7197,4004,114,3,43.98,0.0,131.94
7198,4004,53,3,1919.27,0.03,5757.78
7199,4005,141,2,1804.19,0.0,3608.38
7200,4006,97,3,43.1,0.0,129.3
7201,4006,119,4,1673.99,0.0,6695.96
7202,4006,127,3,968.7,0.0,2906.1000000000004
7203,4007,60,2,858.45,0.0,1716.9
7204,4007,1,1,296.1,0.05,296.05
7205,4007,82,3,1069.06,0.11,3207.0699999999997
7206,4008,132,1,890.84,0.0,890.84
7207,4008,64,1,710.62,0.0,710.62
7208,4009,113,3,1115.75,0.0,3347.25
7209,4009,33,3,917.75,0.0,2753.25
7210,4010,114,1,43.98,0.0,43.98
7211,4010,22,4,197.08,0.08,788.24
7212,4011,42,1,28.05,0.14,27.91
7213,4011,74,4,639.52,0.0,2558.08
7214,4011,25,3,1401.24,0.0,4203.72
7215,4012,135,2,1459.86,0.0,2919.72
7216,4013,124,2,2312.73,0.02,4625.44
7217,4013,95,3,1001.55,0.0,3004.6499999999996
7218,4013,105,2,675.88,0.0,1351.76
7219,4014,82,2,1069.06,0.0,2138.12
7220,4014,51,4,2368.43,0.0,9473.72
7221,4015,83,4,1661.44,0.14,6645.62
7222,4016,143,1,2303.51,0.0,2303.51
7223,4016,90,3,1021.36,0.07,3064.0099999999998
7224,4017,147,2,495.76,0.02,991.5
7225,4017,83,1,1661.44,0.09,1661.3500000000001
7226,4018,31,3,1867.57,0.0,5602.71
7227,4018,122,4,2164.22,0.12,8656.759999999998
7228,4019,117,4,123.74,0.0,494.96
7229,4019,82,1,1069.06,0.0,1069.06
7230,4020,44,4,1279.05,0.06,5116.139999999999
7231,4020,110,1,248.9,0.0,248.9
7232,4021,40,4,1882.18,0.0,7528.72
7233,4022,36,2,1984.36,0.15,3968.5699999999997
7234,4022,73,4,367.65,0.0,1470.6
7235,4023,27,1,1014.89,0.0,1014.89
7236,4023,131,1,834.09,0.06,834.0300000000001
7237,4024,101,2,726.77,0.02,1453.52
7238,4025,93,1,1316.5,0.09,1316.41
7239,4025,134,2,306.05,0.06,612.0400000000001
7240,4026,92,4,223.32,0.0,893.28
7241,4027,87,2,2300.08,0.1,4600.0599999999995
7242,4027,128,4,571.64,0.0,2286.56
7243,4028,24,2,689.47,0.0,1378.94
7244,4029,72,1,636.67,0.0,636.67
7245,4030,58,3,1631.7,0.0,4895.1
7246,4030,83,3,1661.44,0.0,4984.32
7247,4030,7,1,1060.41,0.1,1060.3100000000002
7248,4031,87,2,2300.08,0.0,4600.16
7249,4031,123,2,2205.91,0.0,4411.82
7250,4032,140,3,1309.4,0.0,3928.2000000000003
7251,4032,38,2,1332.2,0.02,2664.38
7252,4033,72,3,636.67,0.0,1910.0099999999998
7253,4034,83,2,1661.44,0.05,3322.83
7254,4034,105,4,675.88,0.0,2703.52
7255,4035,139,2,651.71,0.0,1303.42
7256,4036,63,2,2151.9,0.0,4303.8
7257,4036,30,2,1157.95,0.07,2315.83
7258,4036,131,2,834.09,0.0,1668.18
7259,4037,42,2,28.05,0.0,56.1
7260,4038,82,3,1069.06,0.06,3207.12
7261,4038,15,1,1553.93,0.0,1553.93
7262,4039,41,2,296.65,0.14,593.16
7263,4040,66,2,1449.0,0.0,2898.0
7264,4040,139,2,651.71,0.11,1303.3100000000002
7265,4041,98,2,2490.32,0.0,4980.64
7266,4041,125,1,2009.54,0.0,2009.54
7267,4041,128,3,571.64,0.14,1714.78
7268,4042,4,4,1066.37,0.0,4265.48
7269,4043,122,4,2164.22,0.0,8656.88
7270,4044,128,4,571.64,0.0,2286.56
7271,4044,34,4,1283.63,0.11,5134.410000000001
7272,4045,77,2,2423.11,0.06,4846.16
7273,4045,12,4,1517.24,0.0,6068.96
7274,4046,118,3,2249.33,0.0,6747.99
7275,4046,70,2,1640.57,0.0,3281.14
7276,4047,31,3,1867.57,0.06,5602.65
7277,4048,13,2,1159.37,0.05,2318.6899999999996
7278,4049,115,3,2261.74,0.09,6785.129999999999
7279,4050,86,4,161.77,0.0,647.08
7280,4050,47,4,1357.66,0.13,5430.51
7281,4051,87,1,2300.08,0.0,2300.08
7282,4052,130,1,572.85,0.0,572.85
7283,4053,147,1,495.76,0.12,495.64
7284,4053,60,1,858.45,0.0,858.45
7285,4054,79,3,2164.33,0.0,6492.99
7286,4054,38,1,1332.2,0.0,1332.2
7287,4055,89,4,189.93,0.0,759.72
7288,4055,3,3,1856.86,0.0,5570.58
7289,4056,20,3,423.38,0.0,1270.1399999999999
7290,4057,146,4,1017.95,0.0,4071.8
7291,4058,107,3,542.36,0.0,1627.08
7292,4059,111,3,129.34,0.0,388.02
7293,4059,90,3,1021.36,0.0,3064.08
7294,4060,14,2,215.42,0.0,430.84
7295,4061,143,2,2303.51,0.0,4607.02
7296,4061,148,4,1699.75,0.13,6798.87
7297,4061,59,4,1139.69,0.01,4558.75
7298,4062,129,4,887.15,0.0,3548.6
7299,4062,150,2,773.61,0.0,1547.22
7300,4063,129,1,887.15,0.09,887.06
7301,4063,134,4,306.05,0.0,1224.2
7302,4064,132,1,890.84,0.0,890.84
7303,4064,6,2,513.12,0.0,1026.24
7304,4065,56,4,2323.71,0.0,9294.84
7305,4066,149,2,1431.38,0.01,2862.75
7306,4066,69,1,1178.22,0.0,1178.22
7307,4066,60,4,858.45,0.0,3433.8
7308,4067,3,3,1856.86,0.0,5570.58
7309,4067,61,1,1479.33,0.05,1479.28
7310,4068,138,3,306.8,0.0,920.4000000000001
7311,4069,72,1,636.67,0.0,636.67
7312,4070,88,4,2402.73,0.05,9610.87
7313,4070,138,2,306.8,0.0,613.6
7314,4071,113,4,1115.75,0.0,4463.0
7315,4071,147,4,495.76,0.09,1982.95
7316,4072,48,2,2297.86,0.0,4595.72
7317,4073,46,3,513.3,0.1,1539.8
7318,4073,106,4,1391.99,0.0,5567.96
7319,4074,114,3,43.98,0.0,131.94
7320,4074,63,2,2151.9,0.0,4303.8
7321,4075,136,4,288.84,0.0,1155.36
7322,4076,22,2,197.08,0.14,394.02000000000004
7323,4076,118,4,2249.33,0.12,8997.199999999999
7324,4077,35,3,2155.54,0.0,6466.62
7325,4078,55,4,2183.63,0.13,8734.390000000001
7326,4078,92,3,223.32,0.07,669.89
7327,4079,55,1,2183.63,0.0,2183.63
7328,4079,145,2,1277.66,0.0,2555.32
7329,4080,146,3,1017.95,0.07,3053.78
7330,4080,104,4,762.46,0.0,3049.84
7331,4080,105,2,675.88,0.0,1351.76
7332,4081,21,1,682.1,0.0,682.1
7333,4081,23,1,1828.23,0.0,1828.23
7334,4082,39,2,1707.1,0.11,3414.0899999999997
7335,4083,129,1,887.15,0.0,887.15
7336,4083,72,3,636.67,0.0,1910.0099999999998
7337,4084,50,3,613.84,0.0,1841.52
7338,4084,120,3,2212.65,0.0,6637.950000000001
7339,4084,131,3,834.09,0.0,2502.27
7340,4085,31,4,1867.57,0.01,7470.2699999999995
7341,4086,46,3,513.3,0.0,1539.8999999999999
7342,4087,28,3,2193.39,0.0,6580.17
7343,4088,101,2,726.77,0.07,1453.47
7344,4088,142,3,508.65,0.0,1525.9499999999998
7345,4088,114,4,43.98,0.14,175.78
7346,4089,136,4,288.84,0.0,1155.36
7347,4090,150,2,773.61,0.0,1547.22
7348,4090,29,3,1258.09,0.0,3774.2699999999995
7349,4091,103,4,1331.77,0.01,5327.07
7350,4091,142,2,508.65,0.09,1017.2099999999999
7351,4091,37,3,974.22,0.0,2922.66
7352,4092,106,3,1391.99,0.0,4175.97
7353,4092,28,2,2193.39,0.0,4386.78
7354,4093,82,4,1069.06,0.0,4276.24
7355,4093,21,4,682.1,0.07,2728.33
7356,4094,20,1,423.38,0.0,423.38
7357,4094,46,1,513.3,0.0,513.3
7358,4095,54,3,2368.18,0.0,7104.539999999999
7359,4095,148,1,1699.75,0.04,1699.71
7360,4095,67,1,2022.59,0.0,2022.59
7361,4096,76,1,145.46,0.08,145.38
7362,4096,31,2,1867.57,0.0,3735.14
7363,4097,79,2,2164.33,0.0,4328.66
7364,4097,121,2,1878.7,0.11,3757.29
7365,4098,115,4,2261.74,0.0,9046.96
7366,4098,93,4,1316.5,0.07,5265.93
7367,4098,13,3,1159.37,0.0,3478.1099999999997
7368,4099,125,4,2009.54,0.0,8038.16
7369,4099,48,3,2297.86,0.0,6893.58
7370,4100,51,2,2368.43,0.01,4736.849999999999
7371,4100,52,3,2043.74,0.0,6131.22
7372,4101,68,3,1654.28,0.0,4962.84
7373,4102,122,4,2164.22,0.0,8656.88
7374,4103,85,4,1844.63,0.08,7378.4400000000005
7375,4103,26,3,588.04,0.0,1764.12
7376,4103,84,4,755.84,0.03,3023.33
7377,4104,11,4,250.01,0.0,1000.04
7378,4105,117,3,123.74,0.07,371.15
7379,4105,6,2,513.12,0.0,1026.24
7380,4106,112,2,1600.04,0.0,3200.08
7381,4107,41,3,296.65,0.1,889.8499999999999
7382,4107,93,3,1316.5,0.0,3949.5
7383,4107,72,4,636.67,0.0,2546.68
7384,4108,129,1,887.15,0.09,887.06
7385,4108,39,4,1707.1,0.13,6828.2699999999995
7386,4109,88,3,2402.73,0.11,7208.080000000001
7387,4109,131,2,834.09,0.0,1668.18
7388,4110,59,4,1139.69,0.0,4558.76
7389,4110,94,1,1680.92,0.0,1680.92
7390,4110,82,1,1069.06,0.0,1069.06
7391,4111,13,1,1159.37,0.0,1159.37
7392,4112,71,1,1018.5,0.0,1018.5
7393,4112,76,1,145.46,0.12,145.34
7394,4113,137,1,1970.34,0.0,1970.34
7395,4113,24,2,689.47,0.0,1378.94
7396,4113,115,3,2261.74,0.0,6785.219999999999
7397,4114,110,1,248.9,0.0,248.9
7398,4114,118,3,2249.33,0.12,6747.87
7399,4115,93,3,1316.5,0.0,3949.5
7400,4115,63,1,2151.9,0.13,2151.77
7401,4116,141,2,1804.19,0.0,3608.38
7402,4116,144,3,2123.08,0.06,6369.179999999999
7403,4116,93,2,1316.5,0.07,2632.93
7404,4117,29,2,1258.09,0.0,2516.18
7405,4117,134,4,306.05,0.03,1224.17
7406,4118,136,3,288.84,0.0,866.52
7407,4118,128,3,571.64,0.04,1714.88
7408,4119,62,2,1585.14,0.0,3170.28
7409,4119,15,3,1553.93,0.0,4661.79
7410,4120,50,4,613.84,0.0,2455.36
7411,4120,75,2,2023.9,0.0,4047.8
7412,4121,35,2,2155.54,0.0,4311.08
7413,4122,124,2,2312.73,0.0,4625.46
7414,4122,43,3,673.2,0.04,2019.5600000000002
7415,4122,38,1,1332.2,0.0,1332.2
7416,4123,139,2,651.71,0.0,1303.42
7417,4124,147,1,495.76,0.0,495.76
7418,4125,16,2,496.88,0.02,993.74
7419,4125,99,2,1274.59,0.15,2549.0299999999997
7420,4126,89,1,189.93,0.0,189.93
7421,4127,18,3,2141.19,0.0,6423.57
7422,4127,134,4,306.05,0.0,1224.2
7423,4128,137,1,1970.34,0.09,1970.25
7424,4129,4,4,1066.37,0.0,4265.48
7425,4130,46,2,513.3,0.0,1026.6
7426,4131,35,1,2155.54,0.04,2155.5
7427,4132,109,3,642.78,0.0,1928.34
7428,4132,75,3,2023.9,0.0,6071.700000000001
7429,4133,98,4,2490.32,0.07,9961.210000000001
7430,4133,26,2,588.04,0.0,1176.08
7431,4134,107,4,542.36,0.01,2169.43
7432,4134,72,2,636.67,0.0,1273.34
7433,4134,18,4,2141.19,0.0,8564.76
7434,4135,63,1,2151.9,0.1,2151.8
7435,4136,36,4,1984.36,0.07,7937.37
7436,4137,144,3,2123.08,0.0,6369.24
7437,4137,144,4,2123.08,0.03,8492.289999999999
7438,4138,11,4,250.01,0.0,1000.04
7439,4139,65,1,348.13,0.0,348.13
7440,4139,106,2,1391.99,0.0,2783.98
7441,4139,15,2,1553.93,0.08,3107.78
7442,4140,104,1,762.46,0.0,762.46
7443,4140,103,4,1331.77,0.0,5327.08
7444,4141,25,4,1401.24,0.0,5604.96
7445,4141,100,2,2204.54,0.0,4409.08
7446,4141,46,2,513.3,0.0,1026.6
7447,4142,40,2,1882.18,0.0,3764.36
7448,4143,37,3,974.22,0.0,2922.66
7449,4143,137,2,1970.34,0.0,3940.68
7450,4143,47,1,1357.66,0.05,1357.6100000000001
7451,4144,63,1,2151.9,0.0,2151.9
7452,4144,2,1,573.56,0.1,573.4599999999999
7453,4145,126,4,681.68,0.11,2726.6099999999997
7454,4145,78,3,432.45,0.0,1297.35
7455,4146,26,1,588.04,0.11,587.93
7456,4147,130,1,572.85,0.0,572.85
7457,4147,39,4,1707.1,0.0,6828.4
7458,4148,115,1,2261.74,0.14,2261.6
7459,4148,103,1,1331.77,0.0,1331.77
7460,4149,64,4,710.62,0.0,2842.48
7461,4149,143,1,2303.51,0.0,2303.51
7462,4150,121,2,1878.7,0.0,3757.4
7463,4151,129,1,887.15,0.0,887.15
7464,4152,49,4,68.3,0.0,273.2
7465,4153,134,2,306.05,0.0,612.1
7466,4153,137,2,1970.34,0.0,3940.68
7467,4153,1,2,296.1,0.0,592.2
7468,4154,43,4,673.2,0.0,2692.8
7469,4154,42,3,28.05,0.0,84.15
7470,4155,130,2,572.85,0.0,1145.7
7471,4155,47,2,1357.66,0.0,2715.32
7472,4156,21,1,682.1,0.0,682.1
7473,4156,143,4,2303.51,0.09,9213.95
7474,4157,101,2,726.77,0.0,1453.54
7475,4157,110,1,248.9,0.0,248.9
7476,4157,16,2,496.88,0.0,993.76
7477,4158,8,4,2027.39,0.0,8109.56
7478,4159,113,1,1115.75,0.0,1115.75
7479,4159,104,4,762.46,0.0,3049.84
7480,4160,35,4,2155.54,0.0,8622.16
7481,4160,86,1,161.77,0.0,161.77
7482,4160,13,3,1159.37,0.0,3478.1099999999997
7483,4161,17,4,585.19,0.0,2340.76
7484,4162,123,4,2205.91,0.0,8823.64
7485,4163,8,4,2027.39,0.13,8109.43
7486,4163,130,4,572.85,0.0,2291.4
7487,4163,50,3,613.84,0.1,1841.42
7488,4164,135,1,1459.86,0.0,1459.86
7489,4164,146,4,1017.95,0.0,4071.8
7490,4165,68,2,1654.28,0.12,3308.44
7491,4166,47,2,1357.66,0.0,2715.32
7492,4167,114,4,43.98,0.0,175.92
7493,4167,70,3,1640.57,0.03,4921.68
7494,4168,109,1,642.78,0.04,642.74
7495,4168,13,1,1159.37,0.05,1159.32
7496,4168,67,1,2022.59,0.0,2022.59
7497,4169,84,4,755.84,0.0,3023.36
7498,4170,122,1,2164.22,0.0,2164.22
7499,4170,43,1,673.2,0.0,673.2
7500,4171,127,1,968.7,0.0,968.7
7501,4172,130,1,572.85,0.0,572.85
7502,4173,9,3,1751.39,0.0,5254.17
7503,4173,47,4,1357.66,0.0,5430.64
7504,4173,77,3,2423.11,0.05,7269.28
7505,4174,94,4,1680.92,0.14,6723.54
7506,4175,107,3,542.36,0.0,1627.08
7507,4175,55,1,2183.63,0.0,2183.63
7508,4176,57,2,518.85,0.12,1037.5800000000002
7509,4176,62,2,1585.14,0.0,3170.28
7510,4177,83,4,1661.44,0.0,6645.76
7511,4177,97,1,43.1,0.13,42.97
7512,4178,95,2,1001.55,0.0,2003.1
7513,4179,84,1,755.84,0.0,755.84
7514,4180,53,3,1919.27,0.15,5757.66
7515,4180,125,3,2009.54,0.0,6028.62
7516,4181,144,1,2123.08,0.01,2123.0699999999997
7517,4182,141,3,1804.19,0.09,5412.48
7518,4183,141,2,1804.19,0.0,3608.38
7519,4183,80,4,959.85,0.0,3839.4
7520,4184,86,1,161.77,0.0,161.77
7521,4184,120,3,2212.65,0.0,6637.950000000001
7522,4185,134,2,306.05,0.0,612.1
7523,4185,129,3,887.15,0.06,2661.39
7524,4186,123,3,2205.91,0.04,6617.69
7525,4187,100,1,2204.54,0.0,2204.54
7526,4187,35,3,2155.54,0.1,6466.5199999999995
7527,4188,27,3,1014.89,0.0,3044.67
7528,4188,65,3,348.13,0.07,1044.32
7529,4189,18,3,2141.19,0.07,6423.5
7530,4189,148,4,1699.75,0.12,6798.88
7531,4190,89,2,189.93,0.0,379.86
7532,4190,61,4,1479.33,0.12,5917.2
7533,4191,14,4,215.42,0.0,861.68
7534,4191,55,2,2183.63,0.0,4367.26
7535,4192,22,3,197.08,0.04,591.2
7536,4192,45,1,760.14,0.0,760.14
7537,4193,33,2,917.75,0.0,1835.5
7538,4193,140,4,1309.4,0.0,5237.6
7539,4194,139,4,651.71,0.0,2606.84
7540,4195,99,1,1274.59,0.0,1274.59
7541,4196,13,3,1159.37,0.0,3478.1099999999997
7542,4196,44,1,1279.05,0.0,1279.05
7543,4197,64,3,710.62,0.0,2131.86
7544,4197,68,1,1654.28,0.0,1654.28
7545,4197,79,4,2164.33,0.0,8657.32
7546,4198,84,2,755.84,0.07,1511.6100000000001
7547,4198,139,3,651.71,0.01,1955.1200000000001
7548,4199,132,2,890.84,0.02,1781.66
7549,4199,69,2,1178.22,0.0,2356.44
7550,4200,85,3,1844.63,0.0,5533.89
7551,4201,35,3,2155.54,0.0,6466.62
7552,4202,84,1,755.84,0.0,755.84
7553,4202,29,3,1258.09,0.04,3774.2299999999996
7554,4203,34,4,1283.63,0.0,5134.52
7555,4204,134,4,306.05,0.0,1224.2
7556,4205,80,2,959.85,0.12,1919.5800000000002
7557,4206,76,3,145.46,0.0,436.38
7558,4206,44,2,1279.05,0.0,2558.1
7559,4207,119,4,1673.99,0.01,6695.95
7560,4207,150,3,773.61,0.0,2320.83
7561,4207,59,2,1139.69,0.0,2279.38
7562,4208,127,4,968.7,0.15,3874.65
7563,4209,150,2,773.61,0.0,1547.22
7564,4210,35,4,2155.54,0.0,8622.16
7565,4210,54,2,2368.18,0.0,4736.36
7566,4211,74,3,639.52,0.0,1918.56
7567,4211,71,1,1018.5,0.0,1018.5
7568,4212,122,4,2164.22,0.0,8656.88
7569,4213,28,3,2193.39,0.0,6580.17
7570,4214,127,4,968.7,0.0,3874.8
7571,4215,15,1,1553.93,0.0,1553.93
7572,4215,82,3,1069.06,0.12,3207.06
7573,4216,99,4,1274.59,0.0,5098.36
7574,4216,36,3,1984.36,0.0,5953.08
7575,4217,118,3,2249.33,0.0,6747.99
7576,4217,55,4,2183.63,0.04,8734.48
7577,4218,53,3,1919.27,0.0,5757.8099999999995
7578,4219,88,4,2402.73,0.0,9610.92
7579,4220,119,1,1673.99,0.0,1673.99
7580,4221,11,2,250.01,0.0,500.02
7581,4221,29,1,1258.09,0.0,1258.09
7582,4222,58,3,1631.7,0.0,4895.1
7583,4222,142,4,508.65,0.15,2034.4499999999998
7584,4223,144,3,2123.08,0.0,6369.24
7585,4223,16,3,496.88,0.0,1490.6399999999999
7586,4223,136,1,288.84,0.0,288.84
7587,4224,61,3,1479.33,0.0,4437.99
7588,4224,124,2,2312.73,0.0,4625.46
7589,4225,93,3,1316.5,0.0,3949.5
7590,4225,62,1,1585.14,0.06,1585.0800000000002
7591,4226,80,4,959.85,0.0,3839.4
7592,4226,70,3,1640.57,0.0,4921.71
7593,4227,104,1,762.46,0.0,762.46
7594,4228,45,4,760.14,0.0,3040.56
7595,4229,62,4,1585.14,0.0,6340.56
7596,4230,79,2,2164.33,0.07,4328.59
7597,4230,19,4,709.37,0.0,2837.48
7598,4231,38,4,1332.2,0.0,5328.8
7599,4231,127,3,968.7,0.0,2906.1000000000004
7600,4231,135,2,1459.86,0.07,2919.6499999999996
7601,4232,146,4,1017.95,0.0,4071.8
7602,4232,110,3,248.9,0.06,746.6400000000001
7603,4232,90,2,1021.36,0.0,2042.72
7604,4233,10,4,553.98,0.03,2215.89
7605,4234,54,4,2368.18,0.0,9472.72
7606,4235,57,1,518.85,0.0,518.85
7607,4235,88,1,2402.73,0.05,2402.68
7608,4236,63,4,2151.9,0.14,8607.460000000001
7609,4236,33,1,917.75,0.0,917.75
7610,4237,132,4,890.84,0.15,3563.21
7611,4237,99,4,1274.59,0.0,5098.36
7612,4238,33,2,917.75,0.0,1835.5
7613,4238,51,1,2368.43,0.0,2368.43
7614,4239,80,3,959.85,0.0,2879.55
7615,4239,73,2,367.65,0.0,735.3
7616,4240,84,3,755.84,0.0,2267.52
7617,4240,66,4,1449.0,0.0,5796.0
7618,4240,75,4,2023.9,0.06,8095.54
7619,4241,22,1,197.08,0.15,196.93
7620,4241,7,4,1060.41,0.0,4241.64
7621,4241,36,4,1984.36,0.0,7937.44
7622,4242,146,2,1017.95,0.06,2035.8400000000001
7623,4242,63,4,2151.9,0.06,8607.54
7624,4243,106,3,1391.99,0.0,4175.97
7625,4243,62,1,1585.14,0.0,1585.14
7626,4244,26,1,588.04,0.12,587.92
7627,4245,28,3,2193.39,0.0,6580.17
7628,4246,52,1,2043.74,0.04,2043.7
7629,4246,14,3,215.42,0.06,646.2
7630,4246,8,2,2027.39,0.0,4054.78
7631,4247,148,4,1699.75,0.0,6799.0
7632,4248,71,3,1018.5,0.0,3055.5
7633,4249,23,1,1828.23,0.0,1828.23
7634,4249,110,2,248.9,0.0,497.8
7635,4250,53,2,1919.27,0.08,3838.46
7636,4250,45,3,760.14,0.0,2280.42
7637,4251,99,1,1274.59,0.0,1274.59
7638,4251,48,3,2297.86,0.08,6893.5
7639,4252,38,1,1332.2,0.0,1332.2
7640,4252,113,4,1115.75,0.0,4463.0
7641,4253,11,1,250.01,0.0,250.01
7642,4254,35,1,2155.54,0.04,2155.5
7643,4254,62,3,1585.14,0.0,4755.42
7644,4255,38,1,1332.2,0.0,1332.2
7645,4255,105,2,675.88,0.0,1351.76
7646,4255,4,1,1066.37,0.0,1066.37
7647,4256,7,3,1060.41,0.0,3181.2300000000005
7648,4256,30,1,1157.95,0.14,1157.81
7649,4257,144,2,2123.08,0.03,4246.13
7650,4258,8,2,2027.39,0.0,4054.78
7651,4259,3,4,1856.86,0.06,7427.379999999999
7652,4259,48,4,2297.86,0.0,9191.44
7653,4260,2,2,573.56,0.09,1147.03
7654,4260,102,2,1764.78,0.0,3529.56
7655,4261,97,3,43.1,0.0,129.3
7656,4262,51,2,2368.43,0.0,4736.86
7657,4262,86,3,161.77,0.0,485.31000000000006
7658,4263,43,2,673.2,0.0,1346.4
7659,4263,118,4,2249.33,0.0,8997.32
7660,4263,142,3,508.65,0.0,1525.9499999999998
7661,4264,84,1,755.84,0.06,755.7800000000001
7662,4264,7,4,1060.41,0.05,4241.59
7663,4265,142,1,508.65,0.0,508.65
7664,4265,144,3,2123.08,0.0,6369.24
7665,4265,58,3,1631.7,0.0,4895.1
7666,4266,121,2,1878.7,0.0,3757.4
7667,4266,137,2,1970.34,0.0,3940.68
7668,4267,78,3,432.45,0.0,1297.35
7669,4268,48,4,2297.86,0.0,9191.44
7670,4269,20,1,423.38,0.0,423.38
7671,4269,5,1,597.0,0.13,596.87
7672,4269,126,4,681.68,0.06,2726.66
7673,4270,38,1,1332.2,0.14,1332.06
7674,4270,82,2,1069.06,0.0,2138.12
7675,4271,69,3,1178.22,0.0,3534.66
7676,4271,134,4,306.05,0.0,1224.2
7677,4272,37,1,974.22,0.0,974.22
7678,4272,85,3,1844.63,0.0,5533.89
7679,4273,66,4,1449.0,0.13,5795.87
7680,4273,101,1,726.77,0.0,726.77
7681,4274,1,1,296.1,0.0,296.1
7682,4275,28,3,2193.39,0.04,6580.13
7683,4275,13,4,1159.37,0.0,4637.48
7684,4275,7,2,1060.41,0.07,2120.75
7685,4276,142,3,508.65,0.15,1525.7999999999997
7686,4277,144,1,2123.08,0.0,2123.08
7687,4277,13,1,1159.37,0.0,1159.37
7688,4277,133,1,2453.25,0.0,2453.25
7689,4278,105,3,675.88,0.0,2027.6399999999999
7690,4278,103,4,1331.77,0.0,5327.08
7691,4279,26,1,588.04,0.0,588.04
7692,4280,120,2,2212.65,0.0,4425.3
7693,4281,42,4,28.05,0.0,112.2
7694,4281,39,1,1707.1,0.0,1707.1
7695,4281,95,2,1001.55,0.0,2003.1
7696,4282,117,2,123.74,0.01,247.47
7697,4283,75,4,2023.9,0.0,8095.6
7698,4283,104,3,762.46,0.02,2287.36
7699,4284,138,2,306.8,0.15,613.45
7700,4284,147,2,495.76,0.0,991.52
7701,4284,19,1,709.37,0.15,709.22
7702,4285,44,2,1279.05,0.0,2558.1
7703,4286,125,4,2009.54,0.1,8038.0599999999995
7704,4287,83,2,1661.44,0.0,3322.88
7705,4288,4,3,1066.37,0.0,3199.1099999999997
7706,4288,18,3,2141.19,0.0,6423.57
7707,4288,33,4,917.75,0.15,3670.85
7708,4289,37,3,974.22,0.0,2922.66
7709,4289,8,1,2027.39,0.1,2027.2900000000002
7710,4289,31,1,1867.57,0.0,1867.57
7711,4290,125,2,2009.54,0.0,4019.08
7712,4290,138,1,306.8,0.0,306.8
7713,4291,101,1,726.77,0.13,726.64
7714,4291,31,1,1867.57,0.0,1867.57
7715,4291,136,3,288.84,0.0,866.52
7716,4292,109,4,642.78,0.0,2571.12
7717,4292,68,4,1654.28,0.0,6617.12
7718,4293,25,1,1401.24,0.0,1401.24
7719,4294,38,3,1332.2,0.0,3996.6000000000004
7720,4295,120,2,2212.65,0.0,4425.3
