pedido_id,cliente_id,loja_id,canal,data_pedido,status
7940,4644,7,Física,2023-06-07 22:30:00,Entregue
7941,1345,4,Online,2022-11-15 10:54:00,Entregue
7942,3698,3,App,2022-11-17 16:54:00,Entregue
7943,1998,6,Física,2023-12-01 21:31:00,Entregue
7944,9443,5,App,2022-12-18 22:41:00,Entregue
7945,2251,3,Física,2022-10-06 10:07:00,Entregue
7946,11733,1,Física,2022-09-04 05:45:00,Entregue
7947,7348,5,App,2022-09-04 02:57:00,Pendente
7948,8524,2,Física,2023-09-01 17:48:00,Entregue
7949,4410,1,Online,2022-01-24 06:30:00,Entregue
7950,4467,2,App,2023-11-05 06:45:00,Entregue
7951,673,7,Online,2022-07-18 07:52:00,Entregue
7952,6516,4,App,2023-05-23 23:58:00,Pendente
7953,5027,3,Física,2022-11-03 12:42:00,Entregue
7954,3738,6,Física,2022-09-01 12:55:00,Entregue
7955,11343,5,App,2022-09-11 19:47:00,Entregue
7956,60,5,Online,2023-06-26 18:55:00,Entregue
7957,10007,5,App,2023-11-14 05:49:00,Entregue
7958,11867,6,App,2023-11-15 03:28:00,Cancelado
7959,10960,3,Online,2023-02-22 09:39:00,Entregue
7960,1949,3,App,2023-06-07 21:13:00,Entregue
7961,8219,5,Física,2023-06-03 11:39:00,Entregue
7962,11962,7,Online,2023-11-01 08:24:00,Entregue
7963,9075,6,Online,2022-03-30 05:08:00,Entregue
7964,8300,2,App,2023-10-08 02:47:00,Pendente
7965,3384,6,Física,2022-11-28 01:31:00,Cancelado
7966,188,1,Online,2023-04-17 19:21:00,Entregue
7967,6141,6,Física,2022-03-06 12:25:00,Entregue
7968,4997,1,App,2022-06-25 04:01:00,Entregue
7969,348,2,Online,2022-03-10 03:14:00,Entregue
7970,2683,4,Online,2023-10-31 09:50:00,Pendente
7971,10782,4,Física,2023-11-19 03:08:00,Entregue
7972,5730,7,Online,2023-10-10 13:26:00,Cancelado
7973,8162,1,Online,2023-02-21 13:00:00,Entregue
7974,10041,1,Física,2022-03-15 06:19:00,Entregue
7975,4724,6,App,2022-06-21 09:26:00,Cancelado
7976,2903,1,Física,2022-08-23 12:18:00,Entregue
7977,45,7,App,2022-02-27 21:28:00,Entregue
7978,4168,7,Online,2022-04-16 04:29:00,Entregue
7979,7323,4,App,2023-05-27 12:46:00,Entregue
7980,10974,3,App,2023-11-27 02:29:00,Entregue
7981,10333,7,Física,2023-11-12 14:31:00,Entregue
7982,3556,6,App,2022-09-03 06:05:00,Pendente
7983,6600,6,Física,2022-12-28 12:51:00,Entregue
7984,7906,1,App,2022-03-02 13:56:00,Entregue
7985,1293,4,App,2023-12-03 07:50:00,Entregue
7986,2960,4,App,2023-08-01 16:33:00,Cancelado
7987,846,1,Física,2023-04-16 01:16:00,Entregue
7988,9212,2,Física,2022-12-24 13:12:00,Entregue
7989,3316,5,Física,2023-06-20 21:24:00,Cancelado
7990,6378,3,App,2023-12-11 07:52:00,Entregue
7991,1881,2,Física,2023-05-14 16:29:00,Pendente
7992,9676,1,App,2023-09-30 11:40:00,Entregue
7993,3072,5,Online,2022-04-22 15:40:00,Entregue
7994,11220,6,App,2023-03-21 07:33:00,Entregue
7995,3516,5,Online,2023-03-28 00:16:00,Entregue
7996,11658,3,Online,2022-02-10 19:39:00,Entregue
7997,9403,3,Online,2022-08-15 05:36:00,Entregue
7998,2069,4,App,2022-03-25 18:08:00,Cancelado
7999,10971,7,Online,2023-02-27 17:36:00,Entregue
8000,6069,4,Online,2023-05-24 18:25:00,Entregue
8001,11536,5,Física,2023-10-11 03:33:00,Pendente
8002,9666,5,App,2023-06-08 13:57:00,Cancelado
8003,7599,1,App,2022-07-22 13:27:00,Cancelado
8004,9577,5,Online,2022-11-09 23:49:00,Pendente
8005,5863,3,Física,2023-03-11 04:12:00,Entregue
8006,4461,1,App,2022-11-04 05:51:00,Cancelado
8007,6964,6,Online,2023-03-25 05:43:00,Pendente
8008,6115,6,App,2023-10-24 11:55:00,Entregue
8009,2050,1,Online,2022-10-19 15:45:00,Pendente
8010,7679,4,Online,2023-08-21 13:16:00,Entregue
8011,4862,4,App,2022-01-14 02:13:00,Entregue
8012,2262,4,Física,2023-03-04 05:38:00,Pendente
8013,11115,5,Online,2022-06-08 12:18:00,Entregue
8014,391,4,App,2022-01-05 23:19:00,Entregue
8015,9737,7,Online,2023-08-22 19:02:00,Entregue
8016,7626,1,App,2023-08-09 11:58:00,Pendente
8017,6522,5,App,2022-01-05 21:30:00,Entregue
8018,1278,1,Física,2022-03-19 21:21:00,Entregue
8019,2832,1,Física,2022-06-17 23:02:00,Entregue
8020,8067,6,Física,2023-09-26 02:04:00,Pendente
8021,8228,6,Física,2022-09-10 04:57:00,Entregue
8022,1295,5,Online,2023-06-13 10:39:00,Pendente
8023,2123,2,Online,2023-09-27 11:53:00,Pendente
8024,3222,6,App,2022-12-06 14:11:00,Entregue
8025,11277,4,App,2023-01-23 07:06:00,Cancelado
8026,4555,1,Física,2023-08-27 17:06:00,Entregue
8027,8215,3,Online,2022-10-24 12:24:00,Entregue
8028,2237,6,Online,2023-12-26 05:07:00,Entregue
8029,10483,1,App,2023-09-09 07:25:00,Entregue
8030,560,2,Online,2022-07-10 22:52:00,Entregue
8031,10704,3,Online,2023-02-04 00:40:00,Pendente
8032,8984,1,Física,2023-12-14 04:25:00,Pendente
8033,9838,1,Online,2022-07-16 15:26:00,Entregue
8034,10033,4,Online,2023-06-22 13:53:00,Entregue
8035,716,1,App,2022-11-21 02:59:00,Entregue
8036,67,5,Online,2022-05-03 19:56:00,Cancelado
8037,9491,1,App,2022-08-07 04:43:00,Entregue
8038,5900,3,Online,2022-09-01 08:16:00,Entregue
8039,5886,6,Online,2022-03-27 21:46:00,Entregue
8040,8928,3,App,2023-04-25 09:40:00,Entregue
8041,7032,3,Online,2023-11-30 16:33:00,Entregue
8042,1494,6,Física,2023-02-20 11:15:00,Entregue
8043,5910,5,App,2022-01-19 22:50:00,Entregue
8044,8161,1,Online,2022-03-24 19:07:00,Cancelado
8045,11922,7,App,2022-07-31 14:47:00,Entregue
8046,5666,7,Online,2023-08-31 04:05:00,Entregue
8047,1326,5,App,2023-07-03 21:32:00,Cancelado
8048,10192,2,Física,2022-11-04 05:40:00,Cancelado
8049,11774,7,Física,2022-08-31 09:52:00,Entregue
8050,2319,5,Online,2023-10-22 08:41:00,Entregue
8051,863,6,Online,2023-09-14 04:57:00,Entregue
8052,148,6,Online,2022-03-08 04:01:00,Entregue
8053,6163,6,App,2022-04-29 10:33:00,Entregue
8054,10977,2,Física,2023-10-07 21:05:00,Entregue
8055,9320,6,Física,2022-03-28 14:40:00,Cancelado
8056,561,4,Física,2023-01-25 04:53:00,Pendente
8057,452,2,Física,2022-03-02 15:35:00,Entregue
8058,7935,7,Física,2023-03-15 05:29:00,Entregue
8059,563,4,Física,2022-05-14 22:13:00,Cancelado
8060,7482,6,App,2023-06-26 14:51:00,Entregue
8061,5534,7,Física,2022-08-20 05:22:00,Entregue
8062,11656,6,Física,2022-01-25 03:10:00,Entregue
8063,6283,3,Física,2022-12-09 18:14:00,Entregue
8064,8711,7,App,2023-06-22 00:38:00,Cancelado
8065,4228,7,Física,2023-10-09 19:16:00,Entregue
8066,5002,2,Física,2022-09-21 08:06:00,Entregue
8067,5286,6,Online,2023-10-08 04:03:00,Entregue
8068,3583,1,Física,2022-09-23 05:56:00,Pendente
8069,8164,2,Física,2022-11-29 00:22:00,Pendente
8070,6503,1,App,2022-01-25 17:41:00,Entregue
8071,8509,2,Online,2022-09-16 02:40:00,Entregue
8072,427,2,Física,2022-03-04 07:33:00,Cancelado
8073,907,1,App,2022-08-15 14:59:00,Cancelado
8074,6004,1,App,2022-12-23 04:20:00,Entregue
8075,7301,1,App,2023-10-06 00:09:00,Cancelado
8076,904,4,Online,2023-12-24 05:45:00,Entregue
8077,7061,3,Online,2022-09-14 11:41:00,Pendente
8078,243,1,Online,2022-06-05 08:06:00,Entregue
8079,8525,7,App,2023-10-18 23:37:00,Entregue
8080,1267,7,App,2022-02-04 18:02:00,Cancelado
8081,7063,6,App,2023-04-19 04:53:00,Pendente
8082,9770,7,App,2022-04-10 20:33:00,Entregue
8083,4725,7,Online,2023-01-20 17:13:00,Entregue
8084,6760,4,Física,2023-04-28 10:36:00,Entregue
8085,7265,4,App,2022-01-27 20:20:00,Entregue
8086,11704,1,Física,2023-04-14 12:16:00,Cancelado
8087,7289,6,Física,2022-06-15 22:46:00,Pendente
8088,458,7,Online,2022-06-02 15:34:00,Cancelado
8089,8873,3,App,2022-05-21 14:03:00,Entregue
8090,121,5,Física,2023-09-08 17:53:00,Cancelado
8091,6554,6,Online,2022-06-19 10:09:00,Pendente
8092,8603,2,App,2022-02-23 18:03:00,Entregue
8093,1901,5,App,2023-10-19 01:36:00,Pendente
8094,3278,7,Física,2022-09-11 18:08:00,Pendente
8095,6979,1,Online,2022-01-07 18:17:00,Cancelado
8096,2313,3,Física,2022-10-13 23:25:00,Entregue
8097,6081,6,App,2022-09-17 05:25:00,Entregue
8098,8248,2,App,2022-12-04 14:02:00,Cancelado
8099,1677,1,Física,2023-12-23 17:12:00,Entregue
8100,4105,3,Online,2023-09-23 14:48:00,Entregue
8101,4197,6,Online,2022-12-11 19:57:00,Entregue
8102,2353,4,App,2023-11-21 11:21:00,Entregue
8103,10363,4,App,2023-08-20 14:05:00,Entregue
8104,4890,7,Online,2023-12-20 11:59:00,Entregue
8105,3751,3,Física,2022-12-24 19:50:00,Entregue
8106,317,6,Online,2022-02-11 14:15:00,Entregue
8107,6518,3,App,2023-08-04 08:13:00,Entregue
8108,741,1,Física,2022-03-06 01:18:00,Entregue
8109,9541,6,Física,2023-06-09 03:31:00,Entregue
8110,8637,5,Online,2023-03-27 16:32:00,Entregue
8111,6089,7,App,2023-12-16 04:15:00,Entregue
8112,3406,6,Online,2022-04-03 02:50:00,Entregue
8113,8865,2,App,2023-07-29 02:50:00,Entregue
8114,8872,7,Física,2023-02-02 03:37:00,Cancelado
8115,207,3,Física,2022-10-25 14:13:00,Entregue
8116,1389,7,Online,2022-01-09 02:18:00,Pendente
8117,11669,4,App,2023-02-11 02:03:00,Entregue
8118,10760,1,App,2023-09-02 00:41:00,Pendente
8119,8630,6,Online,2023-07-02 16:30:00,Cancelado
8120,9976,7,Online,2023-09-08 19:39:00,Pendente
8121,1964,7,App,2022-01-16 07:03:00,Pendente
8122,7904,7,App,2022-06-05 01:59:00,Entregue
8123,10289,2,App,2022-07-10 18:13:00,Entregue
8124,2836,7,Física,2023-10-30 18:48:00,Pendente
8125,6855,4,App,2022-06-07 07:48:00,Cancelado
8126,6080,1,App,2022-02-26 07:11:00,Entregue
8127,7793,3,Online,2023-09-29 11:10:00,Pendente
8128,6097,1,Física,2023-10-15 15:57:00,Cancelado
8129,1035,6,Física,2022-10-22 09:54:00,Entregue
8130,82,4,Online,2023-03-03 01:59:00,Pendente
8131,11258,5,App,2023-05-01 07:14:00,Cancelado
8132,11227,1,Online,2023-12-29 04:37:00,Entregue
8133,5651,3,App,2022-10-03 16:50:00,Entregue
8134,5832,3,Online,2022-02-10 05:19:00,Entregue
8135,11162,4,Online,2023-07-12 00:33:00,Entregue
8136,3305,1,Física,2023-06-17 04:40:00,Entregue
8137,10064,5,App,2022-12-08 05:08:00,Entregue
8138,7981,6,Online,2023-02-17 20:58:00,Cancelado
8139,9209,3,Física,2022-12-21 00:49:00,Cancelado
8140,1970,2,Online,2022-12-27 19:36:00,Pendente
8141,2166,5,Física,2022-07-08 13:34:00,Entregue
8142,1309,2,Online,2022-03-08 20:00:00,Cancelado
8143,9719,3,Física,2022-08-01 02:57:00,Cancelado
8144,8880,7,App,2022-01-03 06:37:00,Entregue
8145,9450,3,Física,2023-12-24 21:27:00,Pendente
8146,5617,7,Online,2023-08-20 09:22:00,Cancelado
8147,5854,4,App,2022-04-09 03:12:00,Cancelado
8148,3436,6,Física,2023-02-25 19:38:00,Entregue
8149,10379,5,Física,2023-10-30 19:11:00,Cancelado
8150,1629,1,App,2023-08-04 04:59:00,Pendente
8151,10513,7,Online,2022-10-26 21:14:00,Entregue
8152,1614,1,App,2023-11-09 15:57:00,Entregue
8153,4702,4,Online,2023-07-10 21:05:00,Cancelado
8154,2152,2,App,2023-05-08 17:37:00,Entregue
8155,9907,5,App,2022-03-26 22:31:00,Pendente
8156,1929,2,Online,2022-04-15 15:17:00,Entregue
8157,4741,4,App,2023-05-08 23:20:00,Entregue
8158,6931,6,Online,2023-02-07 20:37:00,Cancelado
8159,4157,2,Física,2023-03-06 00:52:00,Entregue
8160,1080,7,Online,2023-10-16 09:13:00,Pendente
8161,6632,7,Física,2023-05-11 06:26:00,Entregue
8162,8543,2,App,2022-04-21 08:16:00,Entregue
8163,442,6,Física,2022-11-21 19:10:00,Pendente
8164,1694,2,Online,2022-01-13 09:17:00,Entregue
8165,1344,6,Física,2022-01-26 08:30:00,Entregue
8166,1991,7,Física,2022-12-17 07:37:00,Entregue
8167,8229,5,Física,2023-10-18 17:50:00,Cancelado
8168,1083,5,App,2022-10-08 08:57:00,Cancelado
8169,444,1,Física,2022-03-01 05:05:00,Entregue
8170,1004,4,Online,2022-05-13 01:24:00,Cancelado
8171,9159,2,App,2023-01-17 04:07:00,Entregue
8172,1625,7,Online,2022-06-14 19:09:00,Cancelado
8173,6755,6,Física,2023-04-02 03:03:00,Pendente
8174,9675,1,App,2023-04-27 16:06:00,Entregue
8175,6847,6,Física,2022-01-16 07:00:00,Entregue
8176,10040,3,Física,2023-04-24 10:31:00,Entregue
8177,9066,2,App,2022-11-10 03:37:00,Entregue
8178,6301,3,App,2022-09-16 21:47:00,Entregue
8179,8347,6,Física,2022-03-09 02:51:00,Pendente
8180,6282,6,App,2023-03-18 10:04:00,Pendente
8181,3068,4,Física,2023-07-16 23:50:00,Pendente
8182,6297,3,App,2022-05-16 03:12:00,Entregue
8183,3761,1,Online,2022-04-20 00:25:00,Entregue
8184,1797,3,Física,2022-10-28 04:57:00,Cancelado
8185,7534,4,Online,2022-05-09 23:57:00,Entregue
8186,7663,3,Online,2022-12-25 01:05:00,Entregue
8187,5510,2,App,2023-09-13 14:02:00,Entregue
8188,11918,6,App,2023-12-04 12:12:00,Entregue
8189,7353,4,Online,2023-03-01 18:44:00,Pendente
8190,4917,1,Física,2023-06-18 15:50:00,Cancelado
8191,1264,1,Física,2023-07-27 14:24:00,Entregue
8192,2956,3,App,2023-09-14 21:29:00,Pendente
8193,891,5,Física,2022-04-13 23:45:00,Entregue
8194,7628,6,Online,2023-05-28 07:25:00,Cancelado
8195,9356,2,Física,2023-09-23 14:56:00,Entregue
8196,6198,3,Física,2023-10-04 15:05:00,Cancelado
8197,3024,1,App,2023-03-04 13:01:00,Pendente
8198,5116,3,App,2023-08-11 22:48:00,Entregue
8199,4596,2,App,2023-06-18 19:50:00,Cancelado
8200,8660,5,Física,2022-01-29 21:16:00,Entregue
8201,6480,1,App,2023-01-05 11:25:00,Cancelado
8202,8335,7,Física,2022-12-21 14:36:00,Entregue
8203,8718,6,App,2023-07-20 21:46:00,Cancelado
8204,4404,6,Online,2022-09-29 04:17:00,Cancelado
8205,2384,7,App,2022-05-21 17:57:00,Entregue
8206,10449,2,Física,2023-02-22 17:01:00,Cancelado
8207,10738,2,App,2022-03-23 01:15:00,Cancelado
8208,5660,3,Online,2022-12-26 11:23:00,Entregue
8209,11058,2,App,2023-08-08 12:06:00,Entregue
8210,10747,2,Física,2022-12-22 00:41:00,Pendente
8211,11806,5,App,2023-05-20 21:33:00,Entregue
8212,11614,1,App,2023-09-11 10:42:00,Cancelado
8213,1904,7,Física,2023-11-28 22:22:00,Pendente
8214,5397,2,Física,2023-06-09 13:01:00,Entregue
8215,822,4,Online,2022-01-21 17:58:00,Cancelado
8216,1764,4,App,2022-06-21 07:53:00,Entregue
8217,10594,5,App,2022-05-16 18:32:00,Cancelado
8218,5583,4,Física,2023-05-16 18:03:00,Entregue
8219,8345,5,Física,2022-06-27 15:55:00,Cancelado
8220,3762,1,App,2022-03-04 00:46:00,Entregue
8221,9815,6,App,2023-07-16 10:29:00,Entregue
8222,5333,7,Online,2022-02-27 03:59:00,Entregue
8223,8661,5,Online,2022-08-19 20:05:00,Entregue
8224,4042,1,Online,2023-02-21 06:55:00,Cancelado
8225,587,6,Online,2022-09-23 12:29:00,Entregue
8226,7227,2,Online,2022-06-02 20:13:00,Entregue
8227,8763,2,App,2023-12-12 00:44:00,Cancelado
8228,4010,5,Física,2023-10-03 16:00:00,Entregue
8229,3158,4,Online,2022-10-17 18:39:00,Cancelado
8230,683,3,App,2023-12-24 11:08:00,Entregue
8231,8833,1,Online,2022-12-15 06:43:00,Entregue
8232,904,2,Online,2022-05-05 01:36:00,Entregue
8233,5266,6,App,2022-11-06 00:44:00,Cancelado
8234,6309,5,Online,2022-04-03 12:47:00,Entregue
8235,4886,6,Física,2023-07-01 23:38:00,Cancelado
8236,3051,3,Física,2022-04-22 06:01:00,Entregue
8237,9547,7,Online,2023-04-01 22:00:00,Entregue
8238,1156,2,Online,2022-07-09 21:41:00,Entregue
8239,1687,3,Física,2023-08-25 16:19:00,Entregue
8240,2733,6,App,2023-05-12 05:17:00,Pendente
8241,5081,2,App,2023-11-12 11:41:00,Entregue
8242,3383,6,Online,2022-07-22 15:12:00,Entregue
8243,1012,4,App,2023-07-01 02:31:00,Entregue
8244,1903,7,App,2022-04-18 14:07:00,Entregue
8245,7176,5,Física,2023-01-09 15:26:00,Entregue
8246,9659,2,Física,2022-07-21 08:04:00,Entregue
8247,3327,6,Física,2023-06-13 18:52:00,Entregue
8248,8255,2,Física,2023-04-05 02:46:00,Cancelado
8249,9377,4,App,2022-06-15 02:15:00,Entregue
8250,4921,5,App,2023-01-17 18:21:00,Entregue
8251,1956,1,Física,2023-10-09 10:34:00,Entregue
8252,7001,4,Online,2023-06-12 13:47:00,Entregue
8253,11272,7,Física,2022-05-02 20:24:00,Entregue
8254,739,3,Online,2023-08-23 01:41:00,Entregue
8255,9562,4,Física,2022-01-23 00:06:00,Pendente
8256,7043,5,Online,2023-12-02 11:53:00,Entregue
8257,2187,7,Física,2023-09-19 03:02:00,Entregue
8258,5048,4,Online,2023-05-14 16:04:00,Pendente
8259,2718,2,Online,2023-03-15 21:44:00,Entregue
8260,6343,2,App,2022-02-27 18:52:00,Entregue
8261,10736,2,App,2023-03-08 07:50:00,Pendente
8262,5608,7,App,2023-02-17 17:52:00,Entregue
8263,5439,1,Física,2023-06-04 02:07:00,Entregue
8264,8039,4,Física,2022-11-02 08:05:00,Cancelado
8265,2270,7,App,2023-12-19 11:27:00,Pendente
8266,8268,1,Física,2022-06-21 18:37:00,Entregue
8267,5310,6,App,2022-04-17 19:51:00,Entregue
8268,9321,7,Física,2022-12-28 06:46:00,Cancelado
8269,9129,2,App,2022-02-11 16:16:00,Entregue
8270,8121,3,Física,2023-12-10 19:31:00,Entregue
8271,2697,6,App,2023-05-05 09:01:00,Entregue
8272,6963,7,Online,2023-03-05 14:19:00,Cancelado
8273,7937,7,Online,2023-12-17 20:42:00,Entregue
8274,355,1,App,2022-06-27 23:57:00,Pendente
8275,7535,3,Física,2022-02-24 12:46:00,Cancelado
8276,5805,2,Física,2022-10-22 03:47:00,Entregue
8277,9987,2,App,2023-06-25 04:59:00,Entregue
8278,7546,6,Física,2023-03-02 00:29:00,Entregue
8279,5654,5,Física,2022-01-04 15:38:00,Entregue
8280,6043,1,Online,2022-07-18 08:49:00,Entregue
8281,9250,6,App,2022-08-19 03:56:00,Entregue
8282,7618,3,App,2023-09-29 21:48:00,Entregue
8283,4299,5,Física,2023-07-13 23:59:00,Entregue
8284,7756,7,App,2023-08-23 07:59:00,Entregue
8285,10897,5,Online,2023-01-03 16:10:00,Cancelado
8286,9272,7,Física,2023-06-27 19:54:00,Entregue
8287,5182,2,Online,2023-06-19 17:20:00,Pendente
8288,668,3,Física,2023-06-23 02:22:00,Entregue
8289,10021,3,Online,2022-04-20 07:18:00,Entregue
8290,1532,4,Física,2022-06-06 05:46:00,Entregue
8291,4271,4,Online,2022-04-17 18:32:00,Entregue
8292,9909,3,App,2023-01-09 21:51:00,Entregue
8293,7242,4,App,2022-02-23 22:58:00,Cancelado
8294,6789,2,Física,2022-09-18 00:14:00,Cancelado
8295,8750,5,Física,2023-11-01 05:05:00,Cancelado
8296,1073,3,Online,2023-01-15 12:19:00,Pendente
8297,5914,7,App,2023-11-25 05:24:00,Cancelado
8298,2928,5,Física,2023-04-10 03:37:00,Entregue
8299,5746,7,App,2022-08-01 00:09:00,Pendente
8300,10105,2,Física,2022-04-22 22:54:00,Entregue
8301,8211,3,Física,2022-08-05 19:34:00,Cancelado
8302,1561,2,Física,2022-08-25 05:13:00,Entregue
8303,6764,5,App,2023-06-05 15:43:00,Entregue
8304,8842,6,App,2023-08-07 14:07:00,Cancelado
8305,7435,5,App,2023-12-06 17:31:00,Entregue
8306,6775,6,App,2023-11-13 22:58:00,Entregue
8307,9275,2,App,2023-03-01 19:41:00,Entregue
8308,7691,3,Online,2023-03-25 23:22:00,Pendente
8309,2795,7,Online,2023-04-02 10:44:00,Entregue
8310,11017,5,App,2023-12-17 03:58:00,Pendente
8311,8627,3,Física,2023-03-22 01:21:00,Entregue
8312,836,5,Física,2023-01-09 19:15:00,Entregue
8313,10368,1,Online,2023-03-05 11:17:00,Entregue
8314,4356,4,Física,2022-01-26 11:36:00,Entregue
8315,2347,3,Online,2023-09-25 21:27:00,Entregue
8316,2578,5,Online,2022-03-13 18:42:00,Entregue
8317,11200,7,Online,2023-06-18 16:28:00,Entregue
8318,9270,7,Física,2022-08-30 18:40:00,Pendente
8319,835,3,Online,2022-08-04 19:43:00,Pendente
8320,9702,7,Online,2022-12-07 04:41:00,Pendente
8321,3,3,Física,2022-03-10 06:36:00,Pendente
8322,11969,7,Online,2023-03-29 12:27:00,Entregue
8323,5213,3,App,2022-03-04 05:10:00,Entregue
8324,4386,7,Online,2022-09-21 16:20:00,Entregue
8325,805,4,Online,2022-02-17 07:06:00,Entregue
8326,7526,4,App,2022-08-23 13:16:00,Entregue
8327,11647,7,Online,2022-07-10 03:37:00,Entregue
8328,11946,1,Online,2023-10-05 04:03:00,Entregue
8329,9734,2,Física,2022-05-12 05:47:00,Entregue
8330,4710,1,Online,2023-07-09 16:44:00,Entregue
8331,7388,6,Online,2023-11-29 06:24:00,Entregue
8332,2507,5,App,2022-01-20 08:59:00,Entregue
8333,6200,3,App,2023-04-10 10:51:00,Pendente
8334,5751,3,Online,2022-10-24 04:11:00,Entregue
8335,888,6,Física,2022-01-14 01:21:00,Entregue
8336,6160,6,Física,2022-09-30 06:59:00,Cancelado
8337,6290,5,Física,2023-12-18 21:38:00,Pendente
8338,8913,3,Online,2023-03-11 06:05:00,Entregue
8339,1354,3,Online,2022-05-15 07:57:00,Entregue
8340,2639,5,Física,2022-02-05 19:37:00,Cancelado
8341,5361,3,App,2023-02-19 22:26:00,Cancelado
8342,4672,3,Online,2023-10-25 07:33:00,Entregue
8343,2091,1,Online,2022-07-08 23:21:00,Entregue
8344,3036,6,Online,2023-01-12 20:11:00,Pendente
8345,181,3,App,2023-07-18 19:59:00,Entregue
8346,977,2,App,2023-02-24 03:11:00,Cancelado
8347,4495,5,Online,2022-02-18 11:06:00,Pendente
8348,4873,1,Online,2023-09-23 16:22:00,Cancelado
8349,5599,4,App,2022-04-12 02:32:00,Entregue
8350,10703,1,App,2023-10-27 03:40:00,Pendente
8351,5559,4,Online,2023-12-26 06:36:00,Entregue
8352,5429,3,App,2023-03-13 01:12:00,Entregue
8353,11806,1,Online,2022-11-08 22:48:00,Cancelado
8354,5885,2,Online,2022-01-20 22:02:00,Pendente
8355,2978,3,Online,2023-05-06 16:59:00,Entregue
8356,87,1,Online,2022-06-12 12:45:00,Cancelado
8357,8404,4,Física,2023-09-17 01:07:00,Entregue
8358,3531,1,App,2023-01-11 02:10:00,Pendente
8359,6968,5,Online,2023-05-29 23:04:00,Entregue
8360,4249,7,Física,2023-02-04 15:44:00,Entregue
8361,502,2,App,2023-04-29 16:44:00,Entregue
8362,6298,3,App,2022-08-12 14:11:00,Entregue
8363,9601,2,App,2022-02-14 03:56:00,Pendente
8364,11114,5,App,2022-08-21 18:28:00,Entregue
8365,2989,5,Física,2022-09-16 13:32:00,Pendente
8366,1044,3,App,2023-02-27 23:48:00,Cancelado
8367,4464,5,App,2022-09-19 03:35:00,Entregue
8368,11417,4,App,2023-12-21 15:44:00,Entregue
8369,9039,3,Física,2022-09-26 07:53:00,Entregue
8370,11199,3,Física,2023-09-06 23:32:00,Cancelado
8371,2445,1,Física,2022-03-11 02:07:00,Pendente
8372,9622,1,App,2023-10-02 06:29:00,Entregue
8373,2458,1,App,2022-11-11 23:22:00,Pendente
8374,691,7,Física,2023-08-02 16:08:00,Cancelado
8375,6703,4,App,2023-03-26 10:08:00,Entregue
8376,10084,1,App,2023-03-31 19:14:00,Pendente
8377,9919,3,Online,2023-07-26 14:24:00,Entregue
8378,8001,4,App,2023-10-27 01:00:00,Entregue
8379,6418,1,Física,2022-11-07 18:43:00,Pendente
8380,3246,6,App,2023-11-02 03:53:00,Cancelado
8381,4636,1,App,2023-09-13 20:45:00,Entregue
8382,3563,6,App,2023-07-21 00:43:00,Cancelado
8383,10903,2,App,2023-08-16 22:25:00,Cancelado
8384,10565,4,Física,2023-09-04 20:10:00,Cancelado
8385,4593,7,App,2022-04-27 01:36:00,Entregue
8386,2714,1,Online,2023-07-19 16:12:00,Entregue
8387,2144,2,App,2023-02-03 02:55:00,Entregue
8388,7748,4,Física,2023-12-18 05:27:00,Entregue
8389,3943,3,Online,2023-08-31 22:16:00,Pendente
8390,2657,3,App,2022-09-26 15:35:00,Cancelado
8391,4221,5,App,2023-10-23 20:44:00,Cancelado
8392,4654,7,App,2023-02-15 05:30:00,Pendente
8393,3147,6,App,2023-10-31 08:28:00,Entregue
8394,10823,6,Online,2023-10-11 09:54:00,Cancelado
8395,6370,3,Online,2023-10-02 18:28:00,Cancelado
8396,3356,2,App,2022-07-25 03:46:00,Entregue
8397,11922,3,App,2023-10-11 13:07:00,Entregue
8398,5634,4,Física,2022-03-15 02:26:00,Cancelado
8399,2568,4,App,2022-05-25 07:46:00,Entregue
8400,8064,6,Online,2023-11-17 12:29:00,Pendente
8401,11812,2,App,2022-08-31 17:02:00,Entregue
8402,11927,6,Online,2022-08-12 18:15:00,Entregue
8403,3223,2,App,2023-12-28 23:09:00,Entregue
8404,6629,7,Online,2023-05-19 09:56:00,Entregue
8405,2610,7,Online,2022-10-09 16:25:00,Entregue
8406,3317,7,Online,2022-03-31 01:39:00,Entregue
8407,7948,6,App,2022-06-28 03:09:00,Entregue
8408,11925,6,App,2023-12-29 05:05:00,Entregue
8409,10047,7,App,2022-07-19 11:03:00,Cancelado
8410,8799,6,Física,2023-07-12 09:53:00,Entregue
8411,11603,2,Física,2022-12-18 16:52:00,Pendente
8412,10095,3,Online,2023-05-20 16:00:00,Cancelado
8413,526,5,Online,2023-03-01 11:43:00,Entregue
8414,706,1,Online,2022-04-11 10:01:00,Entregue
8415,5874,7,Física,2023-11-29 20:32:00,Cancelado
8416,2935,2,Física,2023-04-29 02:59:00,Entregue
8417,10254,1,App,2023-02-24 14:48:00,Entregue
8418,9619,6,App,2022-09-06 07:31:00,Pendente
8419,10151,3,Online,2023-06-30 16:31:00,Cancelado
8420,4065,3,Online,2022-01-24 00:13:00,Pendente
8421,1250,6,Física,2023-04-08 17:00:00,Pendente
8422,10495,4,App,2022-12-06 10:56:00,Cancelado
8423,10516,6,Online,2023-02-02 15:27:00,Cancelado
8424,417,7,Online,2023-07-03 02:23:00,Entregue
8425,4266,6,App,2022-03-30 20:29:00,Entregue
