produto_id,mes_referencia,preco_casanova,preco_medio_mercado
P0031,2025-02-01,339.55,325.3
P0031,2025-03-01,339.55,315.49
P0031,2025-04-01,339.55,345.08
P0031,2025-05-01,339.55,315.7
P0031,2025-06-01,339.55,323.31
P0031,2025-07-01,339.55,335.38
P0031,2025-08-01,339.55,338.31
P0031,2025-09-01,339.55,343.04
P0031,2025-10-01,339.55,319.99
P0031,2025-11-01,339.55,337.97
P0031,2025-12-01,339.55,330.97
P0032,2024-01-01,707.0,622.75
P0032,2024-02-01,707.0,664.85
P0032,2024-03-01,707.0,634.34
P0032,2024-04-01,707.0,669.1
P0032,2024-05-01,707.0,669.12
P0032,2024-06-01,707.0,626.93
P0032,2024-07-01,707.0,637.71
P0032,2024-08-01,707.0,628.52
P0032,2024-09-01,707.0,634.3
P0032,2024-10-01,707.0,635.94
P0032,2024-11-01,707.0,654.99
P0032,2024-12-01,707.0,611.84
P0032,2025-01-01,707.0,626.97
P0032,2025-02-01,707.0,626.78
P0032,2025-03-01,707.0,622.96
P0032,2025-04-01,707.0,643.13
P0032,2025-05-01,707.0,636.14
P0032,2025-06-01,707.0,636.38
P0032,2025-07-01,707.0,671.61
P0032,2025-08-01,707.0,625.19
P0032,2025-09-01,707.0,647.74
P0032,2025-10-01,707.0,675.29
P0032,2025-11-01,707.0,666.54
P0032,2025-12-01,707.0,666.78
P0033,2024-01-01,249.58,242.31
P0033,2024-02-01,249.58,232.58
P0033,2024-03-01,249.58,242.75
P0033,2024-04-01,249.58,236.79
P0033,2024-05-01,249.58,253.25
P0033,2024-06-01,249.58,237.19
P0033,2024-07-01,249.58,230.11
P0033,2024-08-01,249.58,241.76
P0033,2024-09-01,249.58,238.46
P0033,2024-10-01,249.58,245.84
P0033,2024-11-01,249.58,231.36
P0033,2024-12-01,249.58,246.21
P0033,2025-01-01,249.58,231.74
P0033,2025-02-01,249.58,236.63
P0033,2025-03-01,249.58,246.07
P0033,2025-04-01,249.58,246.45
P0033,2025-05-01,249.58,236.56
P0033,2025-06-01,249.58,247.22
P0033,2025-07-01,249.58,251.72
P0033,2025-08-01,249.58,232.2
P0033,2025-09-01,249.58,245.49
P0033,2025-10-01,249.58,247.19
P0033,2025-11-01,249.58,229.28
P0033,2025-12-01,249.58,240.18
P0034,2024-01-01,132.67,119.3
P0034,2024-02-01,132.67,115.79
P0034,2024-03-01,132.67,117.27
P0034,2024-04-01,132.67,117.56
P0034,2024-05-01,132.67,116.33
P0034,2024-06-01,132.67,112.79
P0034,2024-07-01,132.67,120.38
P0034,2024-08-01,132.67,121.73
P0034,2024-09-01,132.67,118.22
P0034,2024-10-01,132.67,114.54
P0034,2024-11-01,132.67,121.31
P0034,2024-12-01,132.67,121.09
P0034,2025-01-01,132.67,120.94
P0034,2025-02-01,132.67,121.75
P0034,2025-03-01,132.67,121.72
P0034,2025-04-01,132.67,117.56
P0034,2025-05-01,132.67,120.02
P0034,2025-06-01,132.67,122.29
P0034,2025-07-01,132.67,114.78
P0034,2025-08-01,132.67,123.7
P0034,2025-09-01,132.67,113.68
P0034,2025-10-01,132.67,125.72
P0034,2025-11-01,132.67,120.12
P0034,2025-12-01,132.67,121.14
P0035,2024-01-01,77.25,63.81
P0035,2024-02-01,77.25,67.72
P0035,2024-03-01,77.25,64.37
P0035,2024-04-01,77.25,65.3
P0035,2024-05-01,77.25,63.9
P0035,2024-06-01,77.25,63.38
P0035,2024-07-01,77.25,69.58
P0035,2024-08-01,77.25,64.54
P0035,2024-09-01,77.25,63.33
P0035,2024-10-01,77.25,69.27
P0035,2024-11-01,77.25,65.76
P0035,2024-12-01,77.25,66.65
P0035,2025-01-01,77.25,66.64
P0035,2025-02-01,77.25,69.16
P0035,2025-03-01,77.25,64.56
P0035,2025-04-01,77.25,64.08
P0035,2025-05-01,77.25,64.81
P0035,2025-06-01,77.25,66.4
P0035,2025-07-01,77.25,69.02
P0035,2025-08-01,77.25,64.69
P0035,2025-09-01,77.25,69.57
P0035,2025-10-01,77.25,67.33
P0035,2025-11-01,77.25,67.36
P0035,2025-12-01,77.25,68.59
P0036,2024-01-01,659.82,720.95
P0036,2024-02-01,659.82,751.78
P0036,2024-03-01,659.82,750.79
P0036,2024-04-01,659.82,749.87
P0036,2024-05-01,659.82,781.08
P0036,2024-06-01,659.82,749.25
P0036,2024-07-01,659.82,730.31
P0036,2024-08-01,659.82,774.88
P0036,2024-09-01,659.82,721.67
P0036,2024-10-01,659.82,780.0
P0036,2024-11-01,659.82,783.31
P0036,2024-12-01,659.82,723.09
P0036,2025-01-01,659.82,734.08
P0036,2025-02-01,659.82,734.53
P0036,2025-03-01,659.82,732.3
P0036,2025-04-01,659.82,723.75
P0036,2025-05-01,659.82,729.04
P0036,2025-06-01,659.82,728.85
P0036,2025-07-01,659.82,761.89
P0036,2025-08-01,659.82,777.89
P0036,2025-09-01,659.82,743.65
P0036,2025-10-01,659.82,722.96
P0036,2025-11-01,659.82,753.95
P0036,2025-12-01,659.82,740.68
P0037,2024-01-01,19.61,16.78
P0037,2024-02-01,19.61,16.64
P0037,2024-03-01,19.61,15.84
P0037,2024-04-01,19.61,15.88
P0037,2024-05-01,19.61,17.67
P0037,2024-06-01,19.61,17.63
P0037,2024-07-01,19.61,17.58
P0037,2024-08-01,19.61,17.25
P0037,2024-09-01,19.61,16.0
P0037,2024-10-01,19.61,17.17
P0037,2024-11-01,19.61,16.36
P0037,2024-12-01,19.61,16.06
P0037,2025-01-01,19.61,16.87
P0037,2025-02-01,19.61,16.19
P0037,2025-03-01,19.61,15.83
P0037,2025-04-01,19.61,16.43
P0037,2025-05-01,19.61,16.44
P0037,2025-06-01,19.61,16.95
P0037,2025-07-01,19.61,16.59
P0037,2025-08-01,19.61,16.34
P0037,2025-09-01,19.61,16.53
P0037,2025-10-01,19.61,15.85
P0037,2025-11-01,19.61,16.19
P0037,2025-12-01,19.61,17.55
P0038,2024-01-01,605.23,651.41
P0038,2024-02-01,605.23,639.7
P0038,2024-03-01,605.23,651.31
P0038,2024-04-01,605.23,607.6
P0038,2024-05-01,605.23,642.19
P0038,2024-06-01,605.23,607.61
P0038,2024-07-01,605.23,633.14
P0038,2024-08-01,605.23,602.5
P0038,2024-09-01,605.23,620.76
P0038,2024-10-01,605.23,646.03
P0038,2024-11-01,605.23,647.44
P0038,2024-12-01,605.23,625.84
P0038,2025-01-01,605.23,614.22
P0038,2025-02-01,605.23,613.92
P0038,2025-03-01,605.23,650.05
P0038,2025-04-01,605.23,633.78
P0038,2025-05-01,605.23,626.57
P0038,2025-06-01,605.23,622.07
P0038,2025-07-01,605.23,605.39
P0038,2025-08-01,605.23,635.21
P0038,2025-09-01,605.23,609.17
P0038,2025-10-01,605.23,652.39
P0038,2025-11-01,605.23,645.36
P0038,2025-12-01,605.23,634.15
P0039,2024-01-01,659.01,732.06
P0039,2024-02-01,659.01,732.38
P0039,2024-03-01,659.01,733.22
P0039,2024-04-01,659.01,720.35
P0039,2024-05-01,659.01,728.61
P0039,2024-06-01,659.01,704.51
P0039,2024-07-01,659.01,685.56
P0039,2024-08-01,659.01,686.92
P0039,2024-09-01,659.01,716.13
P0039,2024-10-01,659.01,715.66
P0039,2024-11-01,659.01,722.78
P0039,2024-12-01,659.01,695.12
P0039,2025-01-01,659.01,679.69
P0039,2025-02-01,659.01,698.13
P0039,2025-03-01,659.01,695.93
P0039,2025-04-01,659.01,720.03
P0039,2025-05-01,659.01,708.85
P0039,2025-06-01,659.01,721.69
P0039,2025-07-01,659.01,720.97
P0039,2025-08-01,659.01,675.64
P0039,2025-09-01,659.01,695.69
P0039,2025-10-01,659.01,722.19
P0039,2025-11-01,659.01,715.99
P0039,2025-12-01,659.01,721.49
P0040,2024-01-01,314.32,317.39
P0040,2024-02-01,314.32,301.13
P0040,2024-03-01,314.32,315.98
P0040,2024-04-01,314.32,293.8
P0040,2024-05-01,314.32,289.12
P0040,2024-06-01,314.32,291.6
P0040,2024-07-01,314.32,290.4
P0040,2024-08-01,314.32,291.7
P0040,2024-09-01,314.32,304.0
P0040,2024-10-01,314.32,287.51
P0040,2024-11-01,314.32,307.17
P0040,2024-12-01,314.32,305.09
P0040,2025-01-01,314.32,298.12
P0040,2025-02-01,314.32,288.14
P0040,2025-03-01,314.32,310.72
P0040,2025-04-01,314.32,289.04
P0040,2025-05-01,314.32,298.25
P0040,2025-06-01,314.32,296.71
P0040,2025-07-01,314.32,316.42
P0040,2025-08-01,314.32,292.64
P0040,2025-09-01,314.32,289.39
P0040,2025-10-01,314.32,293.03
P0040,2025-11-01,314.32,317.28
P0040,2025-12-01,314.32,291.9
P0041,2024-01-01,836.7,907.77
P0041,2024-02-01,836.7,877.92
P0041,2024-03-01,836.7,891.5
P0041,2024-04-01,836.7,890.88
P0041,2024-05-01,836.7,891.17
P0041,2024-06-01,836.7,951.6
P0041,2024-07-01,836.7,894.08
P0041,2024-08-01,836.7,900.37
P0041,2024-09-01,836.7,905.68
P0041,2024-10-01,836.7,930.62
P0041,2024-11-01,836.7,901.03
P0041,2024-12-01,836.7,876.92
P0041,2025-01-01,836.7,891.72
P0041,2025-02-01,836.7,932.73
P0041,2025-03-01,836.7,950.71
P0041,2025-04-01,836.7,927.01
P0041,2025-05-01,836.7,877.61
P0041,2025-06-01,836.7,919.26
P0041,2025-07-01,836.7,894.43
P0041,2025-08-01,836.7,946.01
P0041,2025-09-01,836.7,900.01
P0041,2025-10-01,836.7,897.89
P0041,2025-11-01,836.7,884.69
P0041,2025-12-01,836.7,905.19
P0042,2024-01-01,291.3,299.16
P0042,2024-02-01,291.3,303.51
P0042,2024-03-01,291.3,290.24
P0042,2024-04-01,291.3,294.66
P0042,2024-05-01,291.3,282.41
P0042,2024-06-01,291.3,280.36
P0042,2024-07-01,291.3,275.59
P0042,2024-08-01,291.3,293.91
P0042,2024-09-01,291.3,299.59
P0042,2024-10-01,291.3,295.32
P0042,2024-11-01,291.3,288.49
P0042,2024-12-01,291.3,279.76
P0042,2025-01-01,291.3,276.72
P0042,2025-02-01,291.3,283.26
P0042,2025-03-01,291.3,280.08
P0042,2025-04-01,291.3,295.13
P0042,2025-05-01,291.3,281.52
P0042,2025-06-01,291.3,300.85
P0042,2025-07-01,291.3,278.88
P0042,2025-08-01,291.3,278.93
P0042,2025-09-01,291.3,287.62
P0042,2025-10-01,291.3,281.22
P0042,2025-11-01,291.3,279.85
P0042,2025-12-01,291.3,288.65
P0043,2024-01-01,274.67,262.63
P0043,2024-02-01,274.67,278.39
P0043,2024-03-01,274.67,282.39
P0043,2024-04-01,274.67,282.06
P0043,2024-05-01,274.67,273.67
P0043,2024-06-01,274.67,280.32
P0043,2024-07-01,274.67,284.57
P0043,2024-08-01,274.67,273.56
P0043,2024-09-01,274.67,277.69
P0043,2024-10-01,274.67,282.58
P0043,2024-11-01,274.67,280.4
P0043,2024-12-01,274.67,267.78
P0043,2025-01-01,274.67,269.98
P0043,2025-02-01,274.67,281.08
P0043,2025-03-01,274.67,276.05
P0043,2025-04-01,274.67,279.37
P0043,2025-05-01,274.67,280.07
P0043,2025-06-01,274.67,271.83
P0043,2025-07-01,274.67,259.66
P0043,2025-08-01,274.67,260.29
P0043,2025-09-01,274.67,280.85
P0043,2025-10-01,274.67,282.27
P0043,2025-11-01,274.67,282.22
P0043,2025-12-01,274.67,263.2
P0044,2024-01-01,624.22,680.11
P0044,2024-02-01,624.22,713.22
P0044,2024-03-01,624.22,707.16
P0044,2024-04-01,624.22,685.0
P0044,2024-05-01,624.22,699.84
P0044,2024-06-01,624.22,715.46
P0044,2024-07-01,624.22,712.77
P0044,2024-08-01,624.22,664.41
P0044,2024-09-01,624.22,714.96
P0044,2024-10-01,624.22,694.63
P0044,2024-11-01,624.22,675.25
P0044,2024-12-01,624.22,703.45
P0044,2025-01-01,624.22,700.39
P0044,2025-02-01,624.22,704.82
P0044,2025-03-01,624.22,684.29
P0044,2025-04-01,624.22,701.91
P0044,2025-05-01,624.22,691.06
P0044,2025-06-01,624.22,722.92
P0044,2025-07-01,624.22,720.74
P0044,2025-08-01,624.22,704.45
P0044,2025-09-01,624.22,668.85
P0044,2025-10-01,624.22,717.3
P0044,2025-11-01,624.22,703.1
P0044,2025-12-01,624.22,696.25
P0045,2024-01-01,755.82,874.29
P0045,2024-02-01,755.82,859.42
P0045,2024-03-01,755.82,892.73
P0045,2024-04-01,755.82,836.97
P0045,2024-05-01,755.82,859.87
P0045,2024-06-01,755.82,849.33
P0045,2024-07-01,755.82,828.14
P0045,2024-08-01,755.82,830.15
P0045,2024-09-01,755.82,892.53
P0045,2024-10-01,755.82,861.3
P0045,2024-11-01,755.82,829.94
P0045,2024-12-01,755.82,865.32
P0045,2025-01-01,755.82,853.94
P0045,2025-02-01,755.82,867.17
P0045,2025-03-01,755.82,887.22
P0045,2025-04-01,755.82,878.16
P0045,2025-05-01,755.82,897.29
P0045,2025-06-01,755.82,828.69
P0045,2025-07-01,755.82,844.01
P0045,2025-08-01,755.82,882.6
P0045,2025-09-01,755.82,832.97
P0045,2025-10-01,755.82,868.77
P0045,2025-11-01,755.82,857.95
P0045,2025-12-01,755.82,845.36
P0046,2024-01-01,114.86,100.33
P0046,2024-02-01,114.86,96.58
P0046,2024-03-01,114.86,94.69
P0046,2024-04-01,114.86,96.1
P0046,2024-05-01,114.86,103.51
P0046,2024-06-01,114.86,94.06
P0046,2024-07-01,114.86,103.22
P0046,2024-08-01,114.86,96.44
P0046,2024-09-01,114.86,103.57
P0046,2024-10-01,114.86,100.23
P0046,2024-11-01,114.86,102.1
P0046,2024-12-01,114.86,102.38
P0046,2025-01-01,114.86,95.96
P0046,2025-02-01,114.86,94.1
P0046,2025-03-01,114.86,103.05
P0046,2025-04-01,114.86,98.2
P0046,2025-05-01,114.86,98.98
P0046,2025-06-01,114.86,97.34
P0046,2025-07-01,114.86,100.36
P0046,2025-08-01,114.86,101.98
P0046,2025-09-01,114.86,99.0
P0046,2025-10-01,114.86,98.92
P0046,2025-11-01,114.86,94.98
P0046,2025-12-01,114.86,99.73
P0047,2024-01-01,650.26,681.49
P0047,2024-02-01,650.26,709.37
P0047,2024-03-01,650.26,700.52
P0047,2024-04-01,650.26,686.99
P0047,2024-05-01,650.26,716.72
P0047,2024-06-01,650.26,699.62
P0047,2024-07-01,650.26,688.24
P0047,2024-08-01,650.26,722.02
P0047,2024-09-01,650.26,698.37
P0047,2024-10-01,650.26,720.37
P0047,2024-11-01,650.26,684.82
P0047,2024-12-01,650.26,706.66
P0047,2025-01-01,650.26,715.11
P0047,2025-02-01,650.26,679.17
P0047,2025-03-01,650.26,716.16
P0047,2025-04-01,650.26,682.6
P0047,2025-05-01,650.26,716.49
P0047,2025-06-01,650.26,696.66
P0047,2025-07-01,650.26,703.3
P0047,2025-08-01,650.26,674.56
P0047,2025-09-01,650.26,724.78
P0047,2025-10-01,650.26,682.5
P0047,2025-11-01,650.26,670.75
P0047,2025-12-01,650.26,730.9
P0048,2024-01-01,658.76,694.04
P0048,2024-02-01,658.76,722.46
P0048,2024-03-01,658.76,752.17
P0048,2024-04-01,658.76,747.96
P0048,2024-05-01,658.76,725.25
P0048,2024-06-01,658.76,686.5
P0048,2024-07-01,658.76,696.94
P0048,2024-08-01,658.76,687.68
P0048,2024-09-01,658.76,741.8
P0048,2024-10-01,658.76,712.62
P0048,2024-11-01,658.76,702.89
P0048,2024-12-01,658.76,722.2
P0048,2025-01-01,658.76,696.37
P0048,2025-02-01,658.76,746.9
P0048,2025-03-01,658.76,726.28
P0048,2025-04-01,658.76,694.32
P0048,2025-05-01,658.76,717.77
P0048,2025-06-01,658.76,697.86
P0048,2025-07-01,658.76,744.67
P0048,2025-08-01,658.76,724.84
P0048,2025-09-01,658.76,699.71
P0048,2025-10-01,658.76,747.8
P0048,2025-11-01,658.76,726.51
P0048,2025-12-01,658.76,691.54
P0049,2024-01-01,451.48,483.83
P0049,2024-02-01,451.48,512.68
P0049,2024-03-01,451.48,506.66
P0049,2024-04-01,451.48,498.91
P0049,2024-05-01,451.48,510.22
P0049,2024-06-01,451.48,493.34
P0049,2024-07-01,451.48,486.15
P0049,2024-08-01,451.48,525.48
P0049,2024-09-01,451.48,515.31
P0049,2024-10-01,451.48,493.09
P0049,2024-11-01,451.48,526.03
P0049,2024-12-01,451.48,527.17
P0049,2025-01-01,451.48,496.13
P0049,2025-02-01,451.48,493.39
P0049,2025-03-01,451.48,502.96
P0049,2025-04-01,451.48,494.31
P0049,2025-05-01,451.48,513.71
P0049,2025-06-01,451.48,493.2
P0049,2025-07-01,451.48,504.6
P0049,2025-08-01,451.48,510.41
P0049,2025-09-01,451.48,507.59
P0049,2025-10-01,451.48,515.54
P0049,2025-11-01,451.48,511.92
P0049,2025-12-01,451.48,490.02
P0050,2024-01-01,36.22,40.23
P0050,2024-02-01,36.22,40.75
P0050,2024-03-01,36.22,41.36
P0050,2024-04-01,36.22,38.75
P0050,2024-05-01,36.22,40.8
P0050,2024-06-01,36.22,38.59
P0050,2024-07-01,36.22,40.02
P0050,2024-08-01,36.22,40.49
P0050,2024-09-01,36.22,41.24
P0050,2024-10-01,36.22,40.53
P0050,2024-11-01,36.22,40.96
P0050,2024-12-01,36.22,39.82
P0050,2025-01-01,36.22,40.51
P0050,2025-02-01,36.22,40.15
P0050,2025-03-01,36.22,39.72
P0050,2025-04-01,36.22,38.64
P0050,2025-05-01,36.22,41.19
P0050,2025-06-01,36.22,41.24
P0050,2025-07-01,36.22,39.81
P0050,2025-08-01,36.22,39.52
P0050,2025-09-01,36.22,40.58
P0050,2025-10-01,36.22,39.99
P0050,2025-11-01,36.22,40.27
P0050,2025-12-01,36.22,41.38
P0051,2024-01-01,41.24,41.22
P0051,2024-02-01,41.24,41.78
P0051,2024-03-01,41.24,41.3
P0051,2024-04-01,41.24,43.74
P0051,2024-05-01,41.24,40.53
P0051,2024-06-01,41.24,40.56
P0051,2024-07-01,41.24,41.36
P0051,2024-08-01,41.24,40.32
P0051,2024-09-01,41.24,43.94
P0051,2024-10-01,41.24,43.1
P0051,2024-11-01,41.24,41.69
P0051,2024-12-01,41.24,40.8
P0051,2025-01-01,41.24,42.44
P0051,2025-02-01,41.24,42.29
P0051,2025-03-01,41.24,42.76
P0051,2025-04-01,41.24,41.97
P0051,2025-05-01,41.24,41.74
P0051,2025-06-01,41.24,42.44
P0051,2025-07-01,41.24,42.5
P0051,2025-08-01,41.24,42.33
P0051,2025-09-01,41.24,43.0
P0051,2025-10-01,41.24,40.9
P0051,2025-11-01,41.24,41.21
P0051,2025-12-01,41.24,42.62
P0052,2024-01-01,277.49,294.27
P0052,2024-02-01,277.49,285.43
P0052,2024-03-01,277.49,290.44
P0052,2024-04-01,277.49,289.61
P0052,2024-05-01,277.49,294.8
P0052,2024-06-01,277.49,274.74
P0052,2024-07-01,277.49,287.93
P0052,2024-08-01,277.49,284.74
P0052,2024-09-01,277.49,274.97
P0052,2024-10-01,277.49,285.13
P0052,2024-11-01,277.49,291.45
P0052,2024-12-01,277.49,281.36
P0052,2025-01-01,277.49,281.69
P0052,2025-02-01,277.49,288.24
P0052,2025-03-01,277.49,281.72
P0052,2025-04-01,277.49,293.58
P0052,2025-05-01,277.49,288.7
P0052,2025-06-01,277.49,290.71
P0052,2025-07-01,277.49,278.79
P0052,2025-08-01,277.49,278.75
P0052,2025-09-01,277.49,277.73
P0052,2025-10-01,277.49,281.69
P0052,2025-11-01,277.49,280.28
P0052,2025-12-01,277.49,269.87
P0053,2024-01-01,772.82,843.68
P0053,2024-02-01,772.82,897.8
P0053,2024-03-01,772.82,856.51
P0053,2024-04-01,772.82,891.39
P0053,2024-05-01,772.82,825.57
P0053,2024-06-01,772.82,877.66
P0053,2024-07-01,772.82,888.82
P0053,2024-08-01,772.82,892.88
P0053,2024-09-01,772.82,833.64
P0053,2024-10-01,772.82,829.05
P0053,2024-11-01,772.82,823.52
P0053,2024-12-01,772.82,858.06
P0053,2025-01-01,772.82,899.6
P0053,2025-02-01,772.82,894.83
P0053,2025-03-01,772.82,844.98
P0053,2025-04-01,772.82,871.85
P0053,2025-05-01,772.82,853.99
P0053,2025-06-01,772.82,840.36
P0053,2025-07-01,772.82,847.54
P0053,2025-08-01,772.82,824.52
P0053,2025-09-01,772.82,848.93
P0053,2025-10-01,772.82,844.18
P0053,2025-11-01,772.82,849.54
P0053,2025-12-01,772.82,894.97
P0054,2024-01-01,357.67,321.21
P0054,2024-02-01,357.67,306.14
P0054,2024-03-01,357.67,328.59
P0054,2024-04-01,357.67,322.99
P0054,2024-05-01,357.67,333.35
P0054,2024-06-01,357.67,304.43
P0054,2024-07-01,357.67,328.89
P0054,2024-08-01,357.67,306.58
P0054,2024-09-01,357.67,308.55
P0054,2024-10-01,357.67,326.01
P0054,2024-11-01,357.67,311.4
P0054,2024-12-01,357.67,329.24
P0054,2025-01-01,357.67,303.44
P0054,2025-02-01,357.67,321.63
P0054,2025-03-01,357.67,332.79
P0054,2025-04-01,357.67,327.04
P0054,2025-05-01,357.67,315.33
P0054,2025-06-01,357.67,325.86
P0054,2025-07-01,357.67,334.04
P0054,2025-08-01,357.67,334.39
P0054,2025-09-01,357.67,305.53
P0054,2025-10-01,357.67,307.87
P0054,2025-11-01,357.67,307.99
P0054,2025-12-01,357.67,306.05
P0055,2024-01-01,206.05,202.06
P0055,2024-02-01,206.05,203.54
P0055,2024-03-01,206.05,210.31
P0055,2024-04-01,206.05,201.43
P0055,2024-05-01,206.05,200.99
P0055,2024-06-01,206.05,215.14
P0055,2024-07-01,206.05,209.26
P0055,2024-08-01,206.05,202.35
P0055,2024-09-01,206.05,205.99
P0055,2024-10-01,206.05,208.79
P0055,2024-11-01,206.05,208.93
P0055,2024-12-01,206.05,213.99
P0055,2025-01-01,206.05,211.43
P0055,2025-02-01,206.05,210.72
P0055,2025-03-01,206.05,207.25
P0055,2025-04-01,206.05,215.68
P0055,2025-05-01,206.05,214.54
P0055,2025-06-01,206.05,214.53
P0055,2025-07-01,206.05,209.1
P0055,2025-08-01,206.05,208.8
P0055,2025-09-01,206.05,208.54
P0055,2025-10-01,206.05,216.09
P0055,2025-11-01,206.05,217.84
P0055,2025-12-01,206.05,209.7
P0056,2024-01-01,256.94,282.87
P0056,2024-02-01,256.94,276.05
P0056,2024-03-01,256.94,266.03
P0056,2024-04-01,256.94,263.8
P0056,2024-05-01,256.94,279.95
P0056,2024-06-01,256.94,278.61
P0056,2024-07-01,256.94,260.01
P0056,2024-08-01,256.94,282.62
P0056,2024-09-01,256.94,269.02
P0056,2024-10-01,256.94,281.56
P0056,2024-11-01,256.94,265.64
P0056,2024-12-01,256.94,271.73
P0056,2025-01-01,256.94,263.67
P0056,2025-02-01,256.94,260.31
P0056,2025-03-01,256.94,271.83
P0056,2025-04-01,256.94,261.91
P0056,2025-05-01,256.94,281.92
P0056,2025-06-01,256.94,282.04
P0056,2025-07-01,256.94,283.93
P0056,2025-08-01,256.94,269.48
P0056,2025-09-01,256.94,275.81
P0056,2025-10-01,256.94,271.76
P0056,2025-11-01,256.94,282.72
P0056,2025-12-01,256.94,260.62
P0057,2024-01-01,791.3,707.57
P0057,2024-02-01,791.3,640.03
P0057,2024-03-01,791.3,651.61
P0057,2024-04-01,791.3,650.81
P0057,2024-05-01,791.3,637.17
P0057,2024-06-01,791.3,663.75
P0057,2024-07-01,791.3,651.55
P0057,2024-08-01,791.3,662.14
P0057,2024-09-01,791.3,680.47
P0057,2024-10-01,791.3,707.38
P0057,2024-11-01,791.3,705.16
P0057,2024-12-01,791.3,653.05
P0057,2025-01-01,791.3,689.91
P0057,2025-02-01,791.3,665.0
P0057,2025-03-01,791.3,699.6
P0057,2025-04-01,791.3,647.42
P0057,2025-05-01,791.3,678.42
P0057,2025-06-01,791.3,686.49
P0057,2025-07-01,791.3,696.23
P0057,2025-08-01,791.3,704.06
P0057,2025-09-01,791.3,641.89
P0057,2025-10-01,791.3,661.84
P0057,2025-11-01,791.3,677.87
P0057,2025-12-01,791.3,673.31
P0058,2024-01-01,543.89,454.43
P0058,2024-02-01,543.89,465.86
P0058,2024-03-01,543.89,495.88
P0058,2024-04-01,543.89,453.91
P0058,2024-05-01,543.89,481.46
P0058,2024-06-01,543.89,476.87
P0058,2024-07-01,543.89,451.62
P0058,2024-08-01,543.89,493.53
P0058,2024-09-01,543.89,499.59
P0058,2024-10-01,543.89,471.72
P0058,2024-11-01,543.89,461.81
P0058,2024-12-01,543.89,460.83
P0058,2025-01-01,543.89,482.92
P0058,2025-02-01,543.89,476.2
P0058,2025-03-01,543.89,460.99
P0058,2025-04-01,543.89,464.44
P0058,2025-05-01,543.89,472.32
P0058,2025-06-01,543.89,494.35
P0058,2025-07-01,543.89,491.28
P0058,2025-08-01,543.89,503.22
P0058,2025-09-01,543.89,464.76
P0058,2025-10-01,543.89,498.17
P0058,2025-11-01,543.89,487.08
P0058,2025-12-01,543.89,502.33
P0059,2024-01-01,686.07,678.83
P0059,2024-02-01,686.07,659.2
P0059,2024-03-01,686.07,693.4
P0059,2024-04-01,686.07,688.14
P0059,2024-05-01,686.07,680.14
P0059,2024-06-01,686.07,656.09
P0059,2024-07-01,686.07,719.94
P0059,2024-08-01,686.07,721.2
P0059,2024-09-01,686.07,669.14
P0059,2024-10-01,686.07,702.08
P0059,2024-11-01,686.07,672.99
P0059,2024-12-01,686.07,701.52
P0059,2025-01-01,686.07,682.61
P0059,2025-02-01,686.07,696.23
P0059,2025-03-01,686.07,719.59
P0059,2025-04-01,686.07,656.67
P0059,2025-05-01,686.07,692.47
P0059,2025-06-01,686.07,697.79
P0059,2025-07-01,686.07,655.46
P0059,2025-08-01,686.07,679.01
P0059,2025-09-01,686.07,707.96
P0059,2025-10-01,686.07,712.6
P0059,2025-11-01,686.07,682.43
P0059,2025-12-01,686.07,663.52
P0060,2024-01-01,760.29,797.8
P0060,2024-02-01,760.29,838.93
P0060,2024-03-01,760.29,806.64
P0060,2024-04-01,760.29,796.21
P0060,2024-05-01,760.29,841.44
P0060,2024-06-01,760.29,807.03
P0060,2024-07-01,760.29,790.31
P0060,2024-08-01,760.29,815.9
P0060,2024-09-01,760.29,815.31
P0060,2024-10-01,760.29,836.35
P0060,2024-11-01,760.29,819.8
P0060,2024-12-01,760.29,814.87
P0060,2025-01-01,760.29,794.57
P0060,2025-02-01,760.29,804.81
P0060,2025-03-01,760.29,804.35
P0060,2025-04-01,760.29,860.01
P0060,2025-05-01,760.29,856.43
P0060,2025-06-01,760.29,786.76
P0060,2025-07-01,760.29,820.16
P0060,2025-08-01,760.29,803.75
P0060,2025-09-01,760.29,809.93
P0060,2025-10-01,760.29,817.77
P0060,2025-11-01,760.29,836.81
P0060,2025-12-01,760.29,808.2
P0061,2024-01-01,689.21,595.9
P0061,2024-02-01,689.21,660.5
P0061,2024-03-01,689.21,644.21
P0061,2024-04-01,689.21,617.45
P0061,2024-05-01,689.21,641.91
P0061,2024-06-01,689.21,661.7
P0061,2024-07-01,689.21,606.03
P0061,2024-08-01,689.21,630.26
P0061,2024-09-01,689.21,629.2
P0061,2024-10-01,689.21,634.41
P0061,2024-11-01,689.21,638.18
P0061,2024-12-01,689.21,645.29
P0061,2025-01-01,689.21,636.43
P0061,2025-02-01,689.21,600.15
P0061,2025-03-01,689.21,649.52
P0061,2025-04-01,689.21,628.26
P0061,2025-05-01,689.21,603.59
P0061,2025-06-01,689.21,614.49
P0061,2025-07-01,689.21,610.06
P0061,2025-08-01,689.21,611.27
P0061,2025-09-01,689.21,630.87
P0061,2025-10-01,689.21,660.99
P0061,2025-11-01,689.21,624.08
P0061,2025-12-01,689.21,605.1
P0062,2024-01-01,280.53,297.26
P0062,2024-02-01,280.53,301.52
P0062,2024-03-01,280.53,290.14
P0062,2024-04-01,280.53,290.22
